original_sentence,summary,level,FRE,performance
"It’s very important in our social interactions. When we discuss matters that impact us, we need to communicate effectively.|","In our social interactions, clear communication is very important.|",4,0.30000000000001137,0
"It’s very important in our social interactions. When we discuss matters that impact us, we need to communicate effectively.|",Communication in our social interactions is very important and necessary for discussions.|,3,-9.794999999999959,0
"It’s very important in our social interactions. When we discuss matters that impact us, we need to communicate effectively.|","It is very important that we communicate effectively in any interaction, especially during discussions that impact us significantly.|",2,0.5649999999999977,0
"It’s very important in our social interactions. When we discuss matters that impact us, we need to communicate effectively.|","When we discuss critical matters, it becomes of utmost importance that we articulate clearly and precisely to ensure proper understanding in all social interactions.|",1,16.80000000000004,1
"Interact with people, we are constantly making guesses about how.|","When talking, we often guess how others feel.|",9,82.39000000000001,0
"Interact with people, we are constantly making guesses about how.|",We often guess others' feelings when we talk.|,8,82.39000000000001,1
"Interact with people, we are constantly making guesses about how.|","In conversation, we frequently guess about others' feelings.|",7,29.515000000000015,0
"Interact with people, we are constantly making guesses about how.|","Frequently, when we interact with others, we are guessing their feelings.|",6,57.23363636363638,0
"Interact with people, we are constantly making guesses about how.|","Often, while engaging with others, we find ourselves making assumptions about their feelings.|",5,37.455384615384645,0
"Interact with people, we are constantly making guesses about how.|","As we engage in interactions with people, we frequently make educated guesses regarding how they might feel.|",4,40.2858823529412,1
"Interact with people, we are constantly making guesses about how.|","During our interactions with others, we consistently find ourselves formulating guesses about the emotional states people are experiencing.|",3,-4.134999999999991,0
"Interact with people, we are constantly making guesses about how.|","In every instance where we engage in interpersonal communication, we invariably indulge in making conjectures about the emotional experiences that others may be undergoing.|",1,-11.399999999999949,0
Others feel in order to adapt the way we communicate.,Different people believe that changing our communication style is necessary.,1,2.105000000000018,0
Others feel in order to adapt the way we communicate.,Some think we should change how we talk.,2,114.11500000000001,0
Others feel in order to adapt the way we communicate.,Some say we need to adapt our communication.,3,50.66500000000002,0
Others feel in order to adapt the way we communicate.,Some believe we need to change how we talk.,4,103.70000000000002,0
Others feel in order to adapt the way we communicate.,Some think we need to change how we speak.,5,113.10000000000002,0
Others feel in order to adapt the way we communicate.,Some people think we should change how we talk.,6,103.70000000000002,0
Others feel in order to adapt the way we communicate.,Some believe changing how we talk is needed.,7,82.39000000000001,0
Others feel in order to adapt the way we communicate.,Some think we should talk differently.,8,87.94500000000002,1
Others feel in order to adapt the way we communicate.,Some think we must change our talk.,9,103.04428571428575,0
Others feel in order to adapt the way we communicate.,Some think we should change our way of talking.,1,94.30000000000001,0
to others' emotions. It's very important to detect people's needs.,Identifying the needs of others' emotions is crucial.,1,29.515000000000015,0
to others' emotions. It's very important to detect people's needs.,Recognizing others' emotions is extremely important.,2,-24.85499999999996,0
to others' emotions. It's very important to detect people's needs.,Detecting people's needs and emotions is crucial.,3,42.61571428571432,0
to others' emotions. It's very important to detect people's needs.,Understanding the needs and emotions of people is very important.,4,35.94500000000002,0
to others' emotions. It's very important to detect people's needs.,It's important to understand and detect others' emotions and needs.,5,44.405,0
to others' emotions. It's very important to detect people's needs.,Recognize the needs and emotions of others; it's important.,6,47.30000000000004,0
to others' emotions. It's very important to detect people's needs.,It is vital to recognize emotions and needs in others.,7,61.32500000000002,0
to others' emotions. It's very important to detect people's needs.,Recognizing others' needs and emotions is essential.,8,18.44428571428574,0
to others' emotions. It's very important to detect people's needs.,It is important to recognize others' emotions.,9,30.53000000000003,0
"As well, and also to predict people's reactions. And actually.|","Also, to predict reactions.|",9,54.72500000000002,0
"As well, and also to predict people's reactions. And actually.|","Additionally, predict human responses.|",7,-51.02499999999998,0
"As well, and also to predict people's reactions. And actually.|","Also, to forecast reactions of people.|",6,45.64500000000001,0
"As well, and also to predict people's reactions. And actually.|","Also, to understand people's responses accurately.|",5,3.344999999999999,0
"As well, and also to predict people's reactions. And actually.|","Moreover, predicting human reactions is vital.|",4,3.344999999999999,0
"As well, and also to predict people's reactions. And actually.|","Additionally, making predictions about human reactions is crucial.|",3,-12.784999999999997,0
"As well, and also to predict people's reactions. And actually.|","Additionally, it is important to predict reactions accurately.|",2,-2.2099999999999795,0
"As well, and also to predict people's reactions. And actually.|",Of importance is also predicting the reactions of individuals precisely.|,1,10.564999999999998,1
"As well, and also to predict people's reactions. And actually.|","Additionally, it is of significant importance to predict human reactions with precision and accuracy.|",1,-0.7464285714285381,0
Emotions are so important in our lives and have a significant impact on our overall well-being.|,Emotions play a key role in our lives and affect our well-being.|,9,67.75500000000001,0
Emotions influence our lives significantly and affect our well-being deeply.|,"Emotions influence lives significantly, impacting well-being deeply.|",8,-17.812857142857126,0
Emotions are crucial for our lives and have a profound impact on well-being.|,"Emotions are crucial, profoundly impacting well-being.|",7,3.344999999999999,0
Emotions hold significant importance in life affecting overall well-being.|,"Emotions are vital, affecting overall well-being.|",6,3.344999999999999,0
Emotions are important factors in life with a powerful impact on well-being.|,"Emotions are key in life, impacting well-being.|",5,54.70142857142861,1
Emotions are important elements in our lives with a major impact on well-being.|,"Emotions are key, strongly impacting well-being.|",4,31.545000000000016,0
Emotions are essential for our life and have a high impact on our well-being.|,"Emotions are essential, greatly impacting well-being.|",3,3.344999999999999,0
Emotions are integral to our lives and have a significant influence on well-being.|,"Emotions are vital, significantly influencing well-being.|",2,-38.954999999999984,0
Emotions are very important in our life and have a strong effect on well-being.|,"Emotions are critical, with a strong impact on well-being.|",1,56.70000000000002,0
Strong influence in a lot of our cognitive processes.,Exerts considerable impact on numerous cognitive operations.,1,-41.984285714285676,0
Strong influence in a lot of our cognitive processes.,Strongly affects many of our cognitive actions.,2,30.53000000000003,0
Strong influence in a lot of our cognitive processes.,Has a significant impact on several mental processes.,3,29.515000000000015,0
Strong influence in a lot of our cognitive processes.,It strongly impacts various thought processes.,4,31.545000000000016,0
Strong influence in a lot of our cognitive processes.,Plays a major role in various cognitive activities.,5,29.515000000000015,0
Strong influence in a lot of our cognitive processes.,Has a big role in multiple thinking activities.,6,50.66500000000002,0
Strong influence in a lot of our cognitive processes.,Has a strong influence on our thought processes.,7,61.24000000000001,0
Strong influence in a lot of our cognitive processes.,It greatly affects our thinking.,8,49.48000000000002,0
Strong influence in a lot of our cognitive processes.,It impacts our thinking a lot.,9,73.84500000000001,0
"For instance, they modulate our attention mechanisms and they strongly.",They change how we pay attention.,9,87.94500000000002,0
"For instance, they modulate our attention mechanisms and they strongly.",They influence our attention.,8,12.425000000000011,0
"For instance, they modulate our attention mechanisms and they strongly.",They strongly adjust attention processes.,7,15.640000000000015,0
"For instance, they modulate our attention mechanisms and they strongly.",They powerfully regulate attention mechanisms.,6,-18.19999999999996,0
"For instance, they modulate our attention mechanisms and they strongly.",They significantly control our attention mechanisms.,5,-24.85499999999996,0
"For instance, they modulate our attention mechanisms and they strongly.","For example, they greatly influence our attention processes.",4,8.365000000000009,0
"For instance, they modulate our attention mechanisms and they strongly.","For instance, they significantly modify our attention mechanisms in various notable ways.",3,-9.794999999999959,0
"For instance, they modulate our attention mechanisms and they strongly.","Notably, they adjust our attention mechanisms and do so with considerable intensity, affecting how we focus on tasks at hand.",2,21.565000000000026,1
"For instance, they modulate our attention mechanisms and they strongly.","For example, they augment our attention mechanisms with considerable strength, and this has a significant impact on our mental focus, particularly when engaging with complex tasks.",1,7.991153846153878,0
Influence our memory and also our learning process. So emotions.|,Emotions affect our memory and learning.|,1,17.44500000000002,1
Influence our memory and also our learning process. So emotions.|,Emotions impact both memory and learning.|,2,31.545000000000016,0
Influence our memory and also our learning process. So emotions.|,Feelings affect our memory and learning abilities.|,3,6.35857142857148,0
Influence our memory and also our learning process. So emotions.|,Feelings impact our memory and learning process.|,4,30.53000000000003,0
Influence our memory and also our learning process. So emotions.|,Emotions influence how we remember and learn.|,5,42.61571428571432,0
Influence our memory and also our learning process. So emotions.|,Emotions influence both memory and learning.|,6,17.44500000000002,0
Influence our memory and also our learning process. So emotions.|,Emotions affect memory and the learning process.|,7,30.53000000000003,0
Influence our memory and also our learning process. So emotions.|,Emotions affect our memory and learning.|,8,17.44500000000002,0
Influence our memory and also our learning process. So emotions.|,Emotions influence memory and learning.|,9,-1.2799999999999727,0
Influence our memory and also our learning process. So emotions.|,Emotions impact memory and learning.|,1,15.640000000000015,1
are so important in our lives. We imagine the AI.,AI is crucial in our everyday lives.,9,66.7871428571429,0
are so important in our lives. We imagine the AI.,Artificial Intelligence greatly impacts our daily lives.,8,-5.727142857142809,0
are so important in our lives. We imagine the AI.,AI has a significant role in our daily routines.,7,47.30000000000004,0
are so important in our lives. We imagine the AI.,Our daily lives are largely influenced by AI.,6,61.24000000000001,1
are so important in our lives. We imagine the AI.,AI plays a very important role in our everyday existence.,5,44.405,0
are so important in our lives. We imagine the AI.,The significant role of AI in our daily activities cannot be overstated.,4,25.455000000000013,0
are so important in our lives. We imagine the AI.,The immense influence of artificial intelligence on our everyday existence is undeniable.,3,-9.794999999999959,0
are so important in our lives. We imagine the AI.,AI's overwhelming significance in shaping our everyday life cannot be overstated.,2,3.3972727272727354,0
are so important in our lives. We imagine the AI.,The profound and extensive impact of AI on every facet of our daily lives cannot be emphasized enough.,1,42.86500000000001,0
are so important in our lives. We imagine the AI.,"Artificial Intelligence has a pervasive and extensive influence on each aspect of our everyday existence, and this cannot be stressed enough.",1,20.34857142857146,0
"of the future, so I'm going to ask how many.","Considering the future, I will inquire about the quantity.",1,37.900000000000034,0
"of the future, so I'm going to ask how many.","For the coming times, I intend to question the number.",2,78.24500000000002,0
"of the future, so I'm going to ask how many.","Thinking about what's ahead, I'll ask for a number.",3,75.50000000000003,0
"of the future, so I'm going to ask how many.","Concerning the future, I'll ask about the quantity.",4,50.66500000000002,0
"of the future, so I'm going to ask how many.","Ahead of us, I plan to question the number.",5,84.90000000000003,0
"of the future, so I'm going to ask how many.","For the future, I'll ask how many.",6,90.95857142857145,0
"of the future, so I'm going to ask how many.","Looking forward, I will ask the number.",7,78.87285714285717,1
"of the future, so I'm going to ask how many.","In the future, I'll ask how many.",8,90.95857142857145,0
"of the future, so I'm going to ask how many.",I'll ask the number for the future.,9,90.95857142857145,1
of you have seen at least one of these movies.,None of you watched these movies.,1,102.045,0
of you have seen at least one of these movies.,Some have watched one of the movies.,2,103.04428571428575,0
of you have seen at least one of these movies.,Someone viewed at least one movie.,3,87.94500000000002,0
of you have seen at least one of these movies.,One of you watched these movies.,4,102.045,0
of you have seen at least one of these movies.,Some have seen a movie from that list.,5,103.54,0
of you have seen at least one of these movies.,Some of you have watched a movie.,6,103.04428571428575,0
of you have seen at least one of these movies.,You have seen at least one movie.,7,103.04428571428575,0
of you have seen at least one of these movies.,You have watched at least one movie.,8,103.04428571428575,0
of you have seen at least one of these movies.,You saw one of those movies.,1,102.045,0
Here? So most of you have seen at least one.,Have most of you seen one?,9,116.14500000000001,0
Here? So most of you have seen at least one.,Many of you might have seen at least one.,8,103.70000000000002,0
Here? So most of you have seen at least one.,I think most people here have seen one.,7,103.54,0
Here? So most of you have seen at least one.,Most of you have seen one at some point here.,6,112.08500000000001,0
Here? So most of you have seen at least one.,It seems that almost everyone here has seen at least one.,5,87.99727272727276,0
Here? So most of you have seen at least one.,"From what I gather, most people present have seen at least one here.",4,89.51692307692309,0
Here? So most of you have seen at least one.,"Judging by the responses, it appears that the majority of individuals present have seen at least one.",3,45.26235294117649,0
Here? So most of you have seen at least one.,"Based on the context and interactions, it is reasonable to conclude that the majority of the audience here has had the opportunity to see at least one.",2,41.56333333333336,0
Here? So most of you have seen at least one.,"Considering the situation, I would surmise that a substantial proportion of the participants in this gathering have at some point encountered at least one instance.",1,32.56400000000002,0
"Of these movies. So you know what I said, I'm.","Concerning these films, you understand my point, right?",1,71.81500000000001,0
"Of these movies. So you know what I said, I'm.","These films are what I mentioned, so you get it, I'm sure.",2,95.955,0
"Of these movies. So you know what I said, I'm.","These movies are what I talked about, and you understand, correct?",3,72.61545454545457,0
"Of these movies. So you know what I said, I'm.","These movies, which I mentioned, you understand, right?",4,61.24000000000001,0
"Of these movies. So you know what I said, I'm.","About these movies, you get what I meant, right?",6,94.30000000000001,0
"Of these movies. So you know what I said, I'm.","These films I spoke of, you understand, correct?",7,82.39000000000001,0
"Of these movies. So you know what I said, I'm.","The movies I mentioned, you get it, right?",8,82.39000000000001,1
"Of these movies. So you know what I said, I'm.",You understand my point about the movies?,9,66.7871428571429,0
"Of these movies. So you know what I said, I'm.","You know what I mean about these movies, right?",1,94.30000000000001,0
"not going to make any spoiler, but you know what.|","won't spoil it, but you know.|",9,116.14500000000001,0
"not going to make any spoiler, but you know what.|","I won't reveal any spoilers, but you understand.|",8,61.24000000000001,0
"not going to make any spoiler, but you know what.|","I will not make any spoiler, although you are aware.|",7,78.24500000000002,1
"not going to make any spoiler, but you know what.|","avoidance of making any spoiler, understanding is implied.|",6,18.940000000000026,0
"not going to make any spoiler, but you know what.|","I'm not making any spoilers, but you understand what it is.|",5,72.61545454545457,0
"not going to make any spoiler, but you know what.|","I am evading delivering any spoilers, nevertheless, you are cognizant.|",4,10.564999999999998,0
"not going to make any spoiler, but you know what.|","No spoilers will be issued; however, the underlying understanding is evident.|",3,18.77909090909094,0
"not going to make any spoiler, but you know what.|","I will not make any spoiler declarations; notwithstanding, comprehension is presumed.|",2,11.088181818181852,0
"not going to make any spoiler, but you know what.|","In light of the prohibition against articulating any spoilers, it is understood.|",1,25.455000000000013,0
I'm saying when I say that the machines that we.,Machines we use.,9,90.99000000000004,1
I'm saying when I say that the machines that we.,Machines are what we use.,8,100.24000000000002,0
I'm saying when I say that the machines that we.,I mean the machines we use.,7,102.045,0
I'm saying when I say that the machines that we.,What I say is that machines we use.,6,103.54,0
I'm saying when I say that the machines that we.,"When I talk about machines, I'm referring to the machines that we use.",5,76.50153846153849,0
I'm saying when I say that the machines that we.,"When I mention machines, I'm talking about those that we use frequently.",4,67.75500000000001,0
I'm saying when I say that the machines that we.,I am referring to the machines we regularly use when I talk about them.,3,65.72500000000001,0
I'm saying when I say that the machines that we.,What I refer to when I mention machines is the ones that are commonly used by us.,2,80.09764705882354,0
I'm saying when I say that the machines that we.,"When I say that, I specifically mean the machines we frequently operate in our daily activities.",1,37.25750000000002,0
"Imagine in the future, all of them have some kind.|",Think of a future where everyone has it.|,1,82.39000000000001,0
"Imagine in the future, all of them have some kind.|",Envision a time when all possess it.|,2,78.87285714285717,0
"Imagine in the future, all of them have some kind.|",Picture a world where everyone has something.|,3,66.7871428571429,0
"Imagine in the future, all of them have some kind.|",Envision a future where everyone has something.|,4,42.61571428571432,1
"Imagine in the future, all of them have some kind.|",See the future where they all have some kind.|,5,103.70000000000002,0
"Imagine in the future, all of them have some kind.|",Picture a future in which everyone has some kind.|,6,75.50000000000003,0
"Imagine in the future, all of them have some kind.|","In the future, picture that everyone has it.|",7,71.81500000000001,1
"Imagine in the future, all of them have some kind.|",Think about a future where all have it.|,8,92.965,0
"Imagine in the future, all of them have some kind.|",Think about a future where all have it.|,9,92.965,1
"of emotional intelligence. But on the other side, emotions are.|",Emotional intelligence is important. Emotions are significant.|,9,-38.431785714285695,0
"of emotional intelligence. But on the other side, emotions are.|",Emotional intelligence matters. Emotions also matter.|,8,-35.90999999999997,0
"of emotional intelligence. But on the other side, emotions are.|","Understanding emotional intelligence is vital. Nonetheless, emotions play a crucial role.|",7,1.2888636363636294,0
"of emotional intelligence. But on the other side, emotions are.|","Grasping emotional intelligence is crucial. Meanwhile, emotions have significance too.|",6,-1.2799999999999727,0
"of emotional intelligence. But on the other side, emotions are.|","Knowing emotional intelligence is essential. At the same time, emotions are important.|",5,24.495000000000005,0
"of emotional intelligence. But on the other side, emotions are.|","Comprehending emotional intelligence holds importance. Simultaneously, emotions remain significant.|",4,-79.73249999999999,0
"of emotional intelligence. But on the other side, emotions are.|","Understanding the breadth of emotional intelligence is imperative. Concurrently, emotions possess worth.|",3,-10.754999999999995,0
"of emotional intelligence. But on the other side, emotions are.|","It is important to grasp the expanse of emotional intelligence. Simultaneously, emotions hold substantial weight.|",2,18.742500000000007,0
"of emotional intelligence. But on the other side, emotions are.|","Thorough comprehension of emotional intelligence is significantly important. Concurrently, emotions maintain high value.|",1,-34.03942307692304,0
"So complex, right? Even for us sometimes it's difficult to.|",It can be so complex. Even we struggle sometimes.|,2,80.06750000000002,0
"So complex, right? Even for us sometimes it's difficult to.|",So complex at times. Even we find it hard.|,3,98.8675,0
"So complex, right? Even for us sometimes it's difficult to.|",Very complex indeed. Even we sometimes find it hard.|,4,70.66750000000002,0
"So complex, right? Even for us sometimes it's difficult to.|",It's often so complicated. Even we struggle.|,5,46.1682142857143,0
"So complex, right? Even for us sometimes it's difficult to.|",So complex at times. Even we find it difficult.|,6,80.06750000000002,0
"So complex, right? Even for us sometimes it's difficult to.|",Sometimes it's so complex. Even we struggle.|,7,70.33964285714288,1
"So complex, right? Even for us sometimes it's difficult to.|",It's very complex sometimes. We even have difficulty.|,8,44.150000000000006,0
"So complex, right? Even for us sometimes it's difficult to.|","So complex, right? We sometimes find it hard.|",9,97.025,1
Know how others feel. We can grasp some information about.|,Understand their emotions. We can interpret details.|,1,34.08250000000001,0
Know how others feel. We can grasp some information about.|,Understand others' emotions. We can learn some details.|,2,54.72500000000002,0
Know how others feel. We can grasp some information about.|,Comprehend others' feelings. We can glean certain details.|,3,54.72500000000002,0
Know how others feel. We can grasp some information about.|,Grasp others' emotions. We can get a sense of information.|,4,66.40000000000003,0
Know how others feel. We can grasp some information about.|,Know how others feel. We can discern some info about them.|,5,85.88886363636365,0
Know how others feel. We can grasp some information about.|,Know others' emotions. We can gather information about it.|,6,42.46750000000003,0
Know how others feel. We can grasp some information about.|,Understand their feelings. We can get some information.|,7,54.72500000000002,0
Know how others feel. We can grasp some information about.|,Discover how others feel. We can gather some information.|,8,51.867500000000035,0
Know how others feel. We can grasp some information about.|,Know others' feelings. We can get some details.|,9,86.45000000000002,0
"The upper and emotional states of people, but it's complex.|",People's upper and emotional states are complex.|,9,42.61571428571432,0
"The upper and emotional states of people, but it's complex.|",People's emotions and upper states are complex.|,8,54.70142857142861,0
"The upper and emotional states of people, but it's complex.|",The emotional and upper states of people are quite complex.|,7,61.32500000000002,0
"The upper and emotional states of people, but it's complex.|",It is complex to understand people's upper and emotional states.|,6,44.405,0
"The upper and emotional states of people, but it's complex.|",Understanding upper and emotional states of people presents complexity.|,5,0.30000000000001137,0
"The upper and emotional states of people, but it's complex.|",There is complexity in understanding the upper and emotional states of people.|,4,32.504999999999995,0
"The upper and emotional states of people, but it's complex.|",It's complex to decipher the upper and emotional states of individuals.|,3,26.470000000000027,0
"The upper and emotional states of people, but it's complex.|",The comprehension of upper and emotional states of people is quite complex.|,2,46.60500000000002,0
"The upper and emotional states of people, but it's complex.|",Comprehending people's upper and emotional states presents a considerable complexity.|,1,-23.274999999999977,0
"The upper and emotional states of people, but it's complex.|",The understanding of the upper and emotional states of individuals is a particularly complicated matter.|,1,-0.14999999999997726,0
Sometimes to know how others feel or even how we.|,Occasionally to understand the emotions of others or our own.|,1,27.485000000000014,0
Sometimes to know how others feel or even how we.|,"From time to time, knowing how others feel or how we do.|",2,95.955,0
Sometimes to know how others feel or even how we.|,"At times, understanding others' feelings or our own.|",3,50.66500000000002,0
Sometimes to know how others feel or even how we.|,"Occasionally, to understand others' emotions or those of ourselves.|",4,19.100000000000023,0
Sometimes to know how others feel or even how we.|,"Sometimes, to know how someone else feels or how we do.|",5,95.68818181818183,0
Sometimes to know how others feel or even how we.|,"At times, to recognize others' feelings or our own.|",6,66.10000000000002,1
Sometimes to know how others feel or even how we.|,"Sometimes, knowing how others feel or we feel.|",7,82.39000000000001,0
Sometimes to know how others feel or even how we.|,"Sometimes, knowing how others feel or we do.|",8,82.39000000000001,1
Sometimes to know how others feel or even how we.|,"Sometimes, knowing others' or our feelings.|",9,45.64500000000001,0
"Feel. So how can machines do something that complex? Well,.|",Sense. How can devices manage such intricacy?||,1,46.1682142857143,0
"Feel. So how can machines do something that complex? Well,.|",How do machines handle complicated tasks?||,2,45.64500000000001,0
"Feel. So how can machines do something that complex? Well,.|",How can devices manage something so complicated?||,3,30.53000000000003,1
"Feel. So how can machines do something that complex? Well,.|",How can machines manage complicated tasks?||,4,45.64500000000001,1
"Feel. So how can machines do something that complex? Well,.|",How do machines handle very hard tasks?||,5,78.87285714285717,0
"Feel. So how can machines do something that complex? Well,.|",How can machines do complex tasks?||,6,87.94500000000002,0
"Feel. So how can machines do something that complex? Well,.|",How can machines manage complex tasks?||,7,73.84500000000001,1
"Feel. So how can machines do something that complex? Well,.|",How do machines do difficult tasks?||,8,73.84500000000001,0
"Feel. So how can machines do something that complex? Well,.|",How do machines do hard tasks?||,9,102.045,0
"the thing is that when our emotions change, there are.","our feelings shift, and things change.",9,87.94500000000002,0
"the thing is that when our emotions change, there are.","emotions shift, things follow.",8,54.72500000000002,0
"the thing is that when our emotions change, there are.","when feelings shift, change happens.",7,83.32000000000004,0
"the thing is that when our emotions change, there are.","as emotions change, it affects all.",6,73.84500000000001,0
"the thing is that when our emotions change, there are.",emotions changing leads to effects.,5,49.48000000000002,0
"the thing is that when our emotions change, there are.",changing emotions cause shifts in life.,4,73.84500000000001,0
"the thing is that when our emotions change, there are.","when emotions change, everything is affected.",3,31.545000000000016,1
"the thing is that when our emotions change, there are.",our emotions shift and changes occur in everything around us.,2,44.405,0
"the thing is that when our emotions change, there are.","it is noted that when emotions change, a series of transformations are expected to be noticed in all aspects.",1,53.97105263157897,0
a lot of things that change in our body.,Numerous changes occur in our body.,1,31.545000000000016,0
a lot of things that change in our body.,Our body undergoes various changes.,2,-1.2799999999999727,0
a lot of things that change in our body.,Our bodies experience many changes.,3,-1.2799999999999727,0
a lot of things that change in our body.,Bodies go through changes frequently.,4,49.48000000000002,1
a lot of things that change in our body.,Various changes happen in bodies.,5,32.56000000000003,0
a lot of things that change in our body.,Our body changes in many ways.,6,59.745000000000005,0
a lot of things that change in our body.,The body changes in several ways.,7,73.84500000000001,1
a lot of things that change in our body.,Our body changes a lot.,8,66.40000000000003,0
a lot of things that change in our body.,The body changes a lot.,9,83.32000000000004,0
a lot of things that change in our body.,The body changes.,1,62.79000000000002,0
"For instance, when we are nervous, usually our heart rate increases.","When nervous, heart rate goes up.",9,102.045,0
"For instance, when we are nervous, usually our heart rate increases.","When we feel nervous, our heart rate tends to rise.",8,95.165,0
"For instance, when we are nervous, usually our heart rate increases.",Nervousness often results in an increased heart rate.,7,61.24000000000001,0
"For instance, when we are nervous, usually our heart rate increases.",Feeling nervous generally boosts heart rate.,6,45.64500000000001,0
"For instance, when we are nervous, usually our heart rate increases.","When nervous, usually the heart's rate climbs.",5,66.7871428571429,0
"For instance, when we are nervous, usually our heart rate increases.","When we experience nervousness, our heart rate often rises.",4,37.900000000000034,0
"For instance, when we are nervous, usually our heart rate increases.","When people feel nervous, an increase in heart rate is typical.",3,72.61545454545457,0
"For instance, when we are nervous, usually our heart rate increases.",An increase in heart rate is usually noticed when we experience feelings of nervousness.,2,41.553571428571445,0
"For instance, when we are nervous, usually our heart rate increases.","Typically, an increased heart rate is observed in individuals who are feeling nervous.",1,43.963076923076954,0
"increases, also our respiration rate increases, we sweat, so the.|","When stress increases, our breathing rate increases, and we sweat more.|",9,64.9245454545455,0
"increases, also our respiration rate increases, we sweat, so the.|","As stress levels rise, our breath quickens, and we start to sweat.|",8,88.905,1
"increases, also our respiration rate increases, we sweat, so the.|","With increased stress, we breathe faster and sweat more.|",7,94.30000000000001,0
"increases, also our respiration rate increases, we sweat, so the.|","With heightened stress, our respiration rate and sweating increase.|",6,47.30000000000004,0
"increases, also our respiration rate increases, we sweat, so the.|","When stress goes up, we breathe faster, and sweat more.|",5,112.08500000000001,0
"increases, also our respiration rate increases, we sweat, so the.|",Higher stress makes us breathe harder and sweat more.|,4,94.30000000000001,0
"increases, also our respiration rate increases, we sweat, so the.|",Stress spikes cause more rapid breathing and increased sweating.|,3,75.50000000000003,0
"increases, also our respiration rate increases, we sweat, so the.|",Stress growth leads to heightened respiration and perspiration.|,2,40.09,0
"increases, also our respiration rate increases, we sweat, so the.|",Elevated stress results in both increased respiration and sweating.|,1,28.50000000000003,0
"increases, also our respiration rate increases, we sweat, so the.|",Increased stress impacts our breathing pace and sweat production.|,1,56.70000000000002,0
Electrodermal activity in our skin also changes.,Our skin's electrical activity shifts.,8,-1.2799999999999727,0
Our facial expression changes.,Our expressions shift.,9,34.59000000000003,0
"changes, our gaze patterns change, our pupil changes as well.","When changes occur, our gaze and pupil adjust too.",9,66.10000000000002,0
"changes, our gaze patterns change, our pupil changes as well.",Our gaze patterns and pupils change with changes.,8,71.81500000000001,0
"changes, our gaze patterns change, our pupil changes as well.",Changes affect gaze patterns and pupils in the same way.,7,78.24500000000002,1
"changes, our gaze patterns change, our pupil changes as well.","When we experience changes, our gaze patterns and pupil responses are also altered.",6,30.947692307692336,0
"changes, our gaze patterns change, our pupil changes as well.","When changes occur, our gaze patterns adapt alongside pupil changes.",5,35.94500000000002,0
"changes, our gaze patterns change, our pupil changes as well.",The occurrences of changes modify both our gaze patterns and our pupil changes.,4,37.455384615384645,0
"changes, our gaze patterns change, our pupil changes as well.","Whenever changes happen, it's reflected in modified gaze patterns and pupil changes.",3,32.504999999999995,1
"changes, our gaze patterns change, our pupil changes as well.",The aforementioned changes result in simultaneous adjustments to both gaze patterns and pupil responses.,2,17.382142857142867,0
"changes, our gaze patterns change, our pupil changes as well.","As changes occur, modifications in gaze patterns and pupil responses also reflect these changes.",1,29.467857142857156,0
"changes, our gaze patterns change, our pupil changes as well.","As features of changes emerge, they affect how gaze patterns and pupil adjustments occur.",1,53.639285714285734,0
"Our blood pressure, and we have different body postures.",Our blood pressure and body postures vary.,1,54.70142857142861,0
"Our blood pressure, and we have different body postures.",Blood pressure varies. Body postures change.,2,62.79000000000002,0
"Our blood pressure, and we have different body postures.","Our blood pressure varies, and our body postures change.",3,56.70000000000002,0
"Our blood pressure, and we have different body postures.","Our blood pressure differs, and so do our body postures.",4,52.86500000000001,0
"Our blood pressure, and we have different body postures.",We have varying blood pressure. We have different postures.,5,51.867500000000035,1
"Our blood pressure, and we have different body postures.",Blood pressure and body postures both differ.,6,66.7871428571429,1
"Our blood pressure, and we have different body postures.",Blood pressure and postures change. We are different.,7,75.87500000000001,1
"Our blood pressure, and we have different body postures.",Our body postures and blood pressure differ.,8,54.70142857142861,0
"Our blood pressure, and we have different body postures.",We have different blood pressure and also postures.,9,50.66500000000002,0
"Our blood pressure, and we have different body postures.",Blood pressure varies. Body postures vary.,1,48.690000000000026,0
Use different gestures depending on how we feel. Our voice.,We use various gestures and voices based on emotions.,1,56.70000000000002,0
Use different gestures depending on how we feel. Our voice.,We express feelings through gestures and voice.,2,78.87285714285717,0
Use different gestures depending on how we feel. Our voice.,Gestures and our voice change with emotions.,3,66.7871428571429,0
Use different gestures depending on how we feel. Our voice.,Our feelings affect the gestures and voice we use.,4,75.50000000000003,0
Use different gestures depending on how we feel. Our voice.,We alter gestures and voice sounds based on emotions.,5,75.50000000000003,0
Use different gestures depending on how we feel. Our voice.,Emotions influence the gestures and voice we exhibit.,6,40.09,0
Use different gestures depending on how we feel. Our voice.,How we feel changes the gestures and voice we use.,7,95.165,0
Use different gestures depending on how we feel. Our voice.,Voice and gestures change with our emotions.,8,66.7871428571429,0
Use different gestures depending on how we feel. Our voice.,Emotions alter our voice and gestures.,9,31.545000000000016,0
Use different gestures depending on how we feel. Our voice.,Feelings change our gestures and voice.,1,73.84500000000001,0
"Can change as well, the way we write, the way.",Always change how we write.,9,100.24000000000002,0
"Can change as well, the way we write, the way.",Writing can always change.,8,75.87500000000001,0
"Can change as well, the way we write, the way.",The way we write can change too.,7,115.13000000000002,0
"Can change as well, the way we write, the way.",The manner in which we write is subject to change.,6,95.165,0
