original_sentence,summary,level,FRE
"Even for us sometimes it's difficult to know how others feel. We can grasp some information about the upper and emotional states of people, but it's complex sometimes to know how others feel or even how we feel. So how can machines do something that complex? Well, the thing is that when our emotions change, there are a lot of things that change in our body. So for instance, when we are nervous, usually our heart rate increases, also our respiration rate increases, we sweat, so the electrodermal activity in our skin also changes. Our facial expression changes, our gaze patterns change, our pupil changes as well, our blood pressure, and we have different body postures.","It's hard to know feelings. Emotional clues exist, but it's tricky. How do machines manage it? Emotions change body signals: heart, breathing, sweat, facial expressions, gaze, pupils, blood pressure, and posture shift.",9,58.596250000000026
"Even for us sometimes it's difficult to know how others feel. We can grasp some information about the upper and emotional states of people, but it's complex sometimes to know how others feel or even how we feel. So how can machines do something that complex? Well, the thing is that when our emotions change, there are a lot of things that change in our body. So for instance, when we are nervous, usually our heart rate increases, also our respiration rate increases, we sweat, so the electrodermal activity in our skin also changes. Our facial expression changes, our gaze patterns change, our pupil changes as well, our blood pressure, and we have different body postures.","Knowing feelings is hard. Emotional clues are tricky. How do machines manage them? Emotions change body signals: heart, breathing, sweat, facial expressions, gaze, pupils, blood pressure, and posture shift.",1,59.44866379310349
"We use different gestures depending on how we feel. Our voice can change as well, the way we write, the way we type in our phones, for instance. So there are a lot of signals that change with our emotions. So what we can do is all of these signals can be captured with different types of sensors. And then we capture these signals, and if we have data, label data with emotions, What we can do is we can try to find patterns in these signals that correlate with emotions and develop machine learning algorithms or systems that can recognize the emotions using this type of information. The same way we process other type of information.","Gestures vary with emotions. Voice, writing, and typing patterns change. Sensors capture these signals. Labeled data helps find emotion patterns, enabling algorithms to detect emotions.",9,34.675250000000034
"We use different gestures depending on how we feel. Our voice can change as well, the way we write, the way we type in our phones, for instance. So there are a lot of signals that change with our emotions. So what we can do is all of these signals can be captured with different types of sensors. And then we capture these signals, and if we have data, label data with emotions, What we can do is we can try to find patterns in these signals that correlate with emotions and develop machine learning algorithms or systems that can recognize the emotions using this type of information. The same way we process other type of information.","Emotions alter gestures, voice, writing, and typing. Sensors capture these signals, and labeled data aids in identifying patterns for emotion detection algorithms.",8,18.77909090909094
"We use different gestures depending on how we feel. Our voice can change as well, the way we write, the way we type in our phones, for instance. So there are a lot of signals that change with our emotions. So what we can do is all of these signals can be captured with different types of sensors. And then we capture these signals, and if we have data, label data with emotions, What we can do is we can try to find patterns in these signals that correlate with emotions and develop machine learning algorithms or systems that can recognize the emotions using this type of information. The same way we process other type of information.","We show emotions in gestures, voice, and writing. Sensors can capture these signals and labeled data helps detect emotion patterns for algorithms.",7,45.69727272727275
"We use different gestures depending on how we feel. Our voice can change as well, the way we write, the way we type in our phones, for instance. So there are a lot of signals that change with our emotions. So what we can do is all of these signals can be captured with different types of sensors. And then we capture these signals, and if we have data, label data with emotions, What we can do is we can try to find patterns in these signals that correlate with emotions and develop machine learning algorithms or systems that can recognize the emotions using this type of information. The same way we process other type of information.","Gestures, voice, and writing show how we feel. Sensors capture these signals. Labeled data finds emotion patterns, aiding detection by algorithms.",6,46.64428571428573
"We use different gestures depending on how we feel. Our voice can change as well, the way we write, the way we type in our phones, for instance. So there are a lot of signals that change with our emotions. So what we can do is all of these signals can be captured with different types of sensors. And then we capture these signals, and if we have data, label data with emotions, What we can do is we can try to find patterns in these signals that correlate with emotions and develop machine learning algorithms or systems that can recognize the emotions using this type of information. The same way we process other type of information.","Emotions change our gestures, voice, and writing. Sensors capture these signals. Labeled data helps find emotion patterns, and algorithms detect these emotions.",5,41.72803030303032
"We use different gestures depending on how we feel. Our voice can change as well, the way we write, the way we type in our phones, for instance. So there are a lot of signals that change with our emotions. So what we can do is all of these signals can be captured with different types of sensors. And then we capture these signals, and if we have data, label data with emotions, What we can do is we can try to find patterns in these signals that correlate with emotions and develop machine learning algorithms or systems that can recognize the emotions using this type of information. The same way we process other type of information.","Our gestures, voice, and writing change with emotions. These signals are captured by sensors. Labeled data is used to find patterns, enabling algorithms to detect emotions.",4,51.61525641025645
"We use different gestures depending on how we feel. Our voice can change as well, the way we write, the way we type in our phones, for instance. So there are a lot of signals that change with our emotions. So what we can do is all of these signals can be captured with different types of sensors. And then we capture these signals, and if we have data, label data with emotions, What we can do is we can try to find patterns in these signals that correlate with emotions and develop machine learning algorithms or systems that can recognize the emotions using this type of information. The same way we process other type of information.","Our emotions alter gestures, voice, and writing styles. Sensors can capture these signals, and the labeled data allows patterns to be found that help develop algorithms for emotion recognition.",3,40.42094827586209
"We use different gestures depending on how we feel. Our voice can change as well, the way we write, the way we type in our phones, for instance. So there are a lot of signals that change with our emotions. So what we can do is all of these signals can be captured with different types of sensors. And then we capture these signals, and if we have data, label data with emotions, What we can do is we can try to find patterns in these signals that correlate with emotions and develop machine learning algorithms or systems that can recognize the emotions using this type of information. The same way we process other type of information.","Various gestures, voice tones, and writing styles vary based on emotions. Sensors can capture these changes. When signals are labeled with their respective emotions, patterns can be identified, allowing development of algorithms that recognize emotions.",2,30.627619047619078
"We use different gestures depending on how we feel. Our voice can change as well, the way we write, the way we type in our phones, for instance. So there are a lot of signals that change with our emotions. So what we can do is all of these signals can be captured with different types of sensors. And then we capture these signals, and if we have data, label data with emotions, What we can do is we can try to find patterns in these signals that correlate with emotions and develop machine learning algorithms or systems that can recognize the emotions using this type of information. The same way we process other type of information.","Gestures, voice pitch, and writing habits shift with emotional state. By capturing these signals with sensors, labeled emotional data aids in discovering correlating patterns, facilitating the creation of machine learning algorithms to identify emotions.",1,7.938823529411792
"I'm going to focus first on the, so I'm going to talk about some examples of how can we capture this emotional information. And I'm going to start with vision modality, which is one of my areas of expertise. So visual modality, cameras. What has been done so far for recognizing emotions from information captured by cameras? Any idea? What's the most popular research from a computer vision perspective to recognize emotions?|","I will discuss capturing emotional data, starting with vision modality which is my expertise. What research exists in recognizing emotions through cameras? Any idea on popular techniques?|",1,22.233333333333377
"I'm going to focus first on the, so I'm going to talk about some examples of how can we capture this emotional information. And I'm going to start with vision modality, which is one of my areas of expertise. So visual modality, cameras. What has been done so far for recognizing emotions from information captured by cameras? Any idea? What's the most popular research from a computer vision perspective to recognize emotions?|","I will discuss emotional data, starting with cameras. What techniques are used to recognize emotions through cameras?|",2,38.960441176470624
"I'm going to focus first on the, so I'm going to talk about some examples of how can we capture this emotional information. And I'm going to start with vision modality, which is one of my areas of expertise. So visual modality, cameras. What has been done so far for recognizing emotions from information captured by cameras? Any idea? What's the most popular research from a computer vision perspective to recognize emotions?|",I will discuss capturing emotions through cameras. Which research is popular for this in computer vision?|,3,45.377500000000026
"I'm going to focus first on the, so I'm going to talk about some examples of how can we capture this emotional information. And I'm going to start with vision modality, which is one of my areas of expertise. So visual modality, cameras. What has been done so far for recognizing emotions from information captured by cameras? Any idea? What's the most popular research from a computer vision perspective to recognize emotions?|",Let's discuss capturing emotions using cameras. What popular computer vision research exists on this?|,4,24.487142857142885
"I'm going to focus first on the, so I'm going to talk about some examples of how can we capture this emotional information. And I'm going to start with vision modality, which is one of my areas of expertise. So visual modality, cameras. What has been done so far for recognizing emotions from information captured by cameras? Any idea? What's the most popular research from a computer vision perspective to recognize emotions?|",Let's explore how cameras capture emotions. What known computer vision techniques achieve this?|,5,31.037500000000023
"I'm going to focus first on the, so I'm going to talk about some examples of how can we capture this emotional information. And I'm going to start with vision modality, which is one of my areas of expertise. So visual modality, cameras. What has been done so far for recognizing emotions from information captured by cameras? Any idea? What's the most popular research from a computer vision perspective to recognize emotions?|",How do cameras detect emotions? Which computer vision research is popular in this field?|,6,48.65857142857146
"I'm going to focus first on the, so I'm going to talk about some examples of how can we capture this emotional information. And I'm going to start with vision modality, which is one of my areas of expertise. So visual modality, cameras. What has been done so far for recognizing emotions from information captured by cameras? Any idea? What's the most popular research from a computer vision perspective to recognize emotions?|",How do cameras capture emotions? Which research in computer vision is most popular?|,7,44.05288461538464
"I'm going to focus first on the, so I'm going to talk about some examples of how can we capture this emotional information. And I'm going to start with vision modality, which is one of my areas of expertise. So visual modality, cameras. What has been done so far for recognizing emotions from information captured by cameras? Any idea? What's the most popular research from a computer vision perspective to recognize emotions?|",How do cameras read emotions? What's the top research on this in computer vision?|,8,60.74428571428575
"I'm going to focus first on the, so I'm going to talk about some examples of how can we capture this emotional information. And I'm going to start with vision modality, which is one of my areas of expertise. So visual modality, cameras. What has been done so far for recognizing emotions from information captured by cameras? Any idea? What's the most popular research from a computer vision perspective to recognize emotions?|",How do cameras read emotions? What's the leading research on this in computer vision?|,9,54.70142857142861
"I'm going to focus first on the, so I'm going to talk about some examples of how can we capture this emotional information. And I'm going to start with vision modality, which is one of my areas of expertise. So visual modality, cameras. What has been done so far for recognizing emotions from information captured by cameras? Any idea? What's the most popular research from a computer vision perspective to recognize emotions?|",How do cameras read feelings? What's the leading research on this in computer vision?|,1,60.74428571428575
"So facial expression is actually the most common approach to recognize emotions. So when I was doing my PhD, I finished like 10 years ago now. And this was a completely unsolved problem. So I was working a little bit in this type of software, trying to recognize key points in the faces, working with images acquired under controlled environments, and nothing was working by then. So now after 10 years, we have these softwares that work very well in recognizing some of the key points on your face, tracking these key points, and doing some matching between the emotions, so the expressions that are observed and the possible emotions that they are expressing. This is an example of a commercial software from a company called Affectiva, where you see that the software detects your key points, analyzes the configuration, and makes some kind of correspondence between this expression and the possible emotion that you are expressing with the facial expression.","Facial expressions are key to recognizing emotions. Years ago, during my PhD, this was unsolved. I worked on software for recognizing facial points under controlled conditions, but it failed. Now, after 10 years, software can accurately recognize and track facial points to match expressions with emotions. Affectiva's commercial software detects, analyzes, and correlates facial points with emotions.",9,39.42189473684212
"So facial expression is actually the most common approach to recognize emotions. So when I was doing my PhD, I finished like 10 years ago now. And this was a completely unsolved problem. So I was working a little bit in this type of software, trying to recognize key points in the faces, working with images acquired under controlled environments, and nothing was working by then. So now after 10 years, we have these softwares that work very well in recognizing some of the key points on your face, tracking these key points, and doing some matching between the emotions, so the expressions that are observed and the possible emotions that they are expressing. This is an example of a commercial software from a company called Affectiva, where you see that the software detects your key points, analyzes the configuration, and makes some kind of correspondence between this expression and the possible emotion that you are expressing with the facial expression.","Facial expressions are the main method to identify emotions. A decade ago, during my PhD, the problem was unsolved. I worked on recognizing facial points in controlled images, but it failed. Now, software tracks and matches facial points with emotions effectively. Affectiva's software detects points, analyzes them, and relates expressions to emotions.",8,40.09438461538463
"So facial expression is actually the most common approach to recognize emotions. So when I was doing my PhD, I finished like 10 years ago now. And this was a completely unsolved problem. So I was working a little bit in this type of software, trying to recognize key points in the faces, working with images acquired under controlled environments, and nothing was working by then. So now after 10 years, we have these softwares that work very well in recognizing some of the key points on your face, tracking these key points, and doing some matching between the emotions, so the expressions that are observed and the possible emotions that they are expressing. This is an example of a commercial software from a company called Affectiva, where you see that the software detects your key points, analyzes the configuration, and makes some kind of correspondence between this expression and the possible emotion that you are expressing with the facial expression.","Recognizing emotions through facial expression is common. Ten years ago, during my PhD, this was unsolved. I worked on facial recognition software in controlled settings, but it failed. Today, software accurately tracks facial points and connects expressions to emotions. Affectiva's commercial software does this effectively.",7,39.78000000000003
"So facial expression is actually the most common approach to recognize emotions. So when I was doing my PhD, I finished like 10 years ago now. And this was a completely unsolved problem. So I was working a little bit in this type of software, trying to recognize key points in the faces, working with images acquired under controlled environments, and nothing was working by then. So now after 10 years, we have these softwares that work very well in recognizing some of the key points on your face, tracking these key points, and doing some matching between the emotions, so the expressions that are observed and the possible emotions that they are expressing. This is an example of a commercial software from a company called Affectiva, where you see that the software detects your key points, analyzes the configuration, and makes some kind of correspondence between this expression and the possible emotion that you are expressing with the facial expression.","Facial expressions are the main way to recognize emotions. During my PhD ten years ago, it was unsolved. I worked on software for facial points, but it failed. Now, software matches facial points to emotions well. Affectiva's software detects and analyzes facial points to relate them to emotions.",6,57.853500000000025
"So facial expression is actually the most common approach to recognize emotions. So when I was doing my PhD, I finished like 10 years ago now. And this was a completely unsolved problem. So I was working a little bit in this type of software, trying to recognize key points in the faces, working with images acquired under controlled environments, and nothing was working by then. So now after 10 years, we have these softwares that work very well in recognizing some of the key points on your face, tracking these key points, and doing some matching between the emotions, so the expressions that are observed and the possible emotions that they are expressing. This is an example of a commercial software from a company called Affectiva, where you see that the software detects your key points, analyzes the configuration, and makes some kind of correspondence between this expression and the possible emotion that you are expressing with the facial expression.","Recognizing emotions through facial expressions is common. A decade ago, during my PhD, it was unsolved. I worked on identifying key facial points in controlled environments, but the software failed. Now, programs effectively match facial points to emotions. Affectiva's commercial software detects and analyzes facial points to relate them to emotions.",5,37.23494117647061
"So facial expression is actually the most common approach to recognize emotions. So when I was doing my PhD, I finished like 10 years ago now. And this was a completely unsolved problem. So I was working a little bit in this type of software, trying to recognize key points in the faces, working with images acquired under controlled environments, and nothing was working by then. So now after 10 years, we have these softwares that work very well in recognizing some of the key points on your face, tracking these key points, and doing some matching between the emotions, so the expressions that are observed and the possible emotions that they are expressing. This is an example of a commercial software from a company called Affectiva, where you see that the software detects your key points, analyzes the configuration, and makes some kind of correspondence between this expression and the possible emotion that you are expressing with the facial expression.","Recognizing emotions through facial expressions is common now. A decade ago, during my PhD, it was unsolved. I worked on recognizing key facial points in controlled conditions, but it failed. Today, software effectively matches these points to emotions. Affectiva's commercial software detects and analyzes facial points to relate them to emotions.",4,40.55258823529414
"So facial expression is actually the most common approach to recognize emotions. So when I was doing my PhD, I finished like 10 years ago now. And this was a completely unsolved problem. So I was working a little bit in this type of software, trying to recognize key points in the faces, working with images acquired under controlled environments, and nothing was working by then. So now after 10 years, we have these softwares that work very well in recognizing some of the key points on your face, tracking these key points, and doing some matching between the emotions, so the expressions that are observed and the possible emotions that they are expressing. This is an example of a commercial software from a company called Affectiva, where you see that the software detects your key points, analyzes the configuration, and makes some kind of correspondence between this expression and the possible emotion that you are expressing with the facial expression.","Facial expressions are crucial for noticing emotions. A decade ago, during my PhD, this issue was unsolved. I worked on recognizing key facial points in controlled environments, but the software failed. Now, programs effectively match facial points to emotions. Affectiva's software detects and analyzes facial points, relating them to emotions.",3,39.32900000000001
"So facial expression is actually the most common approach to recognize emotions. So when I was doing my PhD, I finished like 10 years ago now. And this was a completely unsolved problem. So I was working a little bit in this type of software, trying to recognize key points in the faces, working with images acquired under controlled environments, and nothing was working by then. So now after 10 years, we have these softwares that work very well in recognizing some of the key points on your face, tracking these key points, and doing some matching between the emotions, so the expressions that are observed and the possible emotions that they are expressing. This is an example of a commercial software from a company called Affectiva, where you see that the software detects your key points, analyzes the configuration, and makes some kind of correspondence between this expression and the possible emotion that you are expressing with the facial expression.","Facial expressions help recognize emotions. Ten years ago, during my PhD, it was unsolved. I worked on recognizing facial points in controlled environments, but the software failed. Now, software effectively matches facial points to emotions. Affectiva's software detects and relates these points to emotions.",2,42.16209090909095
"So facial expression is actually the most common approach to recognize emotions. So when I was doing my PhD, I finished like 10 years ago now. And this was a completely unsolved problem. So I was working a little bit in this type of software, trying to recognize key points in the faces, working with images acquired under controlled environments, and nothing was working by then. So now after 10 years, we have these softwares that work very well in recognizing some of the key points on your face, tracking these key points, and doing some matching between the emotions, so the expressions that are observed and the possible emotions that they are expressing. This is an example of a commercial software from a company called Affectiva, where you see that the software detects your key points, analyzes the configuration, and makes some kind of correspondence between this expression and the possible emotion that you are expressing with the facial expression.","Facial expressions are used to recognize emotions. Ten years ago, during my PhD, the problem was unsolved. I worked on recognizing key facial points, but the software did not work. Now, software effectively matches facial points to emotions. Affectiva's software detects and relates points to emotions.",1,50.366565217391326
"So facial expression is actually the most common approach to recognize emotions. So when I was doing my PhD, I finished like 10 years ago now. And this was a completely unsolved problem. So I was working a little bit in this type of software, trying to recognize key points in the faces, working with images acquired under controlled environments, and nothing was working by then. So now after 10 years, we have these softwares that work very well in recognizing some of the key points on your face, tracking these key points, and doing some matching between the emotions, so the expressions that are observed and the possible emotions that they are expressing. This is an example of a commercial software from a company called Affectiva, where you see that the software detects your key points, analyzes the configuration, and makes some kind of correspondence between this expression and the possible emotion that you are expressing with the facial expression.","People use facial expressions to recognize emotions. A decade ago, this problem was not solved in my PhD. The software to identify key facial points didn't work. Now, software identifies facial points and links them to emotions effectively. Affectiva's software does this very well.",1,49.85300000000004
"This software works very well, so it's very well at detecting the patterns, it's very while detecting the key points, it's complicated to associate the correct emotion to an expression, a phase expression, but it works pretty well in some applications.","The software works well at detecting patterns and key points, but associating emotions to expressions is complicated. It works in some applications.",9,45.69727272727275
"It's being used for test users, for instance, but the problem of this software is that it does not work in the wild.",The software is used for test users but fails in real-world scenarios.,9,67.75500000000001
So we would like to have machines that can recognize emotions in any condition.,We want machines to recognize emotions in any condition.,9,37.900000000000034
"So, if we go back to this image that I showed you before, what happens when we run this type of software here?",What happens when we run this type of software on the image I've shown before?,8,78.81000000000003
"So if we run this type of commercial software, we can detect very well the face of this woman, we can detect the key points, and the software is answering in this case that this woman is feeling happiness because it detects a smile with a strong confidence, it detects attention.","Running commercial software, it detects a woman's face and key points. It claims she is happy due to her smile and detects attention confidently.",4,60.70500000000001
"I don't know exactly how this detection of attention works here, but actually it's pretty accurate.","The detection of attention is unclear, but it is accurate.",9,52.86500000000001
"This software works very well, so it's very well at detecting the patterns, it's very while detecting the key points, it's complicated to associate the correct emotion to an expression, a phase expression, but it works pretty well in some applications.",The software efficiently detects patterns and key points but struggles with emotions in expressions.,5,41.553571428571445
"It's being used for test users, for instance, but the problem of this software is that it does not work in the wild.","The software is used by test users, but it fails in natural conditions.",5,69.99384615384618
So we would like to have machines that can recognize emotions in any condition.,We want machines that recognize emotions in any situation.,7,28.50000000000003
"So, if we go back to this image that I showed you before, what happens when we run this type of software here?","Refer to the image shown earlier, what results from running this software?",5,67.75500000000001
"But what happens with him? So what happens with him is that the system is not working. So here we have a problem and it's all the key points of the face are not actually visible. So we have strong occlusions and highlights because of the glasses of the person. And also we have a profile view, so it's not a frontal view anymore where everything is visible, right? So this type of software, when you run them in open environments, you face that when you have nonfrontal faces and partial occlusions, they might not work as well as we would like.|","The system isn't functioning because key facial points aren't visible. Glasses cause strong occlusions and highlights, plus we have a profile view. The software struggles with nonfrontal faces and partial occlusions in open environments.|",1,46.037549019607866
"But what happens with him? So what happens with him is that the system is not working. So here we have a problem and it's all the key points of the face are not actually visible. So we have strong occlusions and highlights because of the glasses of the person. And also we have a profile view, so it's not a frontal view anymore where everything is visible, right? So this type of software, when you run them in open environments, you face that when you have nonfrontal faces and partial occlusions, they might not work as well as we would like.|","The system isn't working due to occlusions from glasses and profile view, making key facial points invisible. Nonfrontal faces and occlusions cause failure in open environments.|",2,37.455384615384645
"But what happens with him? So what happens with him is that the system is not working. So here we have a problem and it's all the key points of the face are not actually visible. So we have strong occlusions and highlights because of the glasses of the person. And also we have a profile view, so it's not a frontal view anymore where everything is visible, right? So this type of software, when you run them in open environments, you face that when you have nonfrontal faces and partial occlusions, they might not work as well as we would like.|","Occlusions and profile view hinder the system, making key facial points invisible. Software struggles with nonfrontal faces in open settings.|",3,40.17500000000001
"But what happens with him? So what happens with him is that the system is not working. So here we have a problem and it's all the key points of the face are not actually visible. So we have strong occlusions and highlights because of the glasses of the person. And also we have a profile view, so it's not a frontal view anymore where everything is visible, right? So this type of software, when you run them in open environments, you face that when you have nonfrontal faces and partial occlusions, they might not work as well as we would like.|",Glasses and profile views cause system issues by hiding facial points. Software fails with nonfrontal faces in open areas.|,4,59.16092105263158
"But what happens with him? So what happens with him is that the system is not working. So here we have a problem and it's all the key points of the face are not actually visible. So we have strong occlusions and highlights because of the glasses of the person. And also we have a profile view, so it's not a frontal view anymore where everything is visible, right? So this type of software, when you run them in open environments, you face that when you have nonfrontal faces and partial occlusions, they might not work as well as we would like.|",The system fails when glasses and nonfrontal views hide facial points. It doesn't work well with occlusions in open areas.|,5,69.78500000000001
"But what happens with him? So what happens with him is that the system is not working. So here we have a problem and it's all the key points of the face are not actually visible. So we have strong occlusions and highlights because of the glasses of the person. And also we have a profile view, so it's not a frontal view anymore where everything is visible, right? So this type of software, when you run them in open environments, you face that when you have nonfrontal faces and partial occlusions, they might not work as well as we would like.|","Glasses and profile views hide facial points, causing system failure.|",6,61.32500000000002
"But what happens with him? So what happens with him is that the system is not working. So here we have a problem and it's all the key points of the face are not actually visible. So we have strong occlusions and highlights because of the glasses of the person. And also we have a profile view, so it's not a frontal view anymore where everything is visible, right? So this type of software, when you run them in open environments, you face that when you have nonfrontal faces and partial occlusions, they might not work as well as we would like.|",System fails due to glasses and profile views.|,7,82.39000000000001
"But what happens with him? So what happens with him is that the system is not working. So here we have a problem and it's all the key points of the face are not actually visible. So we have strong occlusions and highlights because of the glasses of the person. And also we have a profile view, so it's not a frontal view anymore where everything is visible, right? So this type of software, when you run them in open environments, you face that when you have nonfrontal faces and partial occlusions, they might not work as well as we would like.|",Glasses and profile views cause system errors.|,8,66.7871428571429
"But what happens with him? So what happens with him is that the system is not working. So here we have a problem and it's all the key points of the face are not actually visible. So we have strong occlusions and highlights because of the glasses of the person. And also we have a profile view, so it's not a frontal view anymore where everything is visible, right? So this type of software, when you run them in open environments, you face that when you have nonfrontal faces and partial occlusions, they might not work as well as we would like.|",System fails.|,9,77.90500000000002
"More problems. So here we have another example. Here is a face. If we run the software, it says, you see surprise. The mouth is open. So it's detecting perfectly well a very prototypical expression of surprise.|","Another problem arises with a face example. Running the software shows surprise with an open mouth, detecting surprise perfectly.",1,41.350394736842105
"More problems. So here we have another example. Here is a face. If we run the software, it says, you see surprise. The mouth is open. So it's detecting perfectly well a very prototypical expression of surprise.|",Another example of problems: the software detects a face's surprise with perfect accuracy.,2,24.440000000000026
"More problems. So here we have another example. Here is a face. If we run the software, it says, you see surprise. The mouth is open. So it's detecting perfectly well a very prototypical expression of surprise.|","There are more problems, like this face example. The software detects an open mouth indicating surprise correctly.",3,58.8663235294118
"More problems. So here we have another example. Here is a face. If we run the software, it says, you see surprise. The mouth is open. So it's detecting perfectly well a very prototypical expression of surprise.|",Another example shows a face. The software identifies the surprise shown by an open mouth accurately.,4,50.66500000000002
"More problems. So here we have another example. Here is a face. If we run the software, it says, you see surprise. The mouth is open. So it's detecting perfectly well a very prototypical expression of surprise.|",We meet another problem: a face example. The software perfectly detects the surprise with the mouth open.,5,58.8663235294118
"More problems. So here we have another example. Here is a face. If we run the software, it says, you see surprise. The mouth is open. So it's detecting perfectly well a very prototypical expression of surprise.|",Here's another example: a face. The software sees surprise and detects the open mouth perfectly.,6,52.58250000000001
"More problems. So here we have another example. Here is a face. If we run the software, it says, you see surprise. The mouth is open. So it's detecting perfectly well a very prototypical expression of surprise.|","One more example: a face. The software detects surprise accurately, observing an open mouth.",7,54.70142857142861
"More problems. So here we have another example. Here is a face. If we run the software, it says, you see surprise. The mouth is open. So it's detecting perfectly well a very prototypical expression of surprise.|",Here's another example where the software detects a face's surprise expression perfectly.,8,18.405
"More problems. So here we have another example. Here is a face. If we run the software, it says, you see surprise. The mouth is open. So it's detecting perfectly well a very prototypical expression of surprise.|",The software detects surprise in a face accurately. The mouth is open.,9,73.84500000000001
"But when we look at the context, we realize that it's not surprise, right?",Examining context shows it's not surprising.,9,17.44500000000002
"So the thing is that this kit, we see a facial expression here but has nothing to do with the emotion, it's related to the action he is performing.","This face shows the action, not emotion.",7,78.87285714285717
So some of our facial expressions have nothing to do with our emotions but with other things.,Some expressions aren't linked to emotions.,6,45.64500000000001
"For instance, when you talk, you change a lot your facial expression.",Talking changes your facial expressions.,8,32.56000000000003
It has nothing to do with your emotion.,It’s not about emotion.,9,54.72500000000002
And another difficulty is giving the correct emotional meaning to an isolated facial expression.,It’s hard to read an isolated face.,5,78.87285714285717
"ut when we look at the context, we realize that it's not surprise, right?",Context shows it's not surprising.,7,49.48000000000002
"o the thing is that this kit, we see a facial expression here but has nothing to do with the emotion, it's related to the action he is performing.","The face shows action, not emotion.",8,73.84500000000001
o some of our facial expressions have nothing to do with our emotions but with other things.,"Some faces show actions, not feeling.",4,73.84500000000001
"or instance, when you talk, you change a lot your facial expression.",Talking changes your facial movements.,7,32.56000000000003
"So I'm going to show you some examples of experiments that were performed by psychologists that were studying what's the level of agreement in giving an emotional label to a specific facial expression, like here.",Let me show you some experiments by psychologists studying agreement on labeling emotions to facial expressions.,9,21.39500000000001
"So here we see clearly a facial expression, but if I ask you, what's this facial expression communicating? Well, you might think maybe anger, maybe contempt, this gas fear.","We see a facial expression; you might guess it indicates anger, contempt, or fear.",8,59.68214285714288
"So usually people agree that this is a negative, valence emotion, but it's not clear what category.","People agree this expression shows a negative emotion, but the category is unclear.",7,30.947692307692336
"The thing is that if I give you some context suddenly, we probably will agree that this is disgust and this is what happens.","Given context, we likely agree the face shows disgust.",6,66.10000000000002
People agree here that the face is disgust.,Everyone agrees the face shows disgust.,9,59.745000000000005
"But if you give you a different context, then people strongly agree that this is anger. So they have a lot of examples and they run a lot of experiments in using the exact same facial expression in different contexts. And they realize that the context strongly influences the way we perceive emotions. So this is the motivation of one of the projects I'm working on that started here in Barcelona and now I'm still working on it in collaboration with the effective computing group at MIT media lab and the idea behind this project is okay, we know there's a lot of information in the face, that's true, but for developing machines that accurately recognize emotions, we can just rely on the face. We need to understand the context of the person and in particularly we are working in the scene context, in the situation of the person. And the interesting thing of working in this type of context is that suddenly you can say much more about the emotion.","In different contexts, the same facial expression can indicate anger. Examples and experiments show context influences emotion perception. This project started in Barcelona and continues with MIT. Machines must consider the context to recognize emotions accurately. Collaborators study scene context to better understand emotions.",9,19.089363636363657
"But if you give you a different context, then people strongly agree that this is anger. So they have a lot of examples and they run a lot of experiments in using the exact same facial expression in different contexts. And they realize that the context strongly influences the way we perceive emotions. So this is the motivation of one of the projects I'm working on that started here in Barcelona and now I'm still working on it in collaboration with the effective computing group at MIT media lab and the idea behind this project is okay, we know there's a lot of information in the face, that's true, but for developing machines that accurately recognize emotions, we can just rely on the face. We need to understand the context of the person and in particularly we are working in the scene context, in the situation of the person. And the interesting thing of working in this type of context is that suddenly you can say much more about the emotion.","The emotion perceived can change with context, even if the facial expression is the same. This inspired a project in Barcelona, now continuing with MIT, to create machines that look at the context to read emotions. They especially focus on the scene context.",8,58.5006201550388
"But if you give you a different context, then people strongly agree that this is anger. So they have a lot of examples and they run a lot of experiments in using the exact same facial expression in different contexts. And they realize that the context strongly influences the way we perceive emotions. So this is the motivation of one of the projects I'm working on that started here in Barcelona and now I'm still working on it in collaboration with the effective computing group at MIT media lab and the idea behind this project is okay, we know there's a lot of information in the face, that's true, but for developing machines that accurately recognize emotions, we can just rely on the face. We need to understand the context of the person and in particularly we are working in the scene context, in the situation of the person. And the interesting thing of working in this type of context is that suddenly you can say much more about the emotion.","Same facial expression means anger in another context. Researchers use examples and experiments showing context determines emotion perception. This motivated a project from Barcelona to MIT, aiming to make machines recognize emotions by understanding context, especially scene context.",7,11.420438596491266
"But if you give you a different context, then people strongly agree that this is anger. So they have a lot of examples and they run a lot of experiments in using the exact same facial expression in different contexts. And they realize that the context strongly influences the way we perceive emotions. So this is the motivation of one of the projects I'm working on that started here in Barcelona and now I'm still working on it in collaboration with the effective computing group at MIT media lab and the idea behind this project is okay, we know there's a lot of information in the face, that's true, but for developing machines that accurately recognize emotions, we can just rely on the face. We need to understand the context of the person and in particularly we are working in the scene context, in the situation of the person. And the interesting thing of working in this type of context is that suddenly you can say much more about the emotion.","The way emotions are perceived changes with context. Experimenting with the same facial expression in different situations shows this. This inspired a project, now involving MIT, aiming to develop machines that recognize emotions by also considering context.",6,34.26261261261263
