original_sentence,summary,level,FRE,performance
"dropped a paper and some open source code in a forum on an email list and said, hey, I have.|","Shared paper and code on a forum, mentioning, ""hey, I have something"".|",3,74.805,0
what we can do is all of these signals can be captured with different types of sensors. And then we.|,Different sensors can capture all these signals.|,7,54.70142857142861,0
what we can do is all of these signals can be captured with different types of sensors. And then we.|,We capture these signals using various types of sensors.|,6,56.70000000000002,0
what we can do is all of these signals can be captured with different types of sensors. And then we.|,"These signals can be captured with various sensors, then processed.|",5,52.86500000000001,1
what we can do is all of these signals can be captured with different types of sensors. And then we.|,Signals are captured using multiple sensor types for further processing.|,4,44.405,1
what we can do is all of these signals can be captured with different types of sensors. And then we.|,"We capture various signals using multiple types of sensors, followed by subsequent steps.|",3,37.455384615384645,1
what we can do is all of these signals can be captured with different types of sensors. And then we.|,"A variety of sensors capture different signals, which are then processed in subsequent actions.|",2,35.5107142857143,0
what we can do is all of these signals can be captured with different types of sensors. And then we.|,We first capture various signals using different types of sensors; then these signals are subjected to further processing.|,1,42.86500000000001,0
"capture these signals, and if we have data, label data with emotions, What we can do is we can try.|","Detect the signals, then label the data with emotions and make attempts.|",1,60.70500000000001,0
"capture these signals, and if we have data, label data with emotions, What we can do is we can try.|",Detect signals and label the data with emotions to attempt actions.|,2,49.54272727272729,0
"capture these signals, and if we have data, label data with emotions, What we can do is we can try.|","Capture signals, label data with emotions, and try actions.|",3,47.30000000000004,0
"capture these signals, and if we have data, label data with emotions, What we can do is we can try.|","Capture signals, label emotions data, and try actions.|",4,40.09,1
"capture these signals, and if we have data, label data with emotions, What we can do is we can try.|","Capture signals, label data with emotions, try actions.|",5,40.09,0
"capture these signals, and if we have data, label data with emotions, What we can do is we can try.|","Capture signals, label emotions data, and try.|",6,42.61571428571432,0
"capture these signals, and if we have data, label data with emotions, What we can do is we can try.|","Capture signals, label data, and try.|",7,59.745000000000005,0
"capture these signals, and if we have data, label data with emotions, What we can do is we can try.|","Detect signals, label data, try.|",8,49.48000000000002,0
"capture these signals, and if we have data, label data with emotions, What we can do is we can try.|","Capture signals, label data, try.|",9,49.48000000000002,0
"capture these signals, and if we have data, label data with emotions, What we can do is we can try.|","Capture signals, label data, try.|",1,49.48000000000002,0
to find patterns in these signals that correlate with emotions and develop machine learning algorithms or systems that can recognize\.|,To identify patterns in signals related to emotions and create algorithms to recognize them.\.|,1,24.487142857142885,0
to find patterns in these signals that correlate with emotions and develop machine learning algorithms or systems that can recognize\.|,Developing systems to find emotion patterns in signals and recognizing them via algorithms.\.|,2,24.529807692307713,1
to find patterns in these signals that correlate with emotions and develop machine learning algorithms or systems that can recognize\.|,"Finding patterns correlating with emotions in signals, then creating algorithms to recognize them.\.|",3,18.022115384615404,0
to find patterns in these signals that correlate with emotions and develop machine learning algorithms or systems that can recognize\.|,Find patterns in signals related to emotions and create algorithms to recognize them.\.|,6,37.54519230769233,0
to find patterns in these signals that correlate with emotions and develop machine learning algorithms or systems that can recognize\.|,Detect patterns in signals tied to emotions and make algorithms for recognition.\.|,8,38.595,0
to find patterns in these signals that correlate with emotions and develop machine learning algorithms or systems that can recognize\.|,Find emotional patterns in signals and develop recognition algorithms.\.|,9,4.867500000000007,0
the emotions using this type of information. The same way we process other type of information. I'm going to focus.|,Decoding emotions with such data is similar to how we process other information.|,1,30.947692307692336,0
the emotions using this type of information. The same way we process other type of information. I'm going to focus.|,Analyzing emotions with this info is akin to handling other info.|,2,34.160909090909115,0
the emotions using this type of information. The same way we process other type of information. I'm going to focus.|,We use this type of information to understand emotions just like other information.|,3,37.455384615384645,1
the emotions using this type of information. The same way we process other type of information. I'm going to focus.|,We interpret emotions with specific data as we do with other data types.|,4,50.470769230769264,0
the emotions using this type of information. The same way we process other type of information. I'm going to focus.|,Emotions are processed with this info like any other kind of information.|,5,46.60500000000002,0
the emotions using this type of information. The same way we process other type of information. I'm going to focus.|,We handle emotions using this info the same as any other info.|,6,53.655,0
the emotions using this type of information. The same way we process other type of information. I'm going to focus.|,Emotions are interpreted with this information just like other data.|,7,27.485000000000014,0
the emotions using this type of information. The same way we process other type of information. I'm going to focus.|,Emotions are processed with this info like other data.|,8,56.70000000000002,0
the emotions using this type of information. The same way we process other type of information. I'm going to focus.|,We process emotions with this type of information the same as other information.|,9,43.963076923076954,0
the emotions using this type of information. The same way we process other type of information. I'm going to focus.|,Emotions processed with this info are similar to other data.|,1,44.405,0
"first on the, so I'm going to talk about some examples of how can we capture this emotional information. And.|","Firstly, I will discuss examples of capturing this emotional information.|",9,10.564999999999998,0
"I'm going to start with vision modality, which is one of my areas of expertise. So visual modality, cameras. What.|","I'll discuss vision modality, a specialty of mine, focusing on cameras.|",9,26.470000000000027,0
"I'm going to start with vision modality, which is one of my areas of expertise. So visual modality, cameras. What.|",I will begin with vision modality since it is my expertise. Cameras are part of it.|,8,66.5275,0
"I'm going to start with vision modality, which is one of my areas of expertise. So visual modality, cameras. What.|","Starting with vision modality, which I specialize in, particularly cameras.|",7,2.105000000000018,0
"I'm going to start with vision modality, which is one of my areas of expertise. So visual modality, cameras. What.|","First, I'll cover vision modality, one of my expert areas, including cameras.|",6,32.504999999999995,0
"I'm going to start with vision modality, which is one of my areas of expertise. So visual modality, cameras. What.|","I will first discuss vision modality, a field where I have expertise, and include cameras.|",5,50.610000000000014,1
"I'm going to start with vision modality, which is one of my areas of expertise. So visual modality, cameras. What.|","Vision modality is my expertise; I plan to discuss its application, starting with cameras.|",4,29.467857142857156,0
"I'm going to start with vision modality, which is one of my areas of expertise. So visual modality, cameras. What.|","Vision modality, particularly its applications with cameras, is an area where I have focused expertise.|",3,5.490000000000009,0
"I'm going to start with vision modality, which is one of my areas of expertise. So visual modality, cameras. What.|","My expertise lies mainly in vision modality, and I will discuss its various aspects, especially cameras.|",2,26.682500000000005,1
"I'm going to start with vision modality, which is one of my areas of expertise. So visual modality, cameras. What.|","I plan to delve into vision modality, an area of my extensive expertise, specifically focusing on its relation to cameras.|",1,17.335000000000036,1
has been done so far for recognizing emotions from information captured by cameras? Any idea? What's the most popular research\.|,What has been achieved in detecting emotions through camera data? Do you know which research is the most popular?\.|,1,66.82771929824563,0
has been done so far for recognizing emotions from information captured by cameras? Any idea? What's the most popular research\.|,What progress has been made in recognizing emotions from camera information? What's the most popular study?\.|,2,42.79666666666668,0
has been done so far for recognizing emotions from information captured by cameras? Any idea? What's the most popular research\.|,What has been achieved with cameras detecting emotions? Any famous research?\.|,3,41.60424242424244,0
has been done so far for recognizing emotions from information captured by cameras? Any idea? What's the most popular research\.|,What has been done to recognize emotions using camera data? Which research is popular?\.|,4,51.026904761904774,0
has been done so far for recognizing emotions from information captured by cameras? Any idea? What's the most popular research\.|,What has been done so far to recognize emotions using cameras? Any popular research?\.|,5,51.026904761904774,1
has been done so far for recognizing emotions from information captured by cameras? Any idea? What's the most popular research\.|,What has been done in recognizing emotions from camera data? Any known research?\.|,7,52.75974358974361,0
has been done so far for recognizing emotions from information captured by cameras? Any idea? What's the most popular research\.|,What's been done to recognize emotions with camera data? Any popular studies?\.|,8,40.625,0
has been done so far for recognizing emotions from information captured by cameras? Any idea? What's the most popular research\.|,What has been done so far to recognize emotions with cameras? Any popular studies?\.|,9,57.06976190476192,0
from a computer vision perspective to recognize emotions? So facial expression is actually the most common approach to recognize emotions.|,Facial expression is the main method to recognize emotions in computer vision.|,9,32.504999999999995,0
from a computer vision perspective to recognize emotions? So facial expression is actually the most common approach to recognize emotions.|,The primary way to identify emotions in computer vision is through facial expressions.|,8,24.440000000000026,0
from a computer vision perspective to recognize emotions? So facial expression is actually the most common approach to recognize emotions.|,"In computer vision, identifying emotions is often done through facial expressions.|",7,11.088181818181852,0
from a computer vision perspective to recognize emotions? So facial expression is actually the most common approach to recognize emotions.|,Facial expressions are the prevalent method for recognizing emotions in computer vision.|,6,11.355000000000018,0
from a computer vision perspective to recognize emotions? So facial expression is actually the most common approach to recognize emotions.|,Recognizing emotions in computer vision typically relies on facial expressions.|,5,-6.35499999999999,0
from a computer vision perspective to recognize emotions? So facial expression is actually the most common approach to recognize emotions.|,"In computer vision, the standard method to detect emotions is via facial expressions.|",4,30.947692307692336,0
from a computer vision perspective to recognize emotions? So facial expression is actually the most common approach to recognize emotions.|,"To recognize emotions in computer vision, facial expressions are the most common approach.|",3,30.947692307692336,1
from a computer vision perspective to recognize emotions? So facial expression is actually the most common approach to recognize emotions.|,"The recognition of emotions in computer vision usually utilizes facial expressions, as they are the most common method.|",2,14.66500000000002,0
from a computer vision perspective to recognize emotions? So facial expression is actually the most common approach to recognize emotions.|,"In the domain of computer vision, recognizing emotions generally involves analyzing facial expressions, which are widely considered the most common approach.|",1,4.234285714285733,0
from a computer vision perspective to recognize emotions? So facial expression is actually the most common approach to recognize emotions.|,"From a computer vision perspective, recognizing emotions often hinges on the analysis of facial expressions as it is the prevalent method.|",1,16.32000000000002,1
"problem. So I was working a little bit in this type of software, trying to recognize key points in the.|",I was trying to identify key points in this software.|,1,69.78500000000001,0
"problem. So I was working a little bit in this type of software, trying to recognize key points in the.|",I tried to find key points in the software.|,2,103.70000000000002,0
"problem. So I was working a little bit in this type of software, trying to recognize key points in the.|",I was recognizing key points in this software.|,3,71.81500000000001,0
"problem. So I was working a little bit in this type of software, trying to recognize key points in the.|","In the software, I recognized key points.|",4,78.87285714285717,0
"problem. So I was working a little bit in this type of software, trying to recognize key points in the.|",I was identifying software key points.|,5,45.64500000000001,0
"problem. So I was working a little bit in this type of software, trying to recognize key points in the.|",I recognized key points in the software.|,6,78.87285714285717,0
"problem. So I was working a little bit in this type of software, trying to recognize key points in the.|",I found key points in the software.|,7,103.04428571428575,0
"problem. So I was working a little bit in this type of software, trying to recognize key points in the.|",I saw key points in software.|,8,102.045,0
"problem. So I was working a little bit in this type of software, trying to recognize key points in the.|",I see software key points.|,9,100.24000000000002,0
"problem. So I was working a little bit in this type of software, trying to recognize key points in the.|",I see key points.|,1,118.17500000000001,0
"have these softwares that work very well in recognizing some of the key points on your face, tracking these key.|",These applications are very effective in tracking facial key points.|,1,44.405,0
"have these softwares that work very well in recognizing some of the key points on your face, tracking these key.|",These tools efficiently track facial key features.|,2,42.61571428571432,0
"have these softwares that work very well in recognizing some of the key points on your face, tracking these key.|",The software reliably tracks facial key points.|,3,54.70142857142861,0
"have these softwares that work very well in recognizing some of the key points on your face, tracking these key.|",Software effectively identifies and tracks key facial points.|,4,29.515000000000015,0
"have these softwares that work very well in recognizing some of the key points on your face, tracking these key.|",This software accurately tracks key points on the face.|,5,75.50000000000003,0
"have these softwares that work very well in recognizing some of the key points on your face, tracking these key.|",The software tracks and recognizes crucial facial points effectively.|,6,37.900000000000034,0
"have these softwares that work very well in recognizing some of the key points on your face, tracking these key.|",This software can accurately track and recognize your face's key points.|,7,57.23363636363638,0
"have these softwares that work very well in recognizing some of the key points on your face, tracking these key.|",The software tracks facial points efficiently.|,8,45.64500000000001,0
"have these softwares that work very well in recognizing some of the key points on your face, tracking these key.|",The software tracks facial key points well.|,9,90.95857142857145,1
"points, and doing some matching between the emotions, so the expressions that are observed and the possible emotions that they.|",Correlating observed expressions with possible emotions.|,9,-24.85499999999996,0
"points, and doing some matching between the emotions, so the expressions that are observed and the possible emotions that they.|",Comparing expressions and their corresponding emotions observed.|,8,-5.727142857142809,0
"points, and doing some matching between the emotions, so the expressions that are observed and the possible emotions that they.|",Observed expressions were matched with potential emotions.|,7,30.53000000000003,0
"points, and doing some matching between the emotions, so the expressions that are observed and the possible emotions that they.|",Matching expressions with possible emotional states observed.|,6,6.35857142857148,0
"points, and doing some matching between the emotions, so the expressions that are observed and the possible emotions that they.|",Expressions observed and matched with likely emotions.|,5,42.61571428571432,0
"points, and doing some matching between the emotions, so the expressions that are observed and the possible emotions that they.|",Expressions were matched with emotions observed.|,4,45.64500000000001,1
"points, and doing some matching between the emotions, so the expressions that are observed and the possible emotions that they.|",Observing the expressions and matching with likely emotions.|,3,29.515000000000015,0
"points, and doing some matching between the emotions, so the expressions that are observed and the possible emotions that they.|",Matching emotions with observed facial expressions.|,2,17.44500000000002,0
"points, and doing some matching between the emotions, so the expressions that are observed and the possible emotions that they.|",Analyzing and matching expressions with observed emotions.|,1,6.35857142857148,0
"points, and doing some matching between the emotions, so the expressions that are observed and the possible emotions that they.|",Matching observed expressions to corresponding emotions can be useful.|,1,19.100000000000023,1
"software detects your key points, analyzes the configuration, and makes some kind of correspondence between this expression and the possible\.|","The software identifies key points, studies the setup, and correlates the expression with possible outcomes.\.|",1,35.662499999999994,0
"software detects your key points, analyzes the configuration, and makes some kind of correspondence between this expression and the possible\.|","The software finds key points, examines the configuration, and establishes a correlation with possible matches.\.|",2,24.382499999999993,1
"software detects your key points, analyzes the configuration, and makes some kind of correspondence between this expression and the possible\.|","Software finds key points, evaluates the setup, and correlates it with possible results.\.|",3,50.56057692307695,0
"software detects your key points, analyzes the configuration, and makes some kind of correspondence between this expression and the possible\.|","Software locates key aspects, reviews the configuration, and links it to possible results.\.|",4,44.05288461538464,1
"software detects your key points, analyzes the configuration, and makes some kind of correspondence between this expression and the possible\.|","The software identifies essential points, examines the setup, and links them to potential outcomes.\.|",5,36.572857142857174,0
"software detects your key points, analyzes the configuration, and makes some kind of correspondence between this expression and the possible\.|","The application identifies key points, studies the layout, and associates them with possible results.\.|",6,30.53000000000003,0
"software detects your key points, analyzes the configuration, and makes some kind of correspondence between this expression and the possible\.|","The software pinpoints key points, evaluates the setup, and links them to potential results.\.|",7,60.74428571428575,0
"software detects your key points, analyzes the configuration, and makes some kind of correspondence between this expression and the possible\.|","The software finds main points, reviews the setup, and matches them with possible outcomes.\.|",8,66.7871428571429,0
"software detects your key points, analyzes the configuration, and makes some kind of correspondence between this expression and the possible\.|","The software identifies key details, examines the setup, and relates them to potential outcomes.\.|",9,36.572857142857174,0
"emotion that you are expressing with the facial expression. This software works very well, so it's very well at detecting.|","Facial expression reveals emotion, and the software detects it effectively.|",9,27.485000000000014,0
"emotion that you are expressing with the facial expression. This software works very well, so it's very well at detecting.|",The software detects emotions from facial expressions accurately.|,7,18.940000000000026,0
"emotion that you are expressing with the facial expression. This software works very well, so it's very well at detecting.|","Facial expressions reveal emotion, and the software accurately detects this.|",6,19.025000000000006,0
"emotion that you are expressing with the facial expression. This software works very well, so it's very well at detecting.|",Emotions shown in facial expressions are well detected by the software.|,5,49.54272727272729,0
"emotion that you are expressing with the facial expression. This software works very well, so it's very well at detecting.|",Emotions conveyed through facial expressions are detected effectively by this software.|,4,18.77909090909094,0
"emotion that you are expressing with the facial expression. This software works very well, so it's very well at detecting.|",This software is capable of effectively detecting the emotions expressed through facial expressions.|,3,17.932307692307717,0
"emotion that you are expressing with the facial expression. This software works very well, so it's very well at detecting.|","Using facial expressions to convey emotions, this software demonstrates a high level of detection effectiveness.|",1,22.410000000000025,0
"emotion that you are expressing with the facial expression. This software works very well, so it's very well at detecting.|","This software, which detects emotions shown through facial expressions, works exceptionally well.|",1,32.504999999999995,0
"the patterns, it's very while detecting the key points, it's complicated to associate the correct emotion to an expression, a.|",Understanding patterns while identifying key points is very challenging.|,1,9.700000000000017,0
"the patterns, it's very while detecting the key points, it's complicated to associate the correct emotion to an expression, a.|",It is very complex to recognize emotions in patterns.|,2,47.30000000000004,0
"the patterns, it's very while detecting the key points, it's complicated to associate the correct emotion to an expression, a.|",Detecting key points and emotions in patterns is not easy.|,4,61.32500000000002,0
"the patterns, it's very while detecting the key points, it's complicated to associate the correct emotion to an expression, a.|",Recognizing emotions through key points in patterns takes effort.|,5,47.30000000000004,0
"the patterns, it's very while detecting the key points, it's complicated to associate the correct emotion to an expression, a.|",Linking emotions to detected key patterns is complex.|,6,40.09,0
"the patterns, it's very while detecting the key points, it's complicated to associate the correct emotion to an expression, a.|",Associating correct emotions with patterns can be hard.|,7,29.515000000000015,0
"the patterns, it's very while detecting the key points, it's complicated to associate the correct emotion to an expression, a.|",It is hard to find the correct emotions in patterns.|,8,78.24500000000002,0
"the patterns, it's very while detecting the key points, it's complicated to associate the correct emotion to an expression, a.|",Detecting emotions in patterns is not easy.|,9,42.61571428571432,0
"the patterns, it's very while detecting the key points, it's complicated to associate the correct emotion to an expression, a.|",It's not easy to find emotions in patterns.|,1,71.81500000000001,0
"phase expression, but it works pretty well in some applications. It's being used for test users, for instance, but the.|","The phase expression is effective in some cases, like for test users.|",2,67.75500000000001,0
"phase expression, but it works pretty well in some applications. It's being used for test users, for instance, but the.|","Some applications use the phase expression effectively, such as with test users.|",3,53.655,0
"phase expression, but it works pretty well in some applications. It's being used for test users, for instance, but the.|","Phase expression has proven to be quite effective for several applications, like test users.|",4,47.59642857142859,1
"phase expression, but it works pretty well in some applications. It's being used for test users, for instance, but the.|","The phase expression is quite useful in some uses, especially for testing purposes with users.|",5,50.610000000000014,1
"phase expression, but it works pretty well in some applications. It's being used for test users, for instance, but the.|","The phase expression serves many applications well, such as those involving testing with users.|",6,47.59642857142859,0
"phase expression, but it works pretty well in some applications. It's being used for test users, for instance, but the.|","Some applications use phase expression well, like testing users.|",7,47.30000000000004,0
"phase expression, but it works pretty well in some applications. It's being used for test users, for instance, but the.|","Phase expression works well in some uses, especially in testing.|",8,69.78500000000001,0
"phase expression, but it works pretty well in some applications. It's being used for test users, for instance, but the.|","Phase expression works well in some applications, like testing.|",9,66.10000000000002,0
"phase expression, but it works pretty well in some applications. It's being used for test users, for instance, but the.|","Phase expression works well in some cases, like testing.|",1,84.90000000000003,0
problem of this software is that it does not work in the wild. So we would like to have machines.|,"The problem with the software is it fails outside. Therefore, we want machines.|",2,83.09903846153848,0
problem of this software is that it does not work in the wild. So we would like to have machines.|,"Software issues arise outside; hence, machines are needed.|",4,50.66500000000002,0
problem of this software is that it does not work in the wild. So we would like to have machines.|,"The software fails outdoors; thus, we require machines.|",6,61.24000000000001,1
problem of this software is that it does not work in the wild. So we would like to have machines.|,The software won't work outside. We need machines.|,7,86.45000000000002,0
problem of this software is that it does not work in the wild. So we would like to have machines.|,Software fails outdoors. We need machines.|,8,76.89000000000003,0
problem of this software is that it does not work in the wild. So we would like to have machines.|,The software fails outside. We need tools.|,9,94.51107142857143,1
problem of this software is that it does not work in the wild. So we would like to have machines.|,"Outside, the software won't work.|",1,83.32000000000004,0
"that can recognize emotions in any condition. So, if we go back to this image that I showed you before,.|",Can recognize emotions under any condition. Recall this image shown earlier.|,9,32.05250000000001,0
"that can recognize emotions in any condition. So, if we go back to this image that I showed you before,.|",Recognizes emotions in all situations. Let's revisit the image shown previously.|,8,24.36159090909092,0
"that can recognize emotions in any condition. So, if we go back to this image that I showed you before,.|","The system's recognition of emotions under all conditions is crucial. Consequently, we should go back to the image I displayed earlier to review it once again.|",3,47.21692307692311,0
"that can recognize emotions in any condition. So, if we go back to this image that I showed you before,.|","Recognizing emotions no matter the conditions is a significant capability. Hence, we must return to the previously displayed image for thorough examination.|",1,11.088181818181852,1
"what happens when we run this type of software here? So if we run this type of commercial software, we.|","The result when running this software? If commercial software is run, we.|",1,73.84500000000001,0
"what happens when we run this type of software here? So if we run this type of commercial software, we.|","What is the outcome of running this software? With commercial software, we.|",2,73.84500000000001,0
"what happens when we run this type of software here? So if we run this type of commercial software, we.|","What happens when we use this software? Using commercial software, we.|",3,70.50704545454548,0
"what happens when we run this type of software here? So if we run this type of commercial software, we.|","Running this software, what happens? Using this commercial software, we.|",4,57.940000000000026,0
"what happens when we run this type of software here? So if we run this type of commercial software, we.|","What occurs when we run this software? If this commercial software is run, we.|",5,84.9157142857143,0
"what happens when we run this type of software here? So if we run this type of commercial software, we.|","What happens when such software runs? If this commercial software runs, we.|",6,80.89500000000001,0
"what happens when we run this type of software here? So if we run this type of commercial software, we.|","The result of using this software? Running commercial software, we.|",7,57.940000000000026,0
"what happens when we run this type of software here? So if we run this type of commercial software, we.|","What happens if we run this software? Running commercial software, we.|",8,70.50704545454548,0
"what happens when we run this type of software here? So if we run this type of commercial software, we.|","If we run this software, what happens? Running it, we.|",9,91.78000000000003,1
"in this case that this woman is feeling happiness because it detects a smile with a strong confidence, it detects\.|",The woman feels joy because her smile is detected confidently.\.|,9,57.940000000000026,0
"in this case that this woman is feeling happiness because it detects a smile with a strong confidence, it detects\.|",Confidence in smile detection shows her happiness.\.|,7,46.1682142857143,0
"in this case that this woman is feeling happiness because it detects a smile with a strong confidence, it detects\.|",Her smile detection confidently shows happiness.\.|,6,20.490000000000038,0
"in this case that this woman is feeling happiness because it detects a smile with a strong confidence, it detects\.|",Smile detection indicates her confident happiness.\.|,5,6.390000000000015,0
"in this case that this woman is feeling happiness because it detects a smile with a strong confidence, it detects\.|",Detecting her smile confidently shows she is happy.\.|,4,54.72500000000002,0
"in this case that this woman is feeling happiness because it detects a smile with a strong confidence, it detects\.|","Her smile, detected with strong confidence, indicates happiness.\.|",3,33.57500000000002,1
"in this case that this woman is feeling happiness because it detects a smile with a strong confidence, it detects\.|",The detection of her smile with strong confidence signifies she feels happiness.\.|,2,59.745000000000005,0
"in this case that this woman is feeling happiness because it detects a smile with a strong confidence, it detects\.|","In such an instance, her detected smile emanates happiness and is confirmed with strong confidence.\.|",1,58.2225,0
"attention. I don't know exactly how this detection of attention works here, but actually it's pretty accurate. But what happens.|","I am unsure how this attention detection operates, though it is precise.|",1,46.60500000000002,0
"attention. I don't know exactly how this detection of attention works here, but actually it's pretty accurate. But what happens.|",The precise detection of attention here is mysterious to me.|,2,44.405,0
"attention. I don't know exactly how this detection of attention works here, but actually it's pretty accurate. But what happens.|","Its accuracy in detecting attention here is undeniable, though its mechanics are unclear.|",3,24.440000000000026,0
"attention. I don't know exactly how this detection of attention works here, but actually it's pretty accurate. But what happens.|","I find the accuracy of attention detection remarkable, though I do not comprehend the method.|",4,33.690000000000026,0
"attention. I don't know exactly how this detection of attention works here, but actually it's pretty accurate. But what happens.|","I am not sure how the attention detection works, though it is quite accurate.|",5,71.76785714285715,0
"attention. I don't know exactly how this detection of attention works here, but actually it's pretty accurate. But what happens.|","Although unclear on its workings, the accuracy of this attention detection is high.|",6,43.963076923076954,0
"attention. I don't know exactly how this detection of attention works here, but actually it's pretty accurate. But what happens.|","I cannot explain its workings, but the detection of attention is quite accurate.|",7,50.470769230769264,0
"attention. I don't know exactly how this detection of attention works here, but actually it's pretty accurate. But what happens.|","I'm unsure how it works, but the attention detection is accurate.|",9,57.23363636363638,0
with him? So what happens with him is that the system is not working. So here we have a problem\.|,There is an issue: the system is failing.\.|,2,86.45000000000002,0
with him? So what happens with him is that the system is not working. So here we have a problem\.|,The problem lies in the system's malfunction.\.|,3,70.33964285714288,0
with him? So what happens with him is that the system is not working. So here we have a problem\.|,"The system is not working, which is an issue.\.|",4,89.46750000000003,0
with him? So what happens with him is that the system is not working. So here we have a problem\.|,The malfunctioning system is the issue.\.|,6,48.690000000000026,0
with him? So what happens with him is that the system is not working. So here we have a problem\.|,The system failing is the current problem.\.|,7,70.33964285714288,1
with him? So what happens with him is that the system is not working. So here we have a problem\.|,The failing system is the problem here.\.|,8,82.42535714285715,1
"because of the glasses of the person. And also we have a profile view, so it's not a frontal view\.|","The person's glasses influence. Plus, profile view instead of frontal\.|",2,57.940000000000026,0
"because of the glasses of the person. And also we have a profile view, so it's not a frontal view\.|","Glasses obscure the person. Also, visible from the profile, not frontal\.|",3,55.12522727272727,0
"because of the glasses of the person. And also we have a profile view, so it's not a frontal view\.|","The person's glasses obstruct their face. Plus, we see a profile view, not frontal\.|",4,84.9157142857143,0
"because of the glasses of the person. And also we have a profile view, so it's not a frontal view\.|","Due to the glasses on the person. Furthermore, the view is from the profile, not frontal\.|",5,82.39000000000001,0
"because of the glasses of the person. And also we have a profile view, so it's not a frontal view\.|","The person is wearing glasses. Moreover, the view is a profile, not frontal\.|",6,70.08365384615385,0
"because of the glasses of the person. And also we have a profile view, so it's not a frontal view\.|","The person has glasses on. Additionally, it's a profile view, not frontal\.|",7,59.745000000000005,0
"because of the glasses of the person. And also we have a profile view, so it's not a frontal view\.|","The glasses are visible. Also, the view is profile, not frontal\.|",9,70.50704545454548,0
"anymore where everything is visible, right? So this type of software, when you run them in open environments, you face\.|","Use software in open settings, and issues arise.\.|",9,65.30000000000001,0
"anymore where everything is visible, right? So this type of software, when you run them in open environments, you face\.|",Running software openly exposes problems.\.|,8,1.2575000000000216,0
"anymore where everything is visible, right? So this type of software, when you run them in open environments, you face\.|",Issues arise in open use of software.\.|,7,70.33964285714288,1
"anymore where everything is visible, right? So this type of software, when you run them in open environments, you face\.|",Open software use brings challenges.\.|,6,52.01750000000001,0
"anymore where everything is visible, right? So this type of software, when you run them in open environments, you face\.|",Software in clear environments pose risks.\.|,5,62.79000000000002,0
"anymore where everything is visible, right? So this type of software, when you run them in open environments, you face\.|",Open environments make software vulnerable.\.|,4,-15.662499999999966,0
"anymore where everything is visible, right? So this type of software, when you run them in open environments, you face\.|",Running software in open environments can be problematic.\.|,3,23.00000000000003,0
"anymore where everything is visible, right? So this type of software, when you run them in open environments, you face\.|",Executing these programs openly can lead to unforeseen difficulties.\.|,2,14.267500000000013,0
"anymore where everything is visible, right? So this type of software, when you run them in open environments, you face\.|","When these programs are used in visible contexts, they encounter various complications.\.|",1,38.595,0
"that when you have nonfrontal faces and partial occlusions, they might not work as well as we would like. More.|",Faces not facing front and blocks can limit use.|,8,84.90000000000003,1
"that when you have nonfrontal faces and partial occlusions, they might not work as well as we would like. More.|",Faces not facing forward and blocks hinder operation.|,9,40.09,0
"Problems. So here we have another example. Here is a face. If we run the software, it says, you see.|","Issues arise. We have another instance: a face. Running the software, it reveals results.|",1,63.11261904761906,0
"Problems. So here we have another example. Here is a face. If we run the software, it says, you see.|","Problems arise. Another example: a face. Software says, you can see.|",4,64.6769696969697,0
"Problems. So here we have another example. Here is a face. If we run the software, it says, you see.|",Problems are present. We have another face example. The software shows results.|,6,61.775000000000006,1
"Problems. So here we have another example. Here is a face. If we run the software, it says, you see.|",There are problems. Here is another face. The software shows the results.|,8,82.92500000000001,1
"Problems. So here we have another example. Here is a face. If we run the software, it says, you see.|","Problem: another example, a face. Run software. See results.|",9,53.39000000000004,0
"Problems. So here we have another example. Here is a face. If we run the software, it says, you see.|",We have another problem example: a face. Run software. See results.|,1,64.6769696969697,0
surprise. The mouth is open. So it's detecting perfectly well a very prototypical expression of surprise. But when we look\.|,Surprise. The mouth is open. It's detecting a prototypical expression of surprise.\.|,9,41.640000000000015,0
surprise. The mouth is open. So it's detecting perfectly well a very prototypical expression of surprise. But when we look\.|,Surprise. Open mouth. It's detecting a typical surprise expression.\.|,8,35.35125000000002,0
surprise. The mouth is open. So it's detecting perfectly well a very prototypical expression of surprise. But when we look\.|,"Surprise, mouth open. It's detecting a surprise expression.\.|",7,45.50333333333333,0
surprise. The mouth is open. So it's detecting perfectly well a very prototypical expression of surprise. But when we look\.|,"Open mouth shows surprise, which is detected accurately.\.|",6,54.72500000000002,0
surprise. The mouth is open. So it's detecting perfectly well a very prototypical expression of surprise. But when we look\.|,Surprise is shown by an open mouth and detected well.\.|,5,83.32000000000004,0
surprise. The mouth is open. So it's detecting perfectly well a very prototypical expression of surprise. But when we look\.|,"An open mouth expresses surprise, detected well.\.|",4,46.1682142857143,1
surprise. The mouth is open. So it's detecting perfectly well a very prototypical expression of surprise. But when we look\.|,Surprise is detected well by the open mouth.\.|,3,75.87500000000001,0
surprise. The mouth is open. So it's detecting perfectly well a very prototypical expression of surprise. But when we look\.|,"An open mouth shows very typical surprise, detected.\.|",2,44.150000000000006,0
surprise. The mouth is open. So it's detecting perfectly well a very prototypical expression of surprise. But when we look\.|,"A very typical surprise, detected by an open mouth.\.|",1,51.867500000000035,0
"at the context, we realize that it's not surprise, right? So the thing is that this kit, we see a.|","Within the context, we realize it is no surprise. The kit is seen.|",9,89.6067307692308,0
