original_sentence,summary,level,FRE,performance
"Our facial expression changes, our gaze patterns change, our pupil changes as well, our blood pressure, and we have different body postures.","Our expression, gaze, pupils, blood pressure, and posture change.",6,56.70000000000002,0
"Our facial expression changes, our gaze patterns change, our pupil changes as well, our blood pressure, and we have different body postures.","Our face, pupils, and posture change, along with gaze and blood pressure.",7,74.805,1
"Our facial expression changes, our gaze patterns change, our pupil changes as well, our blood pressure, and we have different body postures.","Our facial expressions, gazes, pupils, blood pressure, and posture change.",8,44.405,0
"Our facial expression changes, our gaze patterns change, our pupil changes as well, our blood pressure, and we have different body postures.","Our expressions, gazes, pupils, blood pressure, and postures change.",9,47.30000000000004,0
"Our facial expression changes, our gaze patterns change, our pupil changes as well, our blood pressure, and we have different body postures.","Our expressions, pupils, blood pressure, and posture change.",1,50.66500000000002,0
We use different gestures depending on how we feel.,We express ourselves with various gestures based on our emotions.,1,35.94500000000002,0
We use different gestures depending on how we feel.,Gestures change with our feelings.,2,66.40000000000003,0
We use different gestures depending on how we feel.,Our gestures vary according to how we feel.,3,61.24000000000001,0
We use different gestures depending on how we feel.,"Depending on our mood, we use different gestures.",4,40.09,1
We use different gestures depending on how we feel.,We use different gestures based on our mood.,5,71.81500000000001,0
We use different gestures depending on how we feel.,Our gestures depend on our feelings.,6,45.64500000000001,0
We use different gestures depending on how we feel.,We use different gestures based on how we feel.,7,84.90000000000003,0
We use different gestures depending on how we feel.,Our gestures change with our emotions.,8,45.64500000000001,0
We use different gestures depending on how we feel.,Our feelings determine our gestures.,9,-1.2799999999999727,0
We use different gestures depending on how we feel.,Emotions dictate our gestures.,9,-8.724999999999994,0
"Our voice can change as well, the way we write, the way we type in our phones, for instance.",Our voice and the way we write and type on phones can change.,9,102.53230769230771,0
"Our voice can change as well, the way we write, the way we type in our phones, for instance.","Voice, writing style, and phone typing habits can change too.",8,86.70500000000001,1
"Our voice can change as well, the way we write, the way we type in our phones, for instance.","Our voice, writing manner, and phone typing style can alter.",7,69.78500000000001,0
"Our voice can change as well, the way we write, the way we type in our phones, for instance.",Our voice can shift similarly to how our writing and typing forms do.,6,63.486153846153854,1
"Our voice can change as well, the way we write, the way we type in our phones, for instance.",Both our voice and the way we type or write can vary.,5,95.955,0
"Our voice can change as well, the way we write, the way we type in our phones, for instance.","The voice we use, and how we type and write, can change.",4,110.055,0
"Our voice can change as well, the way we write, the way we type in our phones, for instance.","The change in the way we speak, write, and type on phones is noticeable.",3,89.89642857142859,0
"Our voice can change as well, the way we write, the way we type in our phones, for instance.","We observe changes in our voice, writing style, and how we type on our phones.",2,78.81000000000003,0
"Our voice can change as well, the way we write, the way we type in our phones, for instance.","Changes in our voice, writing habits, and phone typing styles are evident.",1,60.70500000000001,0
So there are a lot of signals that change with our emotions.,Emotions alter many signals.,9,12.425000000000011,0
So there are a lot of signals that change with our emotions.,Emotions cause numerous signals to vary.,8,31.545000000000016,0
So there are a lot of signals that change with our emotions.,Emotions significantly alter a variety of signals.,7,-17.812857142857126,0
So there are a lot of signals that change with our emotions.,Many signals fluctuate with our emotions.,6,17.44500000000002,0
So there are a lot of signals that change with our emotions.,Various signals shift according to our emotional states.,5,18.940000000000026,0
So there are a lot of signals that change with our emotions.,Numerous signals are altered by our emotional changes.,4,18.940000000000026,0
So there are a lot of signals that change with our emotions.,Emotional shifts cause numerous signals to fluctuate.,3,30.53000000000003,1
So there are a lot of signals that change with our emotions.,Emotional states cause changes in numerous signals in various ways.,1,35.94500000000002,0
So there are a lot of signals that change with our emotions.,Our emotional states result in changes to a wide range of signals.,1,60.70500000000001,0
So what we can do is all of these signals can be captured with different types of sensors.,These signals can be captured by various sensors.,9,61.24000000000001,0
So what we can do is all of these signals can be captured with different types of sensors.,Various sensors capture these signals.,8,32.56000000000003,0
So what we can do is all of these signals can be captured with different types of sensors.,Signals are captured by different sensors.,7,45.64500000000001,0
So what we can do is all of these signals can be captured with different types of sensors.,Different sensors can capture all signals.,6,45.64500000000001,0
So what we can do is all of these signals can be captured with different types of sensors.,Different types of sensors capture all the signals.,5,61.24000000000001,0
So what we can do is all of these signals can be captured with different types of sensors.,All signals can be captured by different sensors.,4,61.24000000000001,0
So what we can do is all of these signals can be captured with different types of sensors.,Different types of sensors can capture all of the signals.,3,69.78500000000001,0
So what we can do is all of these signals can be captured with different types of sensors.,It is possible to capture all these signals using various kinds of sensors.,2,56.97846153846157,0
So what we can do is all of these signals can be captured with different types of sensors.,One action we might take is to capture all of these signals with various types of sensors.,1,75.12117647058825,0
So what we can do is all of these signals can be captured with different types of sensors.,What we could potentially perform is capture all these signals by utilizing varied types of sensors.,1,47.83250000000001,0
"And then we capture these signals, and if we have data, label data with emotions, What we can do is we can try to find patterns in these signals that correlate with emotions and develop machine learning algorithms or systems that can recognize the emotions using this type of information.","We capture signals, and with labeled emotional data, we find patterns to develop algorithms recognizing emotions.",9,10.820000000000022,0
"And then we capture these signals, and if we have data, label data with emotions, What we can do is we can try to find patterns in these signals that correlate with emotions and develop machine learning algorithms or systems that can recognize the emotions using this type of information.",Capturing signals allows us to label emotional data and find emotion patterns for recognition.,8,17.382142857142867,0
"And then we capture these signals, and if we have data, label data with emotions, What we can do is we can try to find patterns in these signals that correlate with emotions and develop machine learning algorithms or systems that can recognize the emotions using this type of information.","We capture and label signals with emotions, finding patterns for emotion recognition systems.",7,24.440000000000026,0
"And then we capture these signals, and if we have data, label data with emotions, What we can do is we can try to find patterns in these signals that correlate with emotions and develop machine learning algorithms or systems that can recognize the emotions using this type of information.",Signals captured and labeled help find patterns in emotions and build recognition systems.,6,43.963076923076954,0
"And then we capture these signals, and if we have data, label data with emotions, What we can do is we can try to find patterns in these signals that correlate with emotions and develop machine learning algorithms or systems that can recognize the emotions using this type of information.","By capturing and labeling signals with emotions, we can find patterns and build recognition algorithms.",5,33.690000000000026,0
"And then we capture these signals, and if we have data, label data with emotions, What we can do is we can try to find patterns in these signals that correlate with emotions and develop machine learning algorithms or systems that can recognize the emotions using this type of information.","We capture signals and label them with emotions, finding patterns and developing algorithms to recognize emotions.",4,16.107500000000016,0
"And then we capture these signals, and if we have data, label data with emotions, What we can do is we can try to find patterns in these signals that correlate with emotions and develop machine learning algorithms or systems that can recognize the emotions using this type of information.","Captured signals are labeled with emotions; patterns are discovered, and systems are developed to recognize those emotions.",3,30.332941176470626,1
"And then we capture these signals, and if we have data, label data with emotions, What we can do is we can try to find patterns in these signals that correlate with emotions and develop machine learning algorithms or systems that can recognize the emotions using this type of information.","We collect and label data with emotions, find patterns in signals that match emotions, and build algorithms for emotion recognition.",2,30.025000000000034,0
"And then we capture these signals, and if we have data, label data with emotions, What we can do is we can try to find patterns in these signals that correlate with emotions and develop machine learning algorithms or systems that can recognize the emotions using this type of information.",Capturing signals and labeling them with emotions helps develop systems to find patterns and recognize emotions using machine learning algorithms.,1,17.335000000000036,1
The same way we process other type of information.,The same method we use for other information.,9,61.24000000000001,0
The same way we process other type of information.,We handle it like other info.,9,73.84500000000001,0
The same way we process other type of information.,It is processed similarly to other info.,8,42.61571428571432,0
The same way we process other type of information.,Process it like different data.,7,49.48000000000002,0
The same way we process other type of information.,We process it just like other data.,6,78.87285714285717,0
The same way we process other type of information.,Similar to how we manage other data.,5,54.70142857142861,1
The same way we process other type of information.,It is handled in the same way as different data.,4,78.24500000000002,0
The same way we process other type of information.,It follows the same process as handling other types of data.,3,72.61545454545457,0
The same way we process other type of information.,We process it in the same manner as we handle other kinds of information.,2,65.72500000000001,0
The same way we process other type of information.,The method we use to process this information is the same as how we process different types of data.,1,62.87631578947371,0
"I'm going to focus first on the, so I'm going to talk about some examples of how can we capture this emotional information.","Initially, I'll focus on examples of capturing emotional information.",9,-9.099999999999994,0
"I'm going to focus first on the, so I'm going to talk about some examples of how can we capture this emotional information.","Firstly, I'll discuss ways to capture emotional information.",8,18.940000000000026,0
"I'm going to focus first on the, so I'm going to talk about some examples of how can we capture this emotional information.","To begin, I'll show methods to capture emotional info.",6,47.30000000000004,0
"I'm going to focus first on the, so I'm going to talk about some examples of how can we capture this emotional information.","First, I will explore how we capture emotional information.",5,37.900000000000034,0
"I'm going to focus first on the, so I'm going to talk about some examples of how can we capture this emotional information.","To start, I will explain how to capture emotional info.",4,61.32500000000002,0
"I'm going to focus first on the, so I'm going to talk about some examples of how can we capture this emotional information.","First, I will talk about methods to capture emotional data.",3,52.86500000000001,0
"I'm going to focus first on the, so I'm going to talk about some examples of how can we capture this emotional information.",I will initially discuss capturing emotional information.,2,-29.898571428571415,0
"I'm going to focus first on the, so I'm going to talk about some examples of how can we capture this emotional information.",I will begin by discussing examples of capturing emotional information.,1,2.105000000000018,0
"And I'm going to start with vision modality, which is one of my areas of expertise.","First, I will focus on vision modality, my specialty.",1,47.30000000000004,0
"And I'm going to start with vision modality, which is one of my areas of expertise.","Initially, I will address vision modality, which is my expertise.",2,35.94500000000002,0
"And I'm going to start with vision modality, which is one of my areas of expertise.","I will begin with vision modality, an area I am skilled in.",3,60.70500000000001,0
"And I'm going to start with vision modality, which is one of my areas of expertise.","I'll start with vision modality, an area where I excel.",4,52.86500000000001,0
"And I'm going to start with vision modality, which is one of my areas of expertise.","I will start with vision modality, an area of my expertise.",5,49.54272727272729,0
"And I'm going to start with vision modality, which is one of my areas of expertise.","I'll start with vision modality, my area of expertise.",7,37.900000000000034,0
"And I'm going to start with vision modality, which is one of my areas of expertise.","I will start with vision modality, my expertise area.",8,37.900000000000034,0
"And I'm going to start with vision modality, which is one of my areas of expertise.","I'll start with vision, my expertise.",9,73.84500000000001,0
"So visual modality, cameras.","Therefore, vision and cameras.",1,33.57500000000002,0
"So visual modality, cameras.","Hence, visual modality, cameras.",2,-29.87499999999997,0
"So visual modality, cameras.",Visual modality means using cameras.,3,-18.19999999999996,0
"So visual modality, cameras.","Therefore, visual modality involves cameras.",4,-35.11999999999995,0
"So visual modality, cameras.",Visual modality primarily uses cameras.,5,-68.95999999999995,0
"So visual modality, cameras.",Cameras play a role in visual modality.,6,30.53000000000003,0
"So visual modality, cameras.",Visual modality usually includes the use of cameras.,7,-2.2099999999999795,0
"So visual modality, cameras.",Visual modalities typically involve using cameras.,8,-38.954999999999984,0
"So visual modality, cameras.",Cameras are used in visual modalities.,9,17.44500000000002,0
"So visual modality, cameras.",Visual modality is simply the use of cameras.,1,29.515000000000015,0
What has been done so far for recognizing emotions from information captured by cameras?,What's the current state of emotion recognition from camera data?,8,35.94500000000002,0
What has been done so far for recognizing emotions from information captured by cameras?,How far have we come with emotion recognition using camera data?,7,41.8518181818182,0
What has been done so far for recognizing emotions from information captured by cameras?,How much has been accomplished in recognizing emotions from camera data?,6,34.160909090909115,0
What has been done so far for recognizing emotions from information captured by cameras?,What advancements have been made in recognizing emotions from camera data?,5,34.160909090909115,0
What has been done so far for recognizing emotions from information captured by cameras?,What steps have been taken up to now to identify emotions from information captured by cameras?,1,42.545000000000016,0
Any idea?,Any thoughts?,9,77.90500000000002,0
Any idea?,Any clues?,8,77.90500000000002,0
Any idea?,Got any ideas?,7,34.59000000000003,0
Any idea?,Do you have ideas?,6,75.87500000000001,0
Any idea?,Can you think of anything?,5,83.32000000000004,0
Any idea?,What do you think about this?,4,102.045,0
Any idea?,Do you have any thoughts on this matter?,3,92.965,0
Any idea?,Can you think of anything relevant to address this issue?,2,61.32500000000002,0
Any idea?,Do you possess any thoughts on how we might tackle this particular problem?,1,63.486153846153854,0
What's the most popular research from a computer vision perspective to recognize emotions?|,What is the top research in computer vision to identify emotions?,7,41.8518181818182,0
What's the most popular research from a computer vision perspective to recognize emotions?|,What is the leading study in computer vision for emotion recognition?,6,34.160909090909115,0
What's the most popular research from a computer vision perspective to recognize emotions?|,What's the main study in computer vision for recognizing emotions?,7,35.94500000000002,0
What's the most popular research from a computer vision perspective to recognize emotions?|,What is the preferred study in computer vision on emotion recognition?,6,34.160909090909115,0
What's the most popular research from a computer vision perspective to recognize emotions?|,What is the most preferred research in computer vision to identify emotions?,5,39.55500000000001,0
What's the most popular research from a computer vision perspective to recognize emotions?|,What's the leading study in computer vision on recognizing emotions?,6,27.485000000000014,0
What's the most popular research from a computer vision perspective to recognize emotions?|,What's the primary study in computer vision for detecting emotions?,6,27.485000000000014,0
So facial expression is actually the most common approach to recognize emotions.,Facial expressions are often used to identify emotions.,9,18.940000000000026,0
So facial expression is actually the most common approach to recognize emotions.,Facial expressions help identify emotions.,8,-18.19999999999996,0
So facial expression is actually the most common approach to recognize emotions.,Using facial expressions to recognize emotions is common.,7,18.940000000000026,0
So facial expression is actually the most common approach to recognize emotions.,People often recognize emotions through facial expressions.,6,6.35857142857148,0
So facial expression is actually the most common approach to recognize emotions.,Facial expressions are the most typical method for recognizing emotions.,5,19.025000000000006,0
So facial expression is actually the most common approach to recognize emotions.,Recognizing emotions through facial expressions is common practice.,4,8.365000000000009,0
So facial expression is actually the most common approach to recognize emotions.,The most common way to recognize emotions is by observing facial expressions.,3,39.55500000000001,1
So facial expression is actually the most common approach to recognize emotions.,One of the primary methods to understand human emotions is by studying facial expressions.,2,29.467857142857156,1
So facial expression is actually the most common approach to recognize emotions.,A frequently used approach to identify and understand emotions in individuals is through their facial expressions.,1,16.107500000000016,1
And this was a completely unsolved problem.,This was a truly baffling issue.,1,59.745000000000005,0
And this was a completely unsolved problem.,This was a very challenging issue.,2,59.745000000000005,0
And this was a completely unsolved problem.,This problem remained totally unsolved.,3,15.640000000000015,0
And this was a completely unsolved problem.,The problem was really difficult.,4,49.48000000000002,1
And this was a completely unsolved problem.,This was a totally unsolved problem.,5,59.745000000000005,1
And this was a completely unsolved problem.,This problem was not solved at all.,6,103.04428571428575,0
And this was a completely unsolved problem.,The issue was not solved at all.,7,103.04428571428575,0
And this was a completely unsolved problem.,This was not solved at all.,8,116.14500000000001,0
And this was a completely unsolved problem.,This problem was unsolved.,9,54.72500000000002,0
And this was a completely unsolved problem.,This was very easy.,1,75.87500000000001,0
"So I was working a little bit in this type of software, trying to recognize key points in the faces, working with images acquired under controlled environments, and nothing was working by then.",Efforts in facial recognition software using controlled images failed.,9,19.100000000000023,0
"So I was working a little bit in this type of software, trying to recognize key points in the faces, working with images acquired under controlled environments, and nothing was working by then.",I struggled with facial recognition software under controlled conditions.,8,19.100000000000023,0
"So I was working a little bit in this type of software, trying to recognize key points in the faces, working with images acquired under controlled environments, and nothing was working by then.","While utilizing facial recognition software, I had trouble identifying key points from controlled environment images.",7,-0.14999999999997726,0
"So I was working a little bit in this type of software, trying to recognize key points in the faces, working with images acquired under controlled environments, and nothing was working by then.","I was involved in software development for facial recognition, focusing on key points using images from controlled settings, but faced issues.",6,32.43428571428572,0
"So I was working a little bit in this type of software, trying to recognize key points in the faces, working with images acquired under controlled environments, and nothing was working by then.","My work involved developing software to pinpoint key facial features in images taken under controlled situations, yet it was unsuccessful.",5,25.795000000000044,0
"So I was working a little bit in this type of software, trying to recognize key points in the faces, working with images acquired under controlled environments, and nothing was working by then.","In developing facial recognition software, I focused on images from controlled settings, but was unsuccessful.",4,16.77000000000001,0
"So I was working a little bit in this type of software, trying to recognize key points in the faces, working with images acquired under controlled environments, and nothing was working by then.","Despite working with facial recognition software and using controlled images, my attempts failed.",3,30.947692307692336,1
"So I was working a little bit in this type of software, trying to recognize key points in the faces, working with images acquired under controlled environments, and nothing was working by then.",My facial recognition software work with controlled images failed to succeed.,1,41.8518181818182,0
"So now after 10 years, we have these softwares that work very well in recognizing some of the key points on your face, tracking these key points, and doing some matching between the emotions, so the expressions that are observed and the possible emotions that they are expressing.","After a decade, software can recognize, track, and match facial key points to emotions.",9,59.68214285714288,0
"So now after 10 years, we have these softwares that work very well in recognizing some of the key points on your face, tracking these key points, and doing some matching between the emotions, so the expressions that are observed and the possible emotions that they are expressing.","After a decade, software can recognize facial key points, track them, and match them to emotions.",5,63.69500000000001,0
"So now after 10 years, we have these softwares that work very well in recognizing some of the key points on your face, tracking these key points, and doing some matching between the emotions, so the expressions that are observed and the possible emotions that they are expressing.","Software, over ten years, can now recognize facial key points, track them, and match them to possible emotions.",4,61.665000000000006,0
"So now after 10 years, we have these softwares that work very well in recognizing some of the key points on your face, tracking these key points, and doing some matching between the emotions, so the expressions that are observed and the possible emotions that they are expressing.","After a decade, software effectively recognizes facial key points, tracks them, and identifies matching emotions.",3,16.77000000000001,0
"So now after 10 years, we have these softwares that work very well in recognizing some of the key points on your face, tracking these key points, and doing some matching between the emotions, so the expressions that are observed and the possible emotions that they are expressing.","Ten years later, the software now accurately recognizes facial key points, tracks them, and matches them to corresponding emotions expressed.",1,30.025000000000034,0
"This software works very well, so it's very well at detecting the patterns, it's very while detecting the key points, it's complicated to associate the correct emotion to an expression, a phase expression, but it works pretty well in some applications.","This software works well and detects patterns, but associating emotion to an expression can be complicated. It performs well in some applications.",1,41.8518181818182,0
"This software works very well, so it's very well at detecting the patterns, it's very while detecting the key points, it's complicated to associate the correct emotion to an expression, a phase expression, but it works pretty well in some applications.","The software detects patterns and key points well, though associating emotions to expressions is tricky. It excels in certain applications.",2,40.17500000000001,0
"This software works very well, so it's very well at detecting the patterns, it's very while detecting the key points, it's complicated to associate the correct emotion to an expression, a phase expression, but it works pretty well in some applications.","Detecting patterns and key points is easier than linking emotions to expressions, but this software often does well in specific uses.",3,40.4914285714286,0
"This software works very well, so it's very well at detecting the patterns, it's very while detecting the key points, it's complicated to associate the correct emotion to an expression, a phase expression, but it works pretty well in some applications.","While this software excels in detecting patterns and key points, associating emotions with expressions remains complex. However, it performs well in certain contexts.",4,36.997282608695684,0
"This software works very well, so it's very well at detecting the patterns, it's very while detecting the key points, it's complicated to associate the correct emotion to an expression, a phase expression, but it works pretty well in some applications.","This software is impressive at detecting patterns and key points, though associating emotions with expressions presents challenges. Nevertheless, it shows good performance in some scenarios.",5,28.331500000000034,0
"This software works very well, so it's very well at detecting the patterns, it's very while detecting the key points, it's complicated to associate the correct emotion to an expression, a phase expression, but it works pretty well in some applications.","The software excels at pattern and key point detection, but linking emotions with expressions is difficult. Still, it is effective in specific applications.",6,40.67554347826092,0
"This software works very well, so it's very well at detecting the patterns, it's very while detecting the key points, it's complicated to associate the correct emotion to an expression, a phase expression, but it works pretty well in some applications.","This software is efficient in detecting patterns and key points, although it's challenging to link emotions to expressions. It performs well in some applications.",7,50.130000000000024,0
"This software works very well, so it's very well at detecting the patterns, it's very while detecting the key points, it's complicated to associate the correct emotion to an expression, a phase expression, but it works pretty well in some applications.","The software detects patterns and key points well, but associating emotions with expressions is challenging. It is effective in some applications.",8,39.06321428571431,0
"This software works very well, so it's very well at detecting the patterns, it's very while detecting the key points, it's complicated to associate the correct emotion to an expression, a phase expression, but it works pretty well in some applications.",This software detects patterns and key points well but has difficulty associating emotions with expressions. It performs well in some applications.,9,39.06321428571431,0
"This software works very well, so it's very well at detecting the patterns, it's very while detecting the key points, it's complicated to associate the correct emotion to an expression, a phase expression, but it works pretty well in some applications.","The software detects patterns and key points easily but struggles to connect emotions to expressions. Still, it is efficient in some applications.",1,49.54272727272729,0
"It's being used for test users, for instance, but the problem of this software is that it does not work in the wild.","This software is tested, but it fails in real use.",2,95.165,0
"It's being used for test users, for instance, but the problem of this software is that it does not work in the wild.","While the software works for test users, it fails in the real world.",4,96.02461538461542,0
"It's being used for test users, for instance, but the problem of this software is that it does not work in the wild.",The software works for test users but fails in the real world.,5,95.955,0
"It's being used for test users, for instance, but the problem of this software is that it does not work in the wild.",The software works in tests but not in reality.,8,75.50000000000003,0
"It's being used for test users, for instance, but the problem of this software is that it does not work in the wild.",The software fails outside test environments.,9,45.64500000000001,0
"It's being used for test users, for instance, but the problem of this software is that it does not work in the wild.",Software works in tests but fails in real use.,1,103.70000000000002,0
So we would like to have machines that can recognize emotions in any condition.,We desire machines that detect emotions in all conditions.,9,37.900000000000034,0
So we would like to have machines that can recognize emotions in any condition.,We want machines to recognize emotions in any situation.,8,28.50000000000003,0
So we would like to have machines that can recognize emotions in any condition.,"Machines should identify emotions, regardless of the situation.",7,-2.2099999999999795,0
So we would like to have machines that can recognize emotions in any condition.,We aim for machines to identify emotions irrespective of conditions.,6,19.025000000000006,0
So we would like to have machines that can recognize emotions in any condition.,Machines recognizing emotional states under any circumstances is desirable.,5,-27.89999999999995,0
So we would like to have machines that can recognize emotions in any condition.,Having devices that recognize human emotions under all possible conditions is beneficial.,4,-2.7450000000000045,0
So we would like to have machines that can recognize emotions in any condition.,Machines capable of identifying emotions in various situations would be advantageous to us.,3,-1.5907692307691832,0
So we would like to have machines that can recognize emotions in any condition.,The aim is to develop machines that accurately recognize human emotions regardless of the conditions.,2,22.410000000000025,1
So we would like to have machines that can recognize emotions in any condition.,It is necessary to create machines that can recognize emotions accurately in every possible situation.,1,-0.14999999999997726,0
"So, if we go back to this image that I showed you before, what happens when we run this type of software here?","If we revisit this prior image, what does running this software do?",1,67.75500000000001,0
"So, if we go back to this image that I showed you before, what happens when we run this type of software here?","Returning to the prior image, what occurs when this software runs here?",2,67.75500000000001,0
"So, if we go back to this image that I showed you before, what happens when we run this type of software here?","Going back to the image I showed you earlier, what does running this software do?",3,78.81000000000003,0
"So, if we go back to this image that I showed you before, what happens when we run this type of software here?","If we look at the image from before, what happens when this software is run?",4,84.45000000000003,0
"So, if we go back to this image that I showed you before, what happens when we run this type of software here?",What occurs if we revisit the previous image and run this software?,5,60.70500000000001,0
"So, if we go back to this image that I showed you before, what happens when we run this type of software here?","Revisiting that earlier image, what effect does running the software have?",6,41.8518181818182,0
"So, if we go back to this image that I showed you before, what happens when we run this type of software here?","When we go back to that image, what result will the software produce?",7,83.0092307692308,0
"So, if we go back to this image that I showed you before, what happens when we run this type of software here?","Going back to the image, what will running the software do?",8,80.30636363636367,1
"So, if we go back to this image that I showed you before, what happens when we run this type of software here?",What happens if we return to the image and run the software?,9,81.85500000000002,0
"So, if we go back to this image that I showed you before, what happens when we run this type of software here?",What happens if we go back and run the software on this image?,1,89.51692307692309,0
"So if we run this type of commercial software, we can detect very well the face of this woman, we can detect the key points, and the software is answering in this case that this woman is feeling happiness because it detects a smile with a strong confidence, it detects attention.","By running commercial software, the face of a woman can be detected accurately along with key points. The software confidently indicates that the woman feels happiness due to her smile and attention.",2,47.83250000000001,0
"So if we run this type of commercial software, we can detect very well the face of this woman, we can detect the key points, and the software is answering in this case that this woman is feeling happiness because it detects a smile with a strong confidence, it detects attention.","The commercial software can very accurately detect the face of this woman and identify key points, further indicating with strong confidence that she is experiencing happiness due to a detected smile and paying attention.",1,15.56617647058826,1
"So if we run this type of commercial software, we can detect very well the face of this woman, we can detect the key points, and the software is answering in this case that this woman is feeling happiness because it detects a smile with a strong confidence, it detects attention.",This type of commercial software can accurately detect the face of a woman and identify key points. The software indicates that the woman is feeling happiness because it detects a smile with strong confidence and her attention.,9,48.581824324324344,0
"I don't know exactly how this detection of attention works here, but actually it's pretty accurate.","I'm unclear on how attention detection works, but it's accurate.",2,52.86500000000001,0
"I don't know exactly how this detection of attention works here, but actually it's pretty accurate.","I'm not sure how attention detection works here, but it is accurate.",3,67.75500000000001,0
"I don't know exactly how this detection of attention works here, but actually it's pretty accurate.",I'm unsure how attention detection works but it's accurate.,8,47.30000000000004,0
But what happens with him?,What happens to him?,9,97.025,1
But what happens with him?,What will happen to him?,8,100.24000000000002,0
But what happens with him?,What events transpire with him?,7,66.40000000000003,0
But what happens with him?,What specifically happens with him?,6,49.48000000000002,0
But what happens with him?,What ultimately transpires with him?,5,32.56000000000003,0
But what happens with him?,Could you explain what happens with him?,4,90.95857142857145,0
But what happens with him?,What occurs in the future with him?,3,90.95857142857145,0
But what happens with him?,Would someone tell me what happens with him?,2,92.965,0
But what happens with him?,Can anyone explain what the events happening with him are?,1,61.32500000000002,0
But what happens with him?,Kindly narrate to me the specific events taking place with him.,1,64.9245454545455,0
So what happens with him is that the system is not working.,The system is not working for him.,9,90.95857142857145,1
So what happens with him is that the system is not working.,The system fails him.,8,97.025,0
So what happens with him is that the system is not working.,What's happening to him is that the system fails.,7,84.90000000000003,0
So what happens with him is that the system is not working.,"For him, the system is malfunctioning, and it's a problem.",4,69.78500000000001,0
So what happens with him is that the system is not working.,"The problem that arises for him is that the system in place is not operational anymore, leading to significant issues.",1,38.48500000000004,0
So here we have a problem and it's all the key points of the face are not actually visible.,The issue is that the key points of the face are not visible.,1,89.51692307692309,0
So here we have a problem and it's all the key points of the face are not actually visible.,"The key points of the face are invisible, posing a problem.",2,72.61545454545457,0
So here we have a problem and it's all the key points of the face are not actually visible.,We face a problem because the face's key points are not visible.,3,74.805,0
So here we have a problem and it's all the key points of the face are not actually visible.,The problem is that the key points of the face aren't visible.,4,81.85500000000002,0
So here we have a problem and it's all the key points of the face are not actually visible.,We are facing an issue where the face's key points can't be seen.,5,89.51692307692309,0
So here we have a problem and it's all the key points of the face are not actually visible.,"The face's key points are not visible, making it a problem.",6,72.61545454545457,0
So here we have a problem and it's all the key points of the face are not actually visible.,We have a problem because we can't see the face's key points.,7,88.905,0
So here we have a problem and it's all the key points of the face are not actually visible.,"We can't see the key points of the face, which is a problem.",8,102.53230769230771,0
So here we have a problem and it's all the key points of the face are not actually visible.,"The face's key points aren't visible, causing an issue.",9,56.70000000000002,0
So here we have a problem and it's all the key points of the face are not actually visible.,The face's key points are not visible.,1,78.87285714285717,0
"And also we have a profile view, so it's not a frontal view anymore where everything is visible, right?","We now have a profile view, not a frontal view where all is visible, correct?",1,78.81000000000003,0
"And also we have a profile view, so it's not a frontal view anymore where everything is visible, right?",We now see a profile view instead of a frontal view where everything was visible.,2,67.53000000000003,0
"And also we have a profile view, so it's not a frontal view anymore where everything is visible, right?",Now we have a profile view instead of a frontal view where all was visible.,3,78.81000000000003,0
"And also we have a profile view, so it's not a frontal view anymore where everything is visible, right?","We now use a profile view, rather than a frontal view where everything was seen.",4,78.81000000000003,0
"And also we have a profile view, so it's not a frontal view anymore where everything is visible, right?","We now have a side view, not the frontal view where all was visible.",5,89.89642857142859,0
"And also we have a profile view, so it's not a frontal view anymore where everything is visible, right?",We now have a profile view instead of the frontal view where all was visible.,6,78.81000000000003,0
"And also we have a profile view, so it's not a frontal view anymore where everything is visible, right?","We now see a profile view, not the frontal view where everything was visible.",7,71.76785714285715,1
"And also we have a profile view, so it's not a frontal view anymore where everything is visible, right?","Now we use a profile view, not a front view where all was visible.",9,89.89642857142859,0
More problems.,More problems.,9,77.90500000000002,0
So here we have another example.|,"Thus, we have one more instance.|",9,102.045,0
So here we have another example.|,This is another instance we have.|,8,73.84500000000001,0
So here we have another example.|,Here is another illustration of our point.|,7,42.61571428571432,0
So here we have another example.|,"Again, we present an additional case to consider.|",6,40.09,0
So here we have another example.|,This is yet another instance that we are showing.|,5,75.50000000000003,0
So here we have another example.|,Another instance we show here is this one.|,4,82.39000000000001,0
So here we have another example.|,An additional instance that we illustrate here.|,3,42.61571428571432,0
So here we have another example.|,An extra scenario we demonstrate here.|,2,31.545000000000016,0
So here we have another example.|,One additional occurrence is introduced in this case.|,1,40.09,0
So here we have another example.|,An additional illustration is provided here as well.|,1,29.515000000000015,0
Here is a face.,This is a visage.,1,97.025,0
Here is a face.,A visage is presented.,2,54.72500000000002,0
Here is a face.,Observe a face here.,3,97.025,0
Here is a face.,"Look, it is a face.",4,117.16000000000003,0
Here is a face.,You can see a face.,5,117.16000000000003,0
Here is a face.,There is a visible face.,6,83.32000000000004,0
Here is a face.,Here is shown a face.,7,117.16000000000003,0
Here is a face.,"Behold, a face.",8,90.99000000000004,0
Here is a face.,"A face, right here.",9,118.17500000000001,0
Here is a face.,Here is a face.,1,118.17500000000001,0
"If we run the software, it says, you see surprise.","Upon running the software, it says, ""You see surprise.""",1,75.50000000000003,0
"If we run the software, it says, you see surprise.","When we run the software, it displays a surprise message.",2,78.24500000000002,0
