original_sentence,summary,level,FRE,performance,performance,performance
"So for instance, when we are nervous, usually our heart rate increases, also our respiration rate increases, we sweat, so the electrodermal activity in our skin also changes. Our facial expression changes, our gaze patterns change, our pupil changes as well, our blood pressure, and we have different body postures.|","When we are nervous, our heart and breath rates rise. We sweat, and our skin, face, eyes, blood pressure, and posture change.|",8,91.84272727272729,0,0,0
"So for instance, when we are nervous, usually our heart rate increases, also our respiration rate increases, we sweat, so the electrodermal activity in our skin also changes. Our facial expression changes, our gaze patterns change, our pupil changes as well, our blood pressure, and we have different body postures.|","When nervous, heart rate rises and we breathe faster. We sweat, and skin and facial expressions change. Eyes and blood pressure change too.|",9,92.38376811594205,1,1,1
"So for instance, when we are nervous, usually our heart rate increases, also our respiration rate increases, we sweat, so the electrodermal activity in our skin also changes. Our facial expression changes, our gaze patterns change, our pupil changes as well, our blood pressure, and we have different body postures.|","When nervous, our heart and breath rates rise. We sweat. Skin, face, eyes, blood pressure, and posture all change.|",1,97.9961403508772,0,0,0
"We use different gestures depending on how we feel. Our voice can change as well, the way we write, the way we type in our phones, for instance.","The gestures we use depend on our feelings, as do our voice, writing, and phone typing.",1,68.9825,0,0,0
"We use different gestures depending on how we feel. Our voice can change as well, the way we write, the way we type in our phones, for instance.","Our behavior, such as gestures, voice, and writing, changes with feelings.",2,49.54272727272729,0,0,0
"We use different gestures depending on how we feel. Our voice can change as well, the way we write, the way we type in our phones, for instance.","Our gestures, voice, writing, even phone typing change with feelings.",3,52.86500000000001,0,0,0
"We use different gestures depending on how we feel. Our voice can change as well, the way we write, the way we type in our phones, for instance.","Depending on our feelings, our gestures and voices change.",4,47.30000000000004,1,1,1
"We use different gestures depending on how we feel. Our voice can change as well, the way we write, the way we type in our phones, for instance.","Our feelings alter gestures, voice, writing, and phone typing.",5,47.30000000000004,0,0,0
"We use different gestures depending on how we feel. Our voice can change as well, the way we write, the way we type in our phones, for instance.",Gestures and voice change with our feelings.,6,78.87285714285717,0,0,0
"We use different gestures depending on how we feel. Our voice can change as well, the way we write, the way we type in our phones, for instance.",Our gestures and voice change with feelings.,7,78.87285714285717,1,1,1
"We use different gestures depending on how we feel. Our voice can change as well, the way we write, the way we type in our phones, for instance.",Our gestures change with feelings.,8,66.40000000000003,0,0,0
"We use different gestures depending on how we feel. Our voice can change as well, the way we write, the way we type in our phones, for instance.",Gestures change with feelings.,9,75.87500000000001,0,0,0
"We use different gestures depending on how we feel. Our voice can change as well, the way we write, the way we type in our phones, for instance.",Feelings change gestures.,1,34.59000000000003,0,0,0
So there are a lot of signals that change with our emotions.,Many signals vary with emotions.,9,32.56000000000003,0,0,0
So what we can do is all of these signals can be captured with different types of sensors.,We can capture these emotion signals using various sensors.,6,37.900000000000034,0,0,0
"And then we capture these signals, and if we have data, label data with emotions, What we can do is we can try to find patterns in these signals that correlate with emotions and develop machine learning algorithms or systems that can recognize the emotions using this type of information. The same way we process other type of information.|","We capture signals, label with emotions, find patterns, and create algorithms to recognize emotions.|",9,23.42500000000001,0,0,0
"And then we capture these signals, and if we have data, label data with emotions, What we can do is we can try to find patterns in these signals that correlate with emotions and develop machine learning algorithms or systems that can recognize the emotions using this type of information. The same way we process other type of information.|","Capture signals, label them with emotions, find patterns, and develop algorithms to recognize emotions similarly.|",8,11.130000000000024,0,0,0
"And then we capture these signals, and if we have data, label data with emotions, What we can do is we can try to find patterns in these signals that correlate with emotions and develop machine learning algorithms or systems that can recognize the emotions using this type of information. The same way we process other type of information.|","Signals are captured and labeled with emotions. Patterns correlating with emotions are found, for machine learning algorithms to recognize them, using similar processing techniques for other data.|",5,27.06583333333336,0,0,0
"And then we capture these signals, and if we have data, label data with emotions, What we can do is we can try to find patterns in these signals that correlate with emotions and develop machine learning algorithms or systems that can recognize the emotions using this type of information. The same way we process other type of information.|","We capture signals and label data with emotions. Then, we find patterns that correlate with emotions and develop algorithms to recognize them in a similar way to other information.|",4,37.50370689655173,0,0,0
"And then we capture these signals, and if we have data, label data with emotions, What we can do is we can try to find patterns in these signals that correlate with emotions and develop machine learning algorithms or systems that can recognize the emotions using this type of information. The same way we process other type of information.|","First, we capture the signals and label the data with emotions. Next, we find patterns that correlate with emotions and create machine learning algorithms to recognize these emotions using similar processing.|",3,38.27669354838713,1,1,1
"And then we capture these signals, and if we have data, label data with emotions, What we can do is we can try to find patterns in these signals that correlate with emotions and develop machine learning algorithms or systems that can recognize the emotions using this type of information. The same way we process other type of information.|","Signals are captured and emotions labeled. Finding patterns correlating with emotions, we develop machine learning algorithms to recognize them, using similar methods as for other information types.|",2,14.532500000000027,0,0,0
"I'm going to focus first on the, so I'm going to talk about some examples of how can we capture this emotional information. And I'm going to start with vision modality, which is one of my areas of expertise.","I will first discuss examples of capturing emotional information, starting with vision, my expertise.",1,17.382142857142867,1,1,1
"I'm going to focus first on the, so I'm going to talk about some examples of how can we capture this emotional information. And I'm going to start with vision modality, which is one of my areas of expertise.","First, I will cover how to capture emotional information through vision, an area I specialize in.",2,37.25750000000002,0,0,0
"I'm going to focus first on the, so I'm going to talk about some examples of how can we capture this emotional information. And I'm going to start with vision modality, which is one of my areas of expertise.","I will start with examples on capturing emotional info, focusing on vision, my field of expertise.",3,37.25750000000002,1,1,1
"I'm going to focus first on the, so I'm going to talk about some examples of how can we capture this emotional information. And I'm going to start with vision modality, which is one of my areas of expertise.","I will first explain capturing emotional info, starting with vision, an area I know well.",4,44.97000000000003,1,1,1
"I'm going to focus first on the, so I'm going to talk about some examples of how can we capture this emotional information. And I'm going to start with vision modality, which is one of my areas of expertise.","I will begin with how we capture emotional info, focusing on vision, where I have expertise.",5,47.83250000000001,0,0,0
"I'm going to focus first on the, so I'm going to talk about some examples of how can we capture this emotional information. And I'm going to start with vision modality, which is one of my areas of expertise.","I will discuss capturing emotional information, starting with vision, my area of expertise.",6,11.424615384615407,0,0,0
"I'm going to focus first on the, so I'm going to talk about some examples of how can we capture this emotional information. And I'm going to start with vision modality, which is one of my areas of expertise.","Let's start with how to capture emotional info, using vision, my expertise area.",7,37.455384615384645,0,0,0
"I'm going to focus first on the, so I'm going to talk about some examples of how can we capture this emotional information. And I'm going to start with vision modality, which is one of my areas of expertise.","I'll discuss capturing emotion using vision, my specialty.",8,18.940000000000026,0,0,0
"I'm going to focus first on the, so I'm going to talk about some examples of how can we capture this emotional information. And I'm going to start with vision modality, which is one of my areas of expertise.","I'll start with capturing emotions using vision, my field.",9,56.70000000000002,0,0,0
"I'm going to focus first on the, so I'm going to talk about some examples of how can we capture this emotional information. And I'm going to start with vision modality, which is one of my areas of expertise.","I'll begin with capturing emotions via vision, my field.",9,47.30000000000004,0,0,0
"So visual modality, cameras. What has been done so far for recognizing emotions from information captured by cameras?|",How are emotions recognized from visual information by cameras?,2,9.700000000000017,0,0,0
"So visual modality, cameras. What has been done so far for recognizing emotions from information captured by cameras?|",What methods are used to identify emotions from visual data?,3,35.94500000000002,1,1,1
"So visual modality, cameras. What has been done so far for recognizing emotions from information captured by cameras?|",Cameras gather data. How is this data used to detect emotions?,4,55.12522727272727,0,0,0
"So visual modality, cameras. What has been done so far for recognizing emotions from information captured by cameras?|",How are emotions identified by analyzing data captured by cameras?,5,10.564999999999998,0,0,0
"So visual modality, cameras. What has been done so far for recognizing emotions from information captured by cameras?|",How can cameras be used to recognize emotions from visual data?,6,41.8518181818182,0,0,0
"So visual modality, cameras. What has been done so far for recognizing emotions from information captured by cameras?|",What progress has been made in recognizing emotions with cameras?,7,44.405,0,0,0
"So visual modality, cameras. What has been done so far for recognizing emotions from information captured by cameras?|",How do cameras detect emotions from visual data?,9,29.515000000000015,0,0,0
"So visual modality, cameras. What has been done so far for recognizing emotions from information captured by cameras?|",How are emotions recognized from visuals by cameras?,1,40.09,0,0,0
Any idea? What's the most popular research from a computer vision perspective to recognize emotions?,What is popular research in computer vision for emotion recognition?,9,19.025000000000006,0,0,0
Any idea? What's the most popular research from a computer vision perspective to recognize emotions?,What is the top research in computer vision for recognizing emotions?,9,41.8518181818182,0,0,0
Any idea? What's the most popular research from a computer vision perspective to recognize emotions?,Can you name popular research in computer vision for emotion recognition?,8,26.470000000000027,0,0,0
Any idea? What's the most popular research from a computer vision perspective to recognize emotions?,What's the leading research in computer vision for recognizing emotions?,7,27.485000000000014,0,0,0
Any idea? What's the most popular research from a computer vision perspective to recognize emotions?,What is the most popular research in computer vision to recognize emotions?,6,39.55500000000001,0,0,0
Any idea? What's the most popular research from a computer vision perspective to recognize emotions?,Do you know the most renowned research in computer vision for emotion analysis?,5,43.963076923076954,0,0,0
Any idea? What's the most popular research from a computer vision perspective to recognize emotions?,What's widely regarded as the best research in computer vision for emotional recognition?,4,24.440000000000026,0,0,0
Any idea? What's the most popular research from a computer vision perspective to recognize emotions?,Can you identify the leading study in computer vision that is popular for recognizing emotions?,3,22.410000000000025,0,0,0
Any idea? What's the most popular research from a computer vision perspective to recognize emotions?,Are you aware of the most widely recognized research in computer vision for emotion recognition?,1,33.690000000000026,0,0,0
"And this was a completely unsolved problem. So I was working a little bit in this type of software, trying to recognize key points in the faces, working with images acquired under controlled environments, and nothing was working by then.","This was an entirely unsolved issue, and I was doing a bit of work in this software, attempting to identify key facial points using images from controlled settings, but nothing was effective.",1,34.23625000000004,0,0,0
"And this was a completely unsolved problem. So I was working a little bit in this type of software, trying to recognize key points in the faces, working with images acquired under controlled environments, and nothing was working by then.","This was an unsolved issue. I was working on software to identify facial key points in images from controlled settings, but it was not working.",2,65.55550000000002,0,0,0
"And this was a completely unsolved problem. So I was working a little bit in this type of software, trying to recognize key points in the faces, working with images acquired under controlled environments, and nothing was working by then.","This issue remained unsolved. I worked on software to recognize facial points from images taken in controlled settings, but it failed.",4,59.20607142857145,0,0,0
"And this was a completely unsolved problem. So I was working a little bit in this type of software, trying to recognize key points in the faces, working with images acquired under controlled environments, and nothing was working by then.","This was an unsolved issue. I tried using software to find facial points in controlled images, but it did not work.",5,79.34892857142859,0,0,0
"And this was a completely unsolved problem. So I was working a little bit in this type of software, trying to recognize key points in the faces, working with images acquired under controlled environments, and nothing was working by then.","It was an unsolved issue. I used software to detect facial points in images, but it failed.",8,78.77220588235295,0,0,0
"And this was a completely unsolved problem. So I was working a little bit in this type of software, trying to recognize key points in the faces, working with images acquired under controlled environments, and nothing was working by then.","The problem was unsolved. I tried software to find facial points, but it failed.",9,84.9157142857143,0,0,0
"So now after 10 years, we have these softwares that work very well in recognizing some of the key points on your face, tracking these key points, and doing some matching between the emotions, so the expressions that are observed and the possible emotions that they are expressing.","After a decade, software can recognize key facial points, track them, and match expressions with emotions.",1,53.120000000000005,0,0,0
"So now after 10 years, we have these softwares that work very well in recognizing some of the key points on your face, tracking these key points, and doing some matching between the emotions, so the expressions that are observed and the possible emotions that they are expressing.","In a decade, software can effectively recognize and track facial points to match emotions.",7,47.59642857142859,0,0,0
"So now after 10 years, we have these softwares that work very well in recognizing some of the key points on your face, tracking these key points, and doing some matching between the emotions, so the expressions that are observed and the possible emotions that they are expressing.","Software now recognizes key facial points, tracks them, and matches expressions to emotions.",9,43.963076923076954,0,0,0
"This software works very well, so it's very well at detecting the patterns, it's very while detecting the key points, it's complicated to associate the correct emotion to an expression, a phase expression, but it works pretty well in some applications. It's being used for test users, for instance, but the problem of this software is that it does not work in the wild.|",This software is effective at pattern detection and identifying key points but has difficulty associating emotions and does not work in uncontrolled environments.,1,10.611739130434785,1,1,1
"This software works very well, so it's very well at detecting the patterns, it's very while detecting the key points, it's complicated to associate the correct emotion to an expression, a phase expression, but it works pretty well in some applications. It's being used for test users, for instance, but the problem of this software is that it does not work in the wild.|",This software can effectively detect patterns and key points but struggles with associating correct emotions and is unreliable in uncontrolled environments.,2,8.262857142857143,0,0,0
"So we would like to have machines that can recognize emotions in any condition. So, if we go back to this image that I showed you before, what happens when we run this type of software here?","We want machines to recognize emotions always. If we see the previous image, what happens when running the software?",9,59.16092105263158,0,0,0
"So we would like to have machines that can recognize emotions in any condition. So, if we go back to this image that I showed you before, what happens when we run this type of software here?","We wish to have machines recognize emotions anywhere. Looking at the image, what does this software do?",8,63.84279411764709,0,0,0
"So we would like to have machines that can recognize emotions in any condition. So, if we go back to this image that I showed you before, what happens when we run this type of software here?","We want machines to understand emotions in any case. Referring to the image, what happens when running this software?",7,59.16092105263158,0,0,0
"So we would like to have machines that can recognize emotions in any condition. So, if we go back to this image that I showed you before, what happens when we run this type of software here?","We need machines to identify emotions anywhere. Looking at this image again, what happens with the software?",6,48.9133823529412,0,0,0
"So we would like to have machines that can recognize emotions in any condition. So, if we go back to this image that I showed you before, what happens when we run this type of software here?","We want machines to detect emotions in all situations. Referring to the image shown, what happens when we use the software?",5,67.2632142857143,0,0,0
"So we would like to have machines that can recognize emotions in any condition. So, if we go back to this image that I showed you before, what happens when we run this type of software here?","We hope for machines to discern emotions everywhere. When we see the previous image, what result follows from running the software?",4,59.20607142857145,0,0,0
"So we would like to have machines that can recognize emotions in any condition. So, if we go back to this image that I showed you before, what happens when we run this type of software here?","We desire machines capable of recognizing emotions regardless of context. Returning to the image displayed earlier, what are the results when this software operates?",3,28.980000000000018,0,0,0
"So we would like to have machines that can recognize emotions in any condition. So, if we go back to this image that I showed you before, what happens when we run this type of software here?","Machines recognizing emotions in any scenario is our goal. Referring back to the image presented, what outcomes arise from utilizing this software?",2,26.470000000000027,1,1,1
"So we would like to have machines that can recognize emotions in any condition. So, if we go back to this image that I showed you before, what happens when we run this type of software here?","Our objective is having machines that can recognize emotions in any situation. Referring to the earlier image shown, what occurs when we operate this software?",1,35.099500000000035,0,0,0
"So if we run this type of commercial software, we can detect very well the face of this woman, we can detect the key points, and the software is answering in this case that this woman is feeling happiness because it detects a smile with a strong confidence, it detects attention. I don't know exactly how this detection of attention works here, but actually it's pretty accurate.",Software detects face and happiness from a smile accurately.,9,56.70000000000002,0,0,0
"So if we run this type of commercial software, we can detect very well the face of this woman, we can detect the key points, and the software is answering in this case that this woman is feeling happiness because it detects a smile with a strong confidence, it detects attention. I don't know exactly how this detection of attention works here, but actually it's pretty accurate.","The software detects a face and smile, showing happiness accurately.",1,52.86500000000001,0,0,0
But what happens with him? So what happens with him is that the system is not working.,The system is malfunctioning for him.,9,59.745000000000005,0,0,0
But what happens with him? So what happens with him is that the system is not working.,The system is broken for him.,8,87.94500000000002,1,1,1
But what happens with him? So what happens with him is that the system is not working.,The system is not functioning for him.,7,78.87285714285717,1,1,1
But what happens with him? So what happens with him is that the system is not working.,He is facing issues because the system is not working.,6,69.78500000000001,1,1,1
But what happens with him? So what happens with him is that the system is not working.,He is troubled by the fact the system is malfunctioning.,5,69.78500000000001,0,0,0
But what happens with him? So what happens with him is that the system is not working.,The malfunctioning system is causing issues for him.,4,50.66500000000002,0,0,0
But what happens with him? So what happens with him is that the system is not working.,"Because the system is not working properly, he is experiencing issues.",3,41.8518181818182,0,0,0
But what happens with him? So what happens with him is that the system is not working.,He is experiencing issues because the system is not operating correctly as intended.,2,17.932307692307717,0,0,0
But what happens with him? So what happens with him is that the system is not working.,"Due to the inability of the system to function as expected, he is experiencing problems.",2,39.33000000000001,0,0,0
So here we have a problem and it's all the key points of the face are not actually visible. So we have strong occlusions and highlights because of the glasses of the person.,Glasses hide key face points.,1,100.24000000000002,0,0,0
"And also we have a profile view, so it's not a frontal view anymore where everything is visible, right? So this type of software, when you run them in open environments, you face that when you have nonfrontal faces and partial occlusions, they might not work as well as we would like.",The software might have troubles with side views and some blocks.,2,95.68818181818183,0,0,0
"And also we have a profile view, so it's not a frontal view anymore where everything is visible, right? So this type of software, when you run them in open environments, you face that when you have nonfrontal faces and partial occlusions, they might not work as well as we would like.","With the side view, the software may not work well.",3,103.625,0,0,0
"And also we have a profile view, so it's not a frontal view anymore where everything is visible, right? So this type of software, when you run them in open environments, you face that when you have nonfrontal faces and partial occlusions, they might not work as well as we would like.",Software works less well with side faces and blocks.,4,94.30000000000001,0,0,0
"And also we have a profile view, so it's not a frontal view anymore where everything is visible, right? So this type of software, when you run them in open environments, you face that when you have nonfrontal faces and partial occlusions, they might not work as well as we would like.",The side view causes software issues.,7,73.84500000000001,1,1,1
"And also we have a profile view, so it's not a frontal view anymore where everything is visible, right? So this type of software, when you run them in open environments, you face that when you have nonfrontal faces and partial occlusions, they might not work as well as we would like.",Side views cause issues for the software.,8,90.95857142857145,0,0,0
"And also we have a profile view, so it's not a frontal view anymore where everything is visible, right? So this type of software, when you run them in open environments, you face that when you have nonfrontal faces and partial occlusions, they might not work as well as we would like.",Side views make software less effective.,9,73.84500000000001,0,0,0
"And also we have a profile view, so it's not a frontal view anymore where everything is visible, right? So this type of software, when you run them in open environments, you face that when you have nonfrontal faces and partial occlusions, they might not work as well as we would like.",Side views reduce software effectiveness.,9,49.48000000000002,0,0,0
More problems. So here we have another example.,Additional issues arise; here is another instance.,1,18.44428571428574,1,1,1
More problems. So here we have another example.,We see more problems. Here is another example.,5,65.30000000000001,0,0,0
More problems. So here we have another example.,More issues arise. Here is another example.,7,46.1682142857143,0,0,0
More problems. So here we have another example.,More problems here. Another example follows.,9,34.59000000000003,0,0,0
"Here is a face. If we run the software, it says, you see surprise.","When the software analyzes, it detects surprise on the face.",1,61.32500000000002,0,0,0
"Here is a face. If we run the software, it says, you see surprise.",The software can detect surprise when examining a face.,2,56.70000000000002,0,0,0
"Here is a face. If we run the software, it says, you see surprise.",Face detection software identifies surprise.,3,-1.2799999999999727,0,0,0
"Here is a face. If we run the software, it says, you see surprise.",Software finds surprise in the face.,4,87.94500000000002,0,0,0
"Here is a face. If we run the software, it says, you see surprise.",The software shows surprise in the face.,5,90.95857142857145,0,0,0
"Here is a face. If we run the software, it says, you see surprise.",Software finds surprise in a face.,6,87.94500000000002,0,0,0
"Here is a face. If we run the software, it says, you see surprise.",Software detects surprise in a face.,7,73.84500000000001,1,1,1
"Here is a face. If we run the software, it says, you see surprise.",The software detects surprise.,8,54.72500000000002,0,0,0
"Here is a face. If we run the software, it says, you see surprise.",Software shows surprise.,9,62.79000000000002,0,0,0
The mouth is open. So it's detecting perfectly well a very prototypical expression of surprise.,"The mouth is ajar, showing a clear surprise.",9,82.39000000000001,0,0,0
The mouth is open. So it's detecting perfectly well a very prototypical expression of surprise.,The mouth is wide open and indicates surprise.,8,71.81500000000001,0,0,0
The mouth is open. So it's detecting perfectly well a very prototypical expression of surprise.,The widely open mouth signals a typical surprise.,7,50.66500000000002,0,0,0
The mouth is open. So it's detecting perfectly well a very prototypical expression of surprise.,"The mouth is open, suggesting standard surprise.",6,54.70142857142861,0,0,0
The mouth is open. So it's detecting perfectly well a very prototypical expression of surprise.,"With the open mouth, it shows a common surprise.",5,84.90000000000003,0,0,0
The mouth is open. So it's detecting perfectly well a very prototypical expression of surprise.,The open mouth demonstrates a typical surprise.,4,42.61571428571432,1,1,1
The mouth is open. So it's detecting perfectly well a very prototypical expression of surprise.,An open mouth indicates the prototypical expression of surprise.,3,19.100000000000023,0,0,0
The mouth is open. So it's detecting perfectly well a very prototypical expression of surprise.,"An open mouth is detected, showing a very clear example of surprise.",2,53.655,0,0,0
The mouth is open. So it's detecting perfectly well a very prototypical expression of surprise.,"The system detects an open mouth, which is a very prototypical expression of surprise.",1,41.553571428571445,0,0,0
"But when we look at the context, we realize that it's not surprise, right? So the thing is that this kit, we see a facial expression here but has nothing to do with the emotion, it's related to the action he is performing.|","When we look at it, we realize it's not surprise. The facial expression is linked to his action, not his emotion.",9,79.34892857142859,0,0,0
"But when we look at the context, we realize that it's not surprise, right? So the thing is that this kit, we see a facial expression here but has nothing to do with the emotion, it's related to the action he is performing.|","Considering the context, it is clear it's not a surprise. The expression is related to his action, not emotion.",7,59.16092105263158,0,0,0
"But when we look at the context, we realize that it's not surprise, right? So the thing is that this kit, we see a facial expression here but has nothing to do with the emotion, it's related to the action he is performing.|","Looking at the circumstances, we see it's not a surprise. The facial expression connects with his action, not his emotions.",6,61.32500000000002,1,1,1
"But when we look at the context, we realize that it's not surprise, right? So the thing is that this kit, we see a facial expression here but has nothing to do with the emotion, it's related to the action he is performing.|","In this context, it's not a surprise. The facial expression is about the action he does and not about his emotion.",4,71.29178571428572,0,0,0
"But when we look at the context, we realize that it's not surprise, right? So the thing is that this kit, we see a facial expression here but has nothing to do with the emotion, it's related to the action he is performing.|","When examining the context, we comprehend it is not a surprise. The facial expression portrayed is associated with the action he is carrying out and not the emotional state.",1,46.2554310344828,0,0,0
"But when we look at the context, we realize that it's not surprise, right? So the thing is that this kit, we see a facial expression here but has nothing to do with the emotion, it's related to the action he is performing.|","In context, we see it's no surprise. The facial expression he has is connected to what he does, not how he feels.",2,84.15181818181821,0,0,0
"So some of our facial expressions have nothing to do with our emotions but with other things. For instance, when you talk, you change a lot your facial expression.",Certain facial expressions are unrelated to emotions; talking often changes expressions.,1,3.3972727272727354,0,0,0
"So some of our facial expressions have nothing to do with our emotions but with other things. For instance, when you talk, you change a lot your facial expression.",Facial expressions can be unrelated to emotions and change when you talk.,2,53.655,0,0,0
"So some of our facial expressions have nothing to do with our emotions but with other things. For instance, when you talk, you change a lot your facial expression.",Talking often changes facial expressions not related to emotions.,4,19.100000000000023,0,0,0
"So some of our facial expressions have nothing to do with our emotions but with other things. For instance, when you talk, you change a lot your facial expression.",Facial expressions change during talking and are not always emotional.,5,35.94500000000002,0,0,0
"So some of our facial expressions have nothing to do with our emotions but with other things. For instance, when you talk, you change a lot your facial expression.",Facial expressions while talking often have no connection to emotions.,7,35.94500000000002,0,0,0
"So some of our facial expressions have nothing to do with our emotions but with other things. For instance, when you talk, you change a lot your facial expression.","Talking changes our facial expressions, which aren't always emotional.",8,9.700000000000017,0,0,0
"So some of our facial expressions have nothing to do with our emotions but with other things. For instance, when you talk, you change a lot your facial expression.",Speaking changes our facial expressions not always tied to emotions.,9,35.94500000000002,0,0,0
"So some of our facial expressions have nothing to do with our emotions but with other things. For instance, when you talk, you change a lot your facial expression.","Talking changes our facial expressions, not always related to emotions.",1,19.025000000000006,1,1,1
It has nothing to do with your emotion. And another difficulty is giving the correct emotional meaning to an isolated facial expression.|,It's unrelated to emotion. Another challenge is interpreting a separate facial expression's emotional meaning.|,9,-5.727142857142809,0,0,0
It has nothing to do with your emotion. And another difficulty is giving the correct emotional meaning to an isolated facial expression.|,Emotion is not involved. A further challenge is determining the correct emotional meaning of an independent facial expression.|,5,23.80000000000004,0,0,0
It has nothing to do with your emotion. And another difficulty is giving the correct emotional meaning to an isolated facial expression.|,Your emotion is not involved. Another issue is properly assigning the emotional meaning to a separate facial expression.|,2,23.80000000000004,1,1,1
"So I'm going to show you some examples of experiments that were performed by psychologists that were studying what's the level of agreement in giving an emotional label to a specific facial expression, like here.",Psychologists did experiments to see if people agree on emotional labels for facial expressions.,9,17.382142857142867,0,0,0
"So here we see clearly a facial expression, but if I ask you, what's this facial expression communicating?","You can see this facial expression, but what does it mean to you?",9,89.51692307692309,0,0,0
"Well, you might think maybe anger, maybe contempt, this gas fear. So usually people agree that this is a negative, valence emotion, but it's not clear what category.","You might think it is anger or contempt, a type of fear. People agree it is a negative emotion, but its category is unclear.",1,67.75500000000001,0,0,0
"Well, you might think maybe anger, maybe contempt, this gas fear. So usually people agree that this is a negative, valence emotion, but it's not clear what category.","You may think it is anger or contempt, a type of fear. It's agreed to be a negative emotion, but the category is unclear.",2,71.28000000000002,0,0,0
"Well, you might think maybe anger, maybe contempt, this gas fear. So usually people agree that this is a negative, valence emotion, but it's not clear what category.","You could think it is anger, contempt, or fear. It's seen as a negative emotion, but the category is unknown.",3,69.78500000000001,0,0,0
"Well, you might think maybe anger, maybe contempt, this gas fear. So usually people agree that this is a negative, valence emotion, but it's not clear what category.","You might think of anger, contempt, or fear. It's considered a negative emotion, though its category is unclear.",4,56.70000000000002,0,0,0
"Well, you might think maybe anger, maybe contempt, this gas fear. So usually people agree that this is a negative, valence emotion, but it's not clear what category.","Maybe it's anger, contempt, or fear. It's a negative emotion, but the exact category is unclear.",5,50.66500000000002,1,1,1
"Well, you might think maybe anger, maybe contempt, this gas fear. So usually people agree that this is a negative, valence emotion, but it's not clear what category.","Is it anger, contempt, or fear? It's a negative emotion, but its category is unclear.",6,58.2225,0,0,0
"Well, you might think maybe anger, maybe contempt, this gas fear. So usually people agree that this is a negative, valence emotion, but it's not clear what category.","You may think it is anger, contempt, or fear. It's negative, but its category is unclear.",8,71.81500000000001,0,0,0
"Well, you might think maybe anger, maybe contempt, this gas fear. So usually people agree that this is a negative, valence emotion, but it's not clear what category.","It could be anger, contempt, or fear. It's negative, but its category is not clear.",9,75.14250000000001,0,0,0
"Well, you might think maybe anger, maybe contempt, this gas fear. So usually people agree that this is a negative, valence emotion, but it's not clear what category.","It is anger, contempt, or fear. It's negative but unclear in category.",9,59.745000000000005,0,0,0
"The thing is that if I give you some context suddenly, we probably will agree that this is disgust and this is what happens. People agree here that the face is disgust.","If I provide context quickly, we likely agree this is disgust. People here agree the face shows disgust.",9,70.80000000000003,0,0,0
"The thing is that if I give you some context suddenly, we probably will agree that this is disgust and this is what happens. People agree here that the face is disgust.","If I explain quickly, we probably will agree it shows disgust. People agree the face shows disgust.",8,68.81926470588238,0,0,0
"The thing is that if I give you some context suddenly, we probably will agree that this is disgust and this is what happens. People agree here that the face is disgust.","If I give quick context, we likely agree this disgusts. The face here shows disgust.",7,86.42250000000001,0,0,0
"The thing is that if I give you some context suddenly, we probably will agree that this is disgust and this is what happens. People agree here that the face is disgust.","Providing some context fast, we probably agree it's disgust. People say the face shows disgust.",6,63.86250000000001,1,1,1
"The thing is that if I give you some context suddenly, we probably will agree that this is disgust and this is what happens. People agree here that the face is disgust.","Given quick context, we might agree it's disgust. Here, people agree the face is disgust.",5,75.14250000000001,0,0,0
"The thing is that if I give you some context suddenly, we probably will agree that this is disgust and this is what happens. People agree here that the face is disgust.","With quick context, we probably agree this is disgust. Here, people agree the face shows disgust.",4,71.81500000000001,0,0,0
"The thing is that if I give you some context suddenly, we probably will agree that this is disgust and this is what happens. People agree here that the face is disgust.","If quickly given context, we might agree on disgust. People here say the face is disgust.",3,77.1025,0,0,0
"The thing is that if I give you some context suddenly, we probably will agree that this is disgust and this is what happens. People agree here that the face is disgust.","When given context quickly, we might agree on disgust. Here, people say the face is disgust.",2,77.1025,0,0,0
"The thing is that if I give you some context suddenly, we probably will agree that this is disgust and this is what happens. People agree here that the face is disgust.","If given context quickly, we will probably agree it's disgust. People here agree the face shows disgust.",1,63.84279411764709,0,0,0
"The thing is that if I give you some context suddenly, we probably will agree that this is disgust and this is what happens. People agree here that the face is disgust.","Quickly given some context, we likely agree this shows disgust. Here, people agree the face is disgust.",1,68.81926470588238,0,0,0
"But if you give you a different context, then people strongly agree that this is anger. So they have a lot of examples and they run a lot of experiments in using the exact same facial expression in different contexts.|",Different context heavily influences perceiving anger; they experiment using identical expressions.,1,-42.74818181818179,0,0,0
"But if you give you a different context, then people strongly agree that this is anger. So they have a lot of examples and they run a lot of experiments in using the exact same facial expression in different contexts.|",People universally agree on anger in differing contexts and conduct experiments.,2,3.3972727272727354,0,0,0
"But if you give you a different context, then people strongly agree that this is anger. So they have a lot of examples and they run a lot of experiments in using the exact same facial expression in different contexts.|",Context changes how people view anger; experiments show identical expressions work.,3,18.77909090909094,0,0,0
"But if you give you a different context, then people strongly agree that this is anger. So they have a lot of examples and they run a lot of experiments in using the exact same facial expression in different contexts.|",People's perception of anger changes with context; they test expressions.,4,44.405,1,1,1
"But if you give you a different context, then people strongly agree that this is anger. So they have a lot of examples and they run a lot of experiments in using the exact same facial expression in different contexts.|",Changing context alters anger perception; they test with identical expressions.,5,19.025000000000006,0,0,0
