original_sentence,summary,level
We have this remarkable capacity for recognizing emotions. ,We have the ability to recognize others' emotions. ,6
Why is this capacity useful for us? ,Why is it helpful to recognize emotions? ,7
"It's very important to detect people's needs as well, and also to predict people's reactions. And actually emotions are so important in our lives and have a strong influence in a lot of our cognitive processes. So for instance, they modulate our attention mechanisms and they strongly influence our memory and also our learning process. So emotions are so important in our lives. ","Determining people's needs and predicting reactions is essential. Emotions are crucial as they influence cognitive processes, attention, memory, and learning. ",9
"It's very important to detect people's needs as well, and also to predict people's reactions. And actually emotions are so important in our lives and have a strong influence in a lot of our cognitive processes. So for instance, they modulate our attention mechanisms and they strongly influence our memory and also our learning process. So emotions are so important in our lives. ","Identifying needs and predicting reactions is necessary. Emotions greatly impact our lives affecting attention, memory, and learning. ",8
"It's very important to detect people's needs as well, and also to predict people's reactions. And actually emotions are so important in our lives and have a strong influence in a lot of our cognitive processes. So for instance, they modulate our attention mechanisms and they strongly influence our memory and also our learning process. So emotions are so important in our lives. ","Knowing needs and predicting reactions is vital. Emotions impact attention, memory, and learning processes. ",7
"It's very important to detect people's needs as well, and also to predict people's reactions. And actually emotions are so important in our lives and have a strong influence in a lot of our cognitive processes. So for instance, they modulate our attention mechanisms and they strongly influence our memory and also our learning process. So emotions are so important in our lives. ","It's crucial to detect needs and predict reactions. Emotions influence attention, memory, and learning processes. ",6
"It's very important to detect people's needs as well, and also to predict people's reactions. And actually emotions are so important in our lives and have a strong influence in a lot of our cognitive processes. So for instance, they modulate our attention mechanisms and they strongly influence our memory and also our learning process. So emotions are so important in our lives. ","Detecting needs and predicting reactions is important. Emotions affect attention, memory, and learning. ",5
"It's very important to detect people's needs as well, and also to predict people's reactions. And actually emotions are so important in our lives and have a strong influence in a lot of our cognitive processes. So for instance, they modulate our attention mechanisms and they strongly influence our memory and also our learning process. So emotions are so important in our lives. ","It is important to know needs and predict reactions. Emotions influence attention, memory, and learning. ",4
"It's very important to detect people's needs as well, and also to predict people's reactions. And actually emotions are so important in our lives and have a strong influence in a lot of our cognitive processes. So for instance, they modulate our attention mechanisms and they strongly influence our memory and also our learning process. So emotions are so important in our lives. ","Detecting needs and predicting reactions are key. Emotions affect attention, memory, and learning. ",3
"It's very important to detect people's needs as well, and also to predict people's reactions. And actually emotions are so important in our lives and have a strong influence in a lot of our cognitive processes. So for instance, they modulate our attention mechanisms and they strongly influence our memory and also our learning process. So emotions are so important in our lives. ","Detecting needs and predicting reactions matter. Emotions shape attention, memory, and learning. ",2
"It's very important to detect people's needs as well, and also to predict people's reactions. And actually emotions are so important in our lives and have a strong influence in a lot of our cognitive processes. So for instance, they modulate our attention mechanisms and they strongly influence our memory and also our learning process. So emotions are so important in our lives. ","Knowing needs and reactions is vital. Emotions impact attention, memory, and learning. ",1
"We imagine the AI of the future, so I'm going to ask how many of you have seen at least one of these movies here? So most of you have seen at least one of these movies. So you know what I said, I'm not going to make any spoiler, but you know what I'm saying when I say that the machines that we imagine in the future, all of them have some kind of emotional intelligence. But on the other side, emotions are so complex, right? ",Suppose you think about future AI. Who has seen these movies? Most of you have. Machines in the future might have emotions. Emotions are complex. ,1
"We imagine the AI of the future, so I'm going to ask how many of you have seen at least one of these movies here? So most of you have seen at least one of these movies. So you know what I said, I'm not going to make any spoiler, but you know what I'm saying when I say that the machines that we imagine in the future, all of them have some kind of emotional intelligence. But on the other side, emotions are so complex, right? ","Most of you have seen movies about future AI. Machines can show emotions, but emotions are complex. ",2
"We imagine the AI of the future, so I'm going to ask how many of you have seen at least one of these movies here? So most of you have seen at least one of these movies. So you know what I said, I'm not going to make any spoiler, but you know what I'm saying when I say that the machines that we imagine in the future, all of them have some kind of emotional intelligence. But on the other side, emotions are so complex, right? ","Future AI might have emotional intelligence. But, emotions are complicated, right? ",3
"We imagine the AI of the future, so I'm going to ask how many of you have seen at least one of these movies here? So most of you have seen at least one of these movies. So you know what I said, I'm not going to make any spoiler, but you know what I'm saying when I say that the machines that we imagine in the future, all of them have some kind of emotional intelligence. But on the other side, emotions are so complex, right? ","We imagine future AI with emotions. Most movies show this, but emotions are complex. ",4
"We imagine the AI of the future, so I'm going to ask how many of you have seen at least one of these movies here? So most of you have seen at least one of these movies. So you know what I said, I'm not going to make any spoiler, but you know what I'm saying when I say that the machines that we imagine in the future, all of them have some kind of emotional intelligence. But on the other side, emotions are so complex, right? ",Imagine future AI with emotions. You've seen movies about it. Emotions are complex. ,5
"We imagine the AI of the future, so I'm going to ask how many of you have seen at least one of these movies here? So most of you have seen at least one of these movies. So you know what I said, I'm not going to make any spoiler, but you know what I'm saying when I say that the machines that we imagine in the future, all of them have some kind of emotional intelligence. But on the other side, emotions are so complex, right? ","Future AI might have emotions. No spoilers, but emotions are complex. ",6
"We imagine the AI of the future, so I'm going to ask how many of you have seen at least one of these movies here? So most of you have seen at least one of these movies. So you know what I said, I'm not going to make any spoiler, but you know what I'm saying when I say that the machines that we imagine in the future, all of them have some kind of emotional intelligence. But on the other side, emotions are so complex, right? ","Many of you have seen movies about future AI. Future machines may feel emotions, but emotions are complex. ",7
"We imagine the AI of the future, so I'm going to ask how many of you have seen at least one of these movies here? So most of you have seen at least one of these movies. So you know what I said, I'm not going to make any spoiler, but you know what I'm saying when I say that the machines that we imagine in the future, all of them have some kind of emotional intelligence. But on the other side, emotions are so complex, right? ","Most of you have seen future AI movies. Future AI will have emotions, which are complex. ",8
"We imagine the AI of the future, so I'm going to ask how many of you have seen at least one of these movies here? So most of you have seen at least one of these movies. So you know what I said, I'm not going to make any spoiler, but you know what I'm saying when I say that the machines that we imagine in the future, all of them have some kind of emotional intelligence. But on the other side, emotions are so complex, right? ",Future AI may have emotions. They are complex. ,9
"Even for us sometimes it's difficult to know how others feel. We can grasp some information about the upper and emotional states of people, but it's complex sometimes to know how others feel or even how we feel. So how can machines do something that complex? Well, the thing is that when our emotions change, there are a lot of things that change in our body. ","Understanding others' feelings is often hard even for us, so it's even more difficult for machines. ",1
"Even for us sometimes it's difficult to know how others feel. We can grasp some information about the upper and emotional states of people, but it's complex sometimes to know how others feel or even how we feel. So how can machines do something that complex? Well, the thing is that when our emotions change, there are a lot of things that change in our body. ","It is difficult to know others' feelings, even for us, making it very complex for machines. ",2
"Even for us sometimes it's difficult to know how others feel. We can grasp some information about the upper and emotional states of people, but it's complex sometimes to know how others feel or even how we feel. So how can machines do something that complex? Well, the thing is that when our emotions change, there are a lot of things that change in our body. ","Knowing how others feel is difficult for humans, and even more complex for machines. ",3
"Even for us sometimes it's difficult to know how others feel. We can grasp some information about the upper and emotional states of people, but it's complex sometimes to know how others feel or even how we feel. So how can machines do something that complex? Well, the thing is that when our emotions change, there are a lot of things that change in our body. ","We struggle to understand feelings, making it harder for machines to do the same. ",4
"Even for us sometimes it's difficult to know how others feel. We can grasp some information about the upper and emotional states of people, but it's complex sometimes to know how others feel or even how we feel. So how can machines do something that complex? Well, the thing is that when our emotions change, there are a lot of things that change in our body. ","It's tough for us to know feelings, so it's harder for machines to do it. ",5
"Even for us sometimes it's difficult to know how others feel. We can grasp some information about the upper and emotional states of people, but it's complex sometimes to know how others feel or even how we feel. So how can machines do something that complex? Well, the thing is that when our emotions change, there are a lot of things that change in our body. ","It's hard for us to know feelings, so it's harder for machines. ",6
"Even for us sometimes it's difficult to know how others feel. We can grasp some information about the upper and emotional states of people, but it's complex sometimes to know how others feel or even how we feel. So how can machines do something that complex? Well, the thing is that when our emotions change, there are a lot of things that change in our body. ","It is hard for us to know feelings, so it is harder for machines. ",7
"Even for us sometimes it's difficult to know how others feel. We can grasp some information about the upper and emotional states of people, but it's complex sometimes to know how others feel or even how we feel. So how can machines do something that complex? Well, the thing is that when our emotions change, there are a lot of things that change in our body. ","We find it hard to know feelings, so it is harder for machines. ",8
"Even for us sometimes it's difficult to know how others feel. We can grasp some information about the upper and emotional states of people, but it's complex sometimes to know how others feel or even how we feel. So how can machines do something that complex? Well, the thing is that when our emotions change, there are a lot of things that change in our body. ",It's hard for us to know feelings; it's harder for machines. ,9
"Even for us sometimes it's difficult to know how others feel. We can grasp some information about the upper and emotional states of people, but it's complex sometimes to know how others feel or even how we feel. So how can machines do something that complex? Well, the thing is that when our emotions change, there are a lot of things that change in our body. ",It's hard for us to know feelings; it's difficult for machines. ,1
"So for instance, when we are nervous, usually our heart rate increases, also our respiration rate increases, we sweat, so the electrodermal activity in our skin also changes. Our facial expression changes, our gaze patterns change, our pupil changes as well, our blood pressure, and we have different body postures. We use different gestures depending on how we feel. Our voice can change as well, the way we write, the way we type in our phones, for instance.. ","When nervous, our heart rate and respiration rate increase. We sweat, and our skin's electrodermal activity changes. Our facial expression, gaze, and pupil change. Blood pressure and body posture vary as well. We use different gestures and our voice, writing, and typing can change too. ",9
"So for instance, when we are nervous, usually our heart rate increases, also our respiration rate increases, we sweat, so the electrodermal activity in our skin also changes. Our facial expression changes, our gaze patterns change, our pupil changes as well, our blood pressure, and we have different body postures. We use different gestures depending on how we feel. Our voice can change as well, the way we write, the way we type in our phones, for instance.. ","Nervousness increases heart and respiration rates, sweat, and changes in skin electrodermal activity. Facial expressions, gaze patterns, pupils, blood pressure, and body posture also change. Gestures, voice, writing, and typing vary. ",8
"So for instance, when we are nervous, usually our heart rate increases, also our respiration rate increases, we sweat, so the electrodermal activity in our skin also changes. Our facial expression changes, our gaze patterns change, our pupil changes as well, our blood pressure, and we have different body postures. We use different gestures depending on how we feel. Our voice can change as well, the way we write, the way we type in our phones, for instance.. ","When nervous, heart and breathing rates rise. We sweat, our skin's electrodermal activity changes. Expressions and gaze shift, pupils, blood pressure, and posture alter. Gestures, voice, and writing vary too. ",7
"So for instance, when we are nervous, usually our heart rate increases, also our respiration rate increases, we sweat, so the electrodermal activity in our skin also changes. Our facial expression changes, our gaze patterns change, our pupil changes as well, our blood pressure, and we have different body postures. We use different gestures depending on how we feel. Our voice can change as well, the way we write, the way we type in our phones, for instance.. ","Nervousness makes heart and breath rates rise, we sweat, and skin activity shifts. Faces, gazes, pupils, blood pressure, and body postures change. Gestures, voice, and writing vary. ",6
"So for instance, when we are nervous, usually our heart rate increases, also our respiration rate increases, we sweat, so the electrodermal activity in our skin also changes. Our facial expression changes, our gaze patterns change, our pupil changes as well, our blood pressure, and we have different body postures. We use different gestures depending on how we feel. Our voice can change as well, the way we write, the way we type in our phones, for instance.. ","When we're nervous, heart rate and breathing go up. We sweat a lot, facial expressions and gazes change. Pupils, blood pressure, posture shift. Gestures, voice, and writing also change. ",5
"So for instance, when we are nervous, usually our heart rate increases, also our respiration rate increases, we sweat, so the electrodermal activity in our skin also changes. Our facial expression changes, our gaze patterns change, our pupil changes as well, our blood pressure, and we have different body postures. We use different gestures depending on how we feel. Our voice can change as well, the way we write, the way we type in our phones, for instance.. ","Being nervous boosts heart and breath rates. We sweat and facial expressions change. Gazes, pupils, and body postures shift. Gestures and voices vary. ",4
"So for instance, when we are nervous, usually our heart rate increases, also our respiration rate increases, we sweat, so the electrodermal activity in our skin also changes. Our facial expression changes, our gaze patterns change, our pupil changes as well, our blood pressure, and we have different body postures. We use different gestures depending on how we feel. Our voice can change as well, the way we write, the way we type in our phones, for instance.. ","Nervous people see increased heart and breath rates. There's more sweat and changing expressions. Gazes and pupils shift. Body posture, gestures, and voices vary. ",3
"So for instance, when we are nervous, usually our heart rate increases, also our respiration rate increases, we sweat, so the electrodermal activity in our skin also changes. Our facial expression changes, our gaze patterns change, our pupil changes as well, our blood pressure, and we have different body postures. We use different gestures depending on how we feel. Our voice can change as well, the way we write, the way we type in our phones, for instance.. ","Nervousness raises heart rate. We breathe harder, sweat more. Our faces and gazes change. Pupils, posture vary. Gestures shift too. ",2
"So for instance, when we are nervous, usually our heart rate increases, also our respiration rate increases, we sweat, so the electrodermal activity in our skin also changes. Our facial expression changes, our gaze patterns change, our pupil changes as well, our blood pressure, and we have different body postures. We use different gestures depending on how we feel. Our voice can change as well, the way we write, the way we type in our phones, for instance.. ","When nervous, heart rate rises, breathing increases. We sweat and faces change. Pupils and gestures vary. ",1
"So there are a lot of signals that change with our emotions. So what we can do is all of these signals can be captured with different types of sensors. And then we capture these signals, and if we have data, label data with emotions, What we can do is we can try to find patterns in these signals that correlate with emotions and develop machine learning algorithms or systems that can recognize the emotions using this type of information. The same way we process other type of information. ",Emotion-related signals vary and can be captured by sensors. We can label and analyze this data to find patterns and develop algorithms to recognize emotions. ,9
"So there are a lot of signals that change with our emotions. So what we can do is all of these signals can be captured with different types of sensors. And then we capture these signals, and if we have data, label data with emotions, What we can do is we can try to find patterns in these signals that correlate with emotions and develop machine learning algorithms or systems that can recognize the emotions using this type of information. The same way we process other type of information. ",Various signals change with emotions and can be captured with sensors. Labeled data helps find patterns to develop emotion-recognition systems. ,8
"So there are a lot of signals that change with our emotions. So what we can do is all of these signals can be captured with different types of sensors. And then we capture these signals, and if we have data, label data with emotions, What we can do is we can try to find patterns in these signals that correlate with emotions and develop machine learning algorithms or systems that can recognize the emotions using this type of information. The same way we process other type of information. ","Emotions cause many signals, which sensors can capture. Labeled data allows pattern recognition for emotion-detecting systems. ",7
"So there are a lot of signals that change with our emotions. So what we can do is all of these signals can be captured with different types of sensors. And then we capture these signals, and if we have data, label data with emotions, What we can do is we can try to find patterns in these signals that correlate with emotions and develop machine learning algorithms or systems that can recognize the emotions using this type of information. The same way we process other type of information. ","Emotions produce different signals captured by sensors. With labeled data, patterns help develop systems to recognize these emotions. ",6
"So there are a lot of signals that change with our emotions. So what we can do is all of these signals can be captured with different types of sensors. And then we capture these signals, and if we have data, label data with emotions, What we can do is we can try to find patterns in these signals that correlate with emotions and develop machine learning algorithms or systems that can recognize the emotions using this type of information. The same way we process other type of information. ",Sensors capture signals that alter with emotions. Labeled data helps identify patterns for emotion-recognition algorithms. ,5
"So there are a lot of signals that change with our emotions. So what we can do is all of these signals can be captured with different types of sensors. And then we capture these signals, and if we have data, label data with emotions, What we can do is we can try to find patterns in these signals that correlate with emotions and develop machine learning algorithms or systems that can recognize the emotions using this type of information. The same way we process other type of information. ",Emotional signals are captured by sensors. Labeled data helps find patterns to create emotion-detecting systems. ,4
"So there are a lot of signals that change with our emotions. So what we can do is all of these signals can be captured with different types of sensors. And then we capture these signals, and if we have data, label data with emotions, What we can do is we can try to find patterns in these signals that correlate with emotions and develop machine learning algorithms or systems that can recognize the emotions using this type of information. The same way we process other type of information. ",Sensors capture emotion signals. Labeled data finds patterns for developing emotion-recognition systems. ,3
"So there are a lot of signals that change with our emotions. So what we can do is all of these signals can be captured with different types of sensors. And then we capture these signals, and if we have data, label data with emotions, What we can do is we can try to find patterns in these signals that correlate with emotions and develop machine learning algorithms or systems that can recognize the emotions using this type of information. The same way we process other type of information. ","Sensors can gather signals that change with emotions. Then, labeled data can be used to find patterns and develop systems to recognize emotions. ",2
"So there are a lot of signals that change with our emotions. So what we can do is all of these signals can be captured with different types of sensors. And then we capture these signals, and if we have data, label data with emotions, What we can do is we can try to find patterns in these signals that correlate with emotions and develop machine learning algorithms or systems that can recognize the emotions using this type of information. The same way we process other type of information. ",Signals changing with emotions are captured by sensors. Labeled data aids in finding patterns to develop emotion-recognition systems. ,1
"I'm going to focus first on the, so I'm going to talk about some examples of how can we capture this emotional information. And I'm going to start with vision modality, which is one of my areas of expertise. So visual modality, cameras. What has been done so far for recognizing emotions from information captured by cameras?. ","Discussing emotional data capture through vision modality, starting with cameras.. ",9
"I'm going to focus first on the, so I'm going to talk about some examples of how can we capture this emotional information. And I'm going to start with vision modality, which is one of my areas of expertise. So visual modality, cameras. What has been done so far for recognizing emotions from information captured by cameras?. ",I will explain capturing emotions using vision. Start with cameras.. ,8
"I'm going to focus first on the, so I'm going to talk about some examples of how can we capture this emotional information. And I'm going to start with vision modality, which is one of my areas of expertise. So visual modality, cameras. What has been done so far for recognizing emotions from information captured by cameras?. ",Let's capture emotional data with vision—particularly cameras.. ,7
"I'm going to focus first on the, so I'm going to talk about some examples of how can we capture this emotional information. And I'm going to start with vision modality, which is one of my areas of expertise. So visual modality, cameras. What has been done so far for recognizing emotions from information captured by cameras?. ","Discussing how to capture emotion through vision, starting with cameras.. ",6
"I'm going to focus first on the, so I'm going to talk about some examples of how can we capture this emotional information. And I'm going to start with vision modality, which is one of my areas of expertise. So visual modality, cameras. What has been done so far for recognizing emotions from information captured by cameras?. ","Examining capture of emotional data. Focus on vision modality, especially cameras.. ",5
"I'm going to focus first on the, so I'm going to talk about some examples of how can we capture this emotional information. And I'm going to start with vision modality, which is one of my areas of expertise. So visual modality, cameras. What has been done so far for recognizing emotions from information captured by cameras?. ",We begin with capturing emotional data through vision. Use cameras first.. ,4
"I'm going to focus first on the, so I'm going to talk about some examples of how can we capture this emotional information. And I'm going to start with vision modality, which is one of my areas of expertise. So visual modality, cameras. What has been done so far for recognizing emotions from information captured by cameras?. ",Focus initially on capturing emotional information. Start with vision modality using cameras.. ,3
"I'm going to focus first on the, so I'm going to talk about some examples of how can we capture this emotional information. And I'm going to start with vision modality, which is one of my areas of expertise. So visual modality, cameras. What has been done so far for recognizing emotions from information captured by cameras?. ","We'll begin by examining how to capture emotional information using the vision modality, specifically with the help of cameras.. ",2
"I'm going to focus first on the, so I'm going to talk about some examples of how can we capture this emotional information. And I'm going to start with vision modality, which is one of my areas of expertise. So visual modality, cameras. What has been done so far for recognizing emotions from information captured by cameras?. ","To start, let's focus on various ways we can capture emotional information, with an emphasis on the vision modality, utilizing cameras to recognize emotions from the data they collect.. ",1
"Any idea? What's the most popular research from a computer vision perspective to recognize emotions? So facial expression is actually the most common approach to recognize emotions. So when I was doing my PhD, I finished like 10 years ago now. ",What’s the top research in computer vision for recognizing emotions? Facial expression is most common. I finished my PhD 10 years ago. ,1
"Any idea? What's the most popular research from a computer vision perspective to recognize emotions? So facial expression is actually the most common approach to recognize emotions. So when I was doing my PhD, I finished like 10 years ago now. ",What’s the leading research for recognizing emotions in computer vision? Facial expressions are most used. I earned my PhD 10 years ago. ,2
"Any idea? What's the most popular research from a computer vision perspective to recognize emotions? So facial expression is actually the most common approach to recognize emotions. So when I was doing my PhD, I finished like 10 years ago now. ",Do you know the main research for emotion recognition in computer vision? Facial expression is most common. I completed my PhD 10 years ago. ,3
"Any idea? What's the most popular research from a computer vision perspective to recognize emotions? So facial expression is actually the most common approach to recognize emotions. So when I was doing my PhD, I finished like 10 years ago now. ",Could you tell me the popular research for recognizing emotions via computer vision? Facial expressions are usually used. I finished my PhD 10 years ago. ,4
"Any idea? What's the most popular research from a computer vision perspective to recognize emotions? So facial expression is actually the most common approach to recognize emotions. So when I was doing my PhD, I finished like 10 years ago now. ",Do you know the key research for recognizing emotions using computer vision? Facial expressions are the common method. I got my PhD 10 years ago. ,5
"Any idea? What's the most popular research from a computer vision perspective to recognize emotions? So facial expression is actually the most common approach to recognize emotions. So when I was doing my PhD, I finished like 10 years ago now. ",Can you identify the main research for emotion recognition in computer vision? Facial expressions are most common. I completed my PhD 10 years ago. ,6
"Any idea? What's the most popular research from a computer vision perspective to recognize emotions? So facial expression is actually the most common approach to recognize emotions. So when I was doing my PhD, I finished like 10 years ago now. ",Do you know the main research for emotion recognition in computer vision? The common method uses facial expressions. I earned my PhD 10 years ago. ,7
"Any idea? What's the most popular research from a computer vision perspective to recognize emotions? So facial expression is actually the most common approach to recognize emotions. So when I was doing my PhD, I finished like 10 years ago now. ",Any idea about the top research in computer vision for recognizing emotions? It often uses facial expressions. I got my PhD 10 years ago. ,8
"Any idea? What's the most popular research from a computer vision perspective to recognize emotions? So facial expression is actually the most common approach to recognize emotions. So when I was doing my PhD, I finished like 10 years ago now. ",What is the popular research in computer vision for recognizing emotions? It mainly uses facial expressions. I got my PhD 10 years ago. ,9
"And this was a completely unsolved problem. So I was working a little bit in this type of software, trying to recognize key points in the faces, working with images acquired under controlled environments, and nothing was working by then. So now after 10 years, we have these softwares that work very well in recognizing some of the key points on your face, tracking these key points, and doing some matching between the emotions, so the expressions that are observed and the possible emotions that they are expressing. This is an example of a commercial software from a company called Affectiva, where you see that the software detects your key points, analyzes the configuration, and makes some kind of correspondence between this expression and the possible emotion that you are expressing with the facial expression. ","Solving the problem took a long time. Originally, the technology could not detect key facial points, but now commercial software like Affectiva can analyze facial expressions and match them to emotions. ",9
"And this was a completely unsolved problem. So I was working a little bit in this type of software, trying to recognize key points in the faces, working with images acquired under controlled environments, and nothing was working by then. So now after 10 years, we have these softwares that work very well in recognizing some of the key points on your face, tracking these key points, and doing some matching between the emotions, so the expressions that are observed and the possible emotions that they are expressing. This is an example of a commercial software from a company called Affectiva, where you see that the software detects your key points, analyzes the configuration, and makes some kind of correspondence between this expression and the possible emotion that you are expressing with the facial expression. ","Initially, it was hard to detect key points in faces. After 10 years, software from Affectiva can recognize and match facial expressions to emotions accurately. ",8
"And this was a completely unsolved problem. So I was working a little bit in this type of software, trying to recognize key points in the faces, working with images acquired under controlled environments, and nothing was working by then. So now after 10 years, we have these softwares that work very well in recognizing some of the key points on your face, tracking these key points, and doing some matching between the emotions, so the expressions that are observed and the possible emotions that they are expressing. This is an example of a commercial software from a company called Affectiva, where you see that the software detects your key points, analyzes the configuration, and makes some kind of correspondence between this expression and the possible emotion that you are expressing with the facial expression. ","Detecting facial key points was difficult at first. Now, software like Affectiva's can accurately identify and relate facial expressions to emotions. ",7
"And this was a completely unsolved problem. So I was working a little bit in this type of software, trying to recognize key points in the faces, working with images acquired under controlled environments, and nothing was working by then. So now after 10 years, we have these softwares that work very well in recognizing some of the key points on your face, tracking these key points, and doing some matching between the emotions, so the expressions that are observed and the possible emotions that they are expressing. This is an example of a commercial software from a company called Affectiva, where you see that the software detects your key points, analyzes the configuration, and makes some kind of correspondence between this expression and the possible emotion that you are expressing with the facial expression. ","It was hard to detect key facial points initially. Now, Affectiva software can accurately match facial expressions to emotions. ",6
"And this was a completely unsolved problem. So I was working a little bit in this type of software, trying to recognize key points in the faces, working with images acquired under controlled environments, and nothing was working by then. So now after 10 years, we have these softwares that work very well in recognizing some of the key points on your face, tracking these key points, and doing some matching between the emotions, so the expressions that are observed and the possible emotions that they are expressing. This is an example of a commercial software from a company called Affectiva, where you see that the software detects your key points, analyzes the configuration, and makes some kind of correspondence between this expression and the possible emotion that you are expressing with the facial expression. ","Finding facial key points was hard initially. Now, Affectiva software can match expressions to emotions accurately. ",5
"And this was a completely unsolved problem. So I was working a little bit in this type of software, trying to recognize key points in the faces, working with images acquired under controlled environments, and nothing was working by then. So now after 10 years, we have these softwares that work very well in recognizing some of the key points on your face, tracking these key points, and doing some matching between the emotions, so the expressions that are observed and the possible emotions that they are expressing. This is an example of a commercial software from a company called Affectiva, where you see that the software detects your key points, analyzes the configuration, and makes some kind of correspondence between this expression and the possible emotion that you are expressing with the facial expression. ",Initially finding facial key points was hard. Now Affectiva software matches expressions to emotions precisely. ,4
"And this was a completely unsolved problem. So I was working a little bit in this type of software, trying to recognize key points in the faces, working with images acquired under controlled environments, and nothing was working by then. So now after 10 years, we have these softwares that work very well in recognizing some of the key points on your face, tracking these key points, and doing some matching between the emotions, so the expressions that are observed and the possible emotions that they are expressing. This is an example of a commercial software from a company called Affectiva, where you see that the software detects your key points, analyzes the configuration, and makes some kind of correspondence between this expression and the possible emotion that you are expressing with the facial expression. ","At first, detecting key facial points was difficult. Now, Affectiva software links expressions to emotions. ",3
"And this was a completely unsolved problem. So I was working a little bit in this type of software, trying to recognize key points in the faces, working with images acquired under controlled environments, and nothing was working by then. So now after 10 years, we have these softwares that work very well in recognizing some of the key points on your face, tracking these key points, and doing some matching between the emotions, so the expressions that are observed and the possible emotions that they are expressing. This is an example of a commercial software from a company called Affectiva, where you see that the software detects your key points, analyzes the configuration, and makes some kind of correspondence between this expression and the possible emotion that you are expressing with the facial expression. ",Detecting facial points was initially hard. Now software by Affectiva matches expressions to emotions. ,2
"And this was a completely unsolved problem. So I was working a little bit in this type of software, trying to recognize key points in the faces, working with images acquired under controlled environments, and nothing was working by then. So now after 10 years, we have these softwares that work very well in recognizing some of the key points on your face, tracking these key points, and doing some matching between the emotions, so the expressions that are observed and the possible emotions that they are expressing. This is an example of a commercial software from a company called Affectiva, where you see that the software detects your key points, analyzes the configuration, and makes some kind of correspondence between this expression and the possible emotion that you are expressing with the facial expression. ","Initially, it was hard to detect key points. Now Affectiva software matches expressions to emotions. ",1
"This software works very well, so it's very well at detecting the patterns, it's very while detecting the key points, it's complicated to associate the correct emotion to an expression, a phase expression, but it works pretty well in some applications. It's being used for test users, for instance, but the problem of this software is that it does not work in the wild. So we would like to have machines that can recognize emotions in any condition. So, if we go back to this image that I showed you before, what happens when we run this type of software here?. ",This software works well but struggles to detect correct emotions in real-world conditions. ,1
"This software works very well, so it's very well at detecting the patterns, it's very while detecting the key points, it's complicated to associate the correct emotion to an expression, a phase expression, but it works pretty well in some applications. It's being used for test users, for instance, but the problem of this software is that it does not work in the wild. So we would like to have machines that can recognize emotions in any condition. So, if we go back to this image that I showed you before, what happens when we run this type of software here?. ",The software detects patterns and key points well but struggles with emotions and fails in the wild. ,2
"This software works very well, so it's very well at detecting the patterns, it's very while detecting the key points, it's complicated to associate the correct emotion to an expression, a phase expression, but it works pretty well in some applications. It's being used for test users, for instance, but the problem of this software is that it does not work in the wild. So we would like to have machines that can recognize emotions in any condition. So, if we go back to this image that I showed you before, what happens when we run this type of software here?. ",This software is good at detecting patterns and points but struggles with emotions and fails in real-world use. ,3
"This software works very well, so it's very well at detecting the patterns, it's very while detecting the key points, it's complicated to associate the correct emotion to an expression, a phase expression, but it works pretty well in some applications. It's being used for test users, for instance, but the problem of this software is that it does not work in the wild. So we would like to have machines that can recognize emotions in any condition. So, if we go back to this image that I showed you before, what happens when we run this type of software here?. ",The software detects patterns and key points well but struggles with emotions and does not work in all conditions. ,4
"This software works very well, so it's very well at detecting the patterns, it's very while detecting the key points, it's complicated to associate the correct emotion to an expression, a phase expression, but it works pretty well in some applications. It's being used for test users, for instance, but the problem of this software is that it does not work in the wild. So we would like to have machines that can recognize emotions in any condition. So, if we go back to this image that I showed you before, what happens when we run this type of software here?. ",The software is good at detecting patterns and key points but struggles with emotions in real-world conditions. ,5
"This software works very well, so it's very well at detecting the patterns, it's very while detecting the key points, it's complicated to associate the correct emotion to an expression, a phase expression, but it works pretty well in some applications. It's being used for test users, for instance, but the problem of this software is that it does not work in the wild. So we would like to have machines that can recognize emotions in any condition. So, if we go back to this image that I showed you before, what happens when we run this type of software here?. ",This software detects patterns and key points well but struggles to recognize emotions accurately in every condition. ,6
