original_sentence,summary,level,FRE
"This software works very well, so it's very well at detecting the patterns, it's very while detecting the key points, it's complicated to associate the correct emotion to an expression, a phase expression, but it works pretty well in some applications. It's being used for test users, for instance, but the problem of this software is that it does not work in the wild. So we would like to have machines that can recognize emotions in any condition.|",The software works well at detecting patterns and key points but struggles with associating emotions. It's used for testing but fails in the wild. We need machines that always recognize emotions.,3,62.62408602150538
"This software works very well, so it's very well at detecting the patterns, it's very while detecting the key points, it's complicated to associate the correct emotion to an expression, a phase expression, but it works pretty well in some applications. It's being used for test users, for instance, but the problem of this software is that it does not work in the wild. So we would like to have machines that can recognize emotions in any condition.|","The software detects patterns and key points well, but matching emotions to expressions is hard. It's useful for testing but not in real settings. Machines should recognize emotions in any case.",4,65.35311827956991
"This software works very well, so it's very well at detecting the patterns, it's very while detecting the key points, it's complicated to associate the correct emotion to an expression, a phase expression, but it works pretty well in some applications. It's being used for test users, for instance, but the problem of this software is that it does not work in the wild. So we would like to have machines that can recognize emotions in any condition.|","The software detects patterns and key points well, but struggles with emotions. It's for test users but not practical in real life. Machines should recognize emotions always.",5,66.10000000000002
"This software works very well, so it's very well at detecting the patterns, it's very while detecting the key points, it's complicated to associate the correct emotion to an expression, a phase expression, but it works pretty well in some applications. It's being used for test users, for instance, but the problem of this software is that it does not work in the wild. So we would like to have machines that can recognize emotions in any condition.|",The software detects patterns and key points well. It struggles with emotions. It's useful for testing but not in real life. We need machines recognizing emotions always.,6,68.38375000000002
"This software works very well, so it's very well at detecting the patterns, it's very while detecting the key points, it's complicated to associate the correct emotion to an expression, a phase expression, but it works pretty well in some applications. It's being used for test users, for instance, but the problem of this software is that it does not work in the wild. So we would like to have machines that can recognize emotions in any condition.|",The software detects patterns well but has trouble with emotions. It's used for testing but not in the wild. We need machines to recognize emotions anywhere.,7,67.8844871794872
"This software works very well, so it's very well at detecting the patterns, it's very while detecting the key points, it's complicated to associate the correct emotion to an expression, a phase expression, but it works pretty well in some applications. It's being used for test users, for instance, but the problem of this software is that it does not work in the wild. So we would like to have machines that can recognize emotions in any condition.|",The software detects patterns well but has trouble with emotions. It's useful for testing but not in real life. We need machines recognizing emotions anywhere.,8,59.632666666666694
"This software works very well, so it's very well at detecting the patterns, it's very while detecting the key points, it's complicated to associate the correct emotion to an expression, a phase expression, but it works pretty well in some applications. It's being used for test users, for instance, but the problem of this software is that it does not work in the wild. So we would like to have machines that can recognize emotions in any condition.|",The software finds patterns well but struggles with emotions. It's for testing but not real life. We need machines to recognize emotions everywhere.,9,66.63594202898551
But what happens with him? So what happens with him is that the system is not working. So here we have a problem and it's all the key points of the face are not actually visible.|,The system does not show the key points of his face.|,9,103.37909090909093
But what happens with him? So what happens with him is that the system is not working. So here we have a problem and it's all the key points of the face are not actually visible.|,The system fails to display his facial points.|,8,82.39000000000001
But what happens with him? So what happens with him is that the system is not working. So here we have a problem and it's all the key points of the face are not actually visible.|,The facial recognition system is failing to show key points on his face.|,7,69.99384615384618
But what happens with him? So what happens with him is that the system is not working. So here we have a problem and it's all the key points of the face are not actually visible.|,There is a problem because the system is unable to display key points on his face.|,6,74.27000000000001
But what happens with him? So what happens with him is that the system is not working. So here we have a problem and it's all the key points of the face are not actually visible.|,The issue is that the system is malfunctioning and failing to show key points on his face.|,5,75.12117647058825
But what happens with him? So what happens with him is that the system is not working. So here we have a problem and it's all the key points of the face are not actually visible.|,"What happens with him is that the system is failing to work properly, resulting in the key points of his face not being visible.|",4,66.15000000000003
But what happens with him? So what happens with him is that the system is not working. So here we have a problem and it's all the key points of the face are not actually visible.|,"The situation with him is problematic due to the system not functioning correctly, leading to the invisibility of the key points of his face on the device.|",3,41.56333333333336
But what happens with him? So what happens with him is that the system is not working. So here we have a problem and it's all the key points of the face are not actually visible.|,"Regarding him, the primary issue arises from the system's malfunction, with the complication that the critical facial points are not displayed effectively, causing significant concerns.|",2,15.644000000000034
But what happens with him? So what happens with him is that the system is not working. So here we have a problem and it's all the key points of the face are not actually visible.|,"The current circumstances concerning him revolve around the fact that the system, which is supposed to visualize and highlight all the key points of his face, is malfunctioning. This presents a significant issue.|",1,51.65113636363637
More problems.,More issues.,1,77.90500000000002
So here we have another example.,Another example is shown.,2,33.57500000000002
Here is a face.,A face is here.,3,118.17500000000001
More problems.,More difficulties.,4,-6.694999999999993
So here we have another example.,Here is another example.,5,33.57500000000002
Here is a face.,Here is a face.,6,118.17500000000001
More problems.,More problems here.,7,90.99000000000004
So here we have another example.,We have another example.,8,33.57500000000002
Here is a face.,A face is present.,9,97.025
More problems.,More problems are here.,1,97.025
"If we run the software, it says, you see surprise. The mouth is open. So it's detecting perfectly well a very prototypical expression of surprise.","Running the software reveals surprise with an open mouth, detecting a typical surprise expression.",1,35.5107142857143
"If we run the software, it says, you see surprise. The mouth is open. So it's detecting perfectly well a very prototypical expression of surprise.","The software shows surprise with an open mouth, detecting a standard surprise expression.",2,50.470769230769264
"If we run the software, it says, you see surprise. The mouth is open. So it's detecting perfectly well a very prototypical expression of surprise.",The software detects an open mouth and shows surprise.,3,75.50000000000003
"If we run the software, it says, you see surprise. The mouth is open. So it's detecting perfectly well a very prototypical expression of surprise.",The software sees surprise when it detects an open mouth.,4,78.24500000000002
"If we run the software, it says, you see surprise. The mouth is open. So it's detecting perfectly well a very prototypical expression of surprise.",The software detects surprise with an open mouth.,5,71.81500000000001
"If we run the software, it says, you see surprise. The mouth is open. So it's detecting perfectly well a very prototypical expression of surprise.",The software shows a surprised face with an open mouth.,6,86.70500000000001
"If we run the software, it says, you see surprise. The mouth is open. So it's detecting perfectly well a very prototypical expression of surprise.",The software shows surprise when the mouth is open.,7,84.90000000000003
"If we run the software, it says, you see surprise. The mouth is open. So it's detecting perfectly well a very prototypical expression of surprise.",The program shows surprise when it sees an open mouth.,8,86.70500000000001
"If we run the software, it says, you see surprise. The mouth is open. So it's detecting perfectly well a very prototypical expression of surprise.",The software shows someone surprised with an open mouth.,9,75.50000000000003
"But when we look at the context, we realize that it's not surprise, right? So the thing is that this kit, we see a facial expression here but has nothing to do with the emotion, it's related to the action he is performing. So some of our facial expressions have nothing to do with our emotions but with other things.","In context, we realize the expression is not surprise and is linked to his actions, not his emotions.",1,66.36500000000001
"But when we look at the context, we realize that it's not surprise, right? So the thing is that this kit, we see a facial expression here but has nothing to do with the emotion, it's related to the action he is performing. So some of our facial expressions have nothing to do with our emotions but with other things.","The facial expression is related to the action he is performing, not his emotion.",2,47.59642857142859
"But when we look at the context, we realize that it's not surprise, right? So the thing is that this kit, we see a facial expression here but has nothing to do with the emotion, it's related to the action he is performing. So some of our facial expressions have nothing to do with our emotions but with other things.","Expressions can show actions, not emotions.",3,45.64500000000001
"But when we look at the context, we realize that it's not surprise, right? So the thing is that this kit, we see a facial expression here but has nothing to do with the emotion, it's related to the action he is performing. So some of our facial expressions have nothing to do with our emotions but with other things.","Some expressions reflect actions, not emotions.",4,31.545000000000016
"But when we look at the context, we realize that it's not surprise, right? So the thing is that this kit, we see a facial expression here but has nothing to do with the emotion, it's related to the action he is performing. So some of our facial expressions have nothing to do with our emotions but with other things.","Actions, not emotions, often cause expressions.",5,31.545000000000016
"But when we look at the context, we realize that it's not surprise, right? So the thing is that this kit, we see a facial expression here but has nothing to do with the emotion, it's related to the action he is performing. So some of our facial expressions have nothing to do with our emotions but with other things.",Our expressions are sometimes linked to actions.,6,54.70142857142861
"But when we look at the context, we realize that it's not surprise, right? So the thing is that this kit, we see a facial expression here but has nothing to do with the emotion, it's related to the action he is performing. So some of our facial expressions have nothing to do with our emotions but with other things.","Some expressions show actions, not feelings.",7,59.745000000000005
"But when we look at the context, we realize that it's not surprise, right? So the thing is that this kit, we see a facial expression here but has nothing to do with the emotion, it's related to the action he is performing. So some of our facial expressions have nothing to do with our emotions but with other things.",Facial expressions can relate to activities.,8,17.44500000000002
"For instance, when you talk, you change a lot your facial expression. It has nothing to do with your emotion. And another difficulty is giving the correct emotional meaning to an isolated facial expression.","When you speak, your facial expressions change often, not due to emotion. Another challenge is interpreting isolated facial expressions.",9,32.44513157894738
"For instance, when you talk, you change a lot your facial expression. It has nothing to do with your emotion. And another difficulty is giving the correct emotional meaning to an isolated facial expression.",Talking causes frequent changes in your facial expressions unrelated to emotion. Another issue is the correct interpretation of single facial expressions.,8,14.891785714285732
"For instance, when you talk, you change a lot your facial expression. It has nothing to do with your emotion. And another difficulty is giving the correct emotional meaning to an isolated facial expression.","While speaking, your facial expressions change a lot, though not due to emotion. Interpreting single facial expressions is also difficult.",7,44.405
"For instance, when you talk, you change a lot your facial expression. It has nothing to do with your emotion. And another difficulty is giving the correct emotional meaning to an isolated facial expression.","When you speak, the changes in your facial expressions are frequent but not emotional. It's also hard to interpret a single facial expression.",6,55.38858695652178
"For instance, when you talk, you change a lot your facial expression. It has nothing to do with your emotion. And another difficulty is giving the correct emotional meaning to an isolated facial expression.","When talking, your facial expressions change a lot without emotional ties. Another challenge is accurately reading individual facial expressions.",4,14.634605263157908
"For instance, when you talk, you change a lot your facial expression. It has nothing to do with your emotion. And another difficulty is giving the correct emotional meaning to an isolated facial expression.","When speaking, frequent changes in your facial expressions occur with no emotional cause. Interpreting the emotional meaning of a single facial expression is also hard.",3,35.099500000000035
"For instance, when you talk, you change a lot your facial expression. It has nothing to do with your emotion. And another difficulty is giving the correct emotional meaning to an isolated facial expression.","Your facial expressions frequently change when you speak, not because of emotion. It is also challenging to determine the correct emotion from one facial expression alone.",2,43.963076923076954
"For instance, when you talk, you change a lot your facial expression. It has nothing to do with your emotion. And another difficulty is giving the correct emotional meaning to an isolated facial expression.","Often, your facial expressions change while speaking, and this is not linked to your emotions. Another difficulty is assigning the right emotional meaning to an isolated facial expression.",1,35.5107142857143
"So I'm going to show you some examples of experiments that were performed by psychologists that were studying what's the level of agreement in giving an emotional label to a specific facial expression, like here.",Here are examples of experiments by psychologists studying agreement on labeling emotions from facial expressions.,7,-0.14999999999997726
"So here we see clearly a facial expression, but if I ask you, what's this facial expression communicating?","We see a clear facial expression, and I ask what it communicates.",8,60.70500000000001
"Well, you might think maybe anger, maybe contempt, this gas fear.","You might think anger, contempt, or fear.",8,90.95857142857145
The experiments were performed by psychologists studying emotional labels for facial expressions.,Psychologists did experiments on emotional labels for facial expressions.,7,-9.099999999999994
The study shows examples of how people give different emotional labels to facial expressions.,The study shows different emotional labels given to facial expressions.,7,19.025000000000006
Researchers explored how people label emotions from facial expressions in their experiments.,Researchers explored labeling emotions from facial expressions in experiments.,7,-9.099999999999994
Experiments reveal the variation in emotional labeling of facial expressions.,Experiments show variation in emotional labeling of facial expressions.,7,-18.499999999999943
"Facial expressions can be interpreted as anger, contempt, or fear.","Facial expressions can be seen as anger, contempt, or fear.",7,69.78500000000001
Psychologists performed studies on the agreement of emotional labels for facial expressions.,Psychologists studied agreement on emotional labels for facial expressions.,7,-9.099999999999994
The studies show how facial expressions can be given different emotional meanings.,Studies show facial expressions can have different emotional meanings.,7,19.100000000000023
"So usually people agree that this is a negative, valence emotion, but it's not clear what category. The thing is that if I give you some context suddenly, we probably will agree that this is disgust and this is what happens. People agree here that the face is disgust.","People think this is a bad emotion, but the type is unclear. When given context, it's often agreed that it's disgust.",9,75.32035714285716
"So usually people agree that this is a negative, valence emotion, but it's not clear what category. The thing is that if I give you some context suddenly, we probably will agree that this is disgust and this is what happens. People agree here that the face is disgust.","People usually agree this emotion is negative, but its category is unclear. Given specific context, the consensus is that it's disgust.",6,31.00607142857146
"So usually people agree that this is a negative, valence emotion, but it's not clear what category. The thing is that if I give you some context suddenly, we probably will agree that this is disgust and this is what happens. People agree here that the face is disgust.","It's often accepted that this is a negative, valence emotion, though its precise category remains uncertain. When context is provided, the recognition of disgust is common.",5,34.20153846153849
"So usually people agree that this is a negative, valence emotion, but it's not clear what category. The thing is that if I give you some context suddenly, we probably will agree that this is disgust and this is what happens. People agree here that the face is disgust.","This is generally seen as a negative, valence emotion, but its exact category is ambiguous. With added context, we can typically agree it's disgust.",4,39.55500000000001
"So usually people agree that this is a negative, valence emotion, but it's not clear what category. The thing is that if I give you some context suddenly, we probably will agree that this is disgust and this is what happens. People agree here that the face is disgust.","This emotion is often thought of as negative and valence, but its exact category remains unclear. When given a context, it is generally recognized as disgust.",2,43.963076923076954
"So usually people agree that this is a negative, valence emotion, but it's not clear what category. The thing is that if I give you some context suddenly, we probably will agree that this is disgust and this is what happens. People agree here that the face is disgust.","Although broadly acknowledged as a negative, valence emotion, the precise category of this emotion is not readily defined. However, with appropriate context, it often becomes apparent that the emotion in question is disgust.",1,23.45113636363638
"But if you give you a different context, then people strongly agree that this is anger. So they have a lot of examples and they run a lot of experiments in using the exact same facial expression in different contexts. And they realize that the context strongly influences the way we perceive emotions.|",Context changes how we see the same facial expressions.,9,66.10000000000002
"But if you give you a different context, then people strongly agree that this is anger. So they have a lot of examples and they run a lot of experiments in using the exact same facial expression in different contexts. And they realize that the context strongly influences the way we perceive emotions.|",They found that context changes emotional perceptions.,8,30.53000000000003
"But if you give you a different context, then people strongly agree that this is anger. So they have a lot of examples and they run a lot of experiments in using the exact same facial expression in different contexts. And they realize that the context strongly influences the way we perceive emotions.|",Experiments show that context affects how we perceive emotions.,7,37.900000000000034
"But if you give you a different context, then people strongly agree that this is anger. So they have a lot of examples and they run a lot of experiments in using the exact same facial expression in different contexts. And they realize that the context strongly influences the way we perceive emotions.|",Research shows context alters perception of the same expressions.,6,47.30000000000004
"But if you give you a different context, then people strongly agree that this is anger. So they have a lot of examples and they run a lot of experiments in using the exact same facial expression in different contexts. And they realize that the context strongly influences the way we perceive emotions.|",Studies reveal context changes how emotional expressions are perceived.,5,19.100000000000023
"But if you give you a different context, then people strongly agree that this is anger. So they have a lot of examples and they run a lot of experiments in using the exact same facial expression in different contexts. And they realize that the context strongly influences the way we perceive emotions.|",Extensive examples and experiments show context affects emotional interpretation.,4,-37.299999999999955
"But if you give you a different context, then people strongly agree that this is anger. So they have a lot of examples and they run a lot of experiments in using the exact same facial expression in different contexts. And they realize that the context strongly influences the way we perceive emotions.|",Researchers performed many studies using the same facial expression in different contexts and found that context influences emotional perception.,3,9.4447368421053
"But if you give you a different context, then people strongly agree that this is anger. So they have a lot of examples and they run a lot of experiments in using the exact same facial expression in different contexts. And they realize that the context strongly influences the way we perceive emotions.|",Diverse examples and numerous experiments using exactly the same facial expression in varied contexts confirm context heavily influences our emotional perception and categorization.,1,-26.170869565217373
"So this is the motivation of one of the projects I'm working on that started here in Barcelona and now I'm still working on it in collaboration with the effective computing group at MIT media lab and the idea behind this project is okay, we know there's a lot of information in the face, that's true, but for developing machines that accurately recognize emotions, we can just rely on the face.",This project started in Barcelona and now continues with MIT to make machines recognize emotions using the face and context.,9,34.255000000000024
"We need to understand the context of the person and in particularly we are working in the scene context, in the situation of the person.",Recognizing emotions needs understanding the scene and situation context.,7,0.30000000000001137
"We need to understand the context of the person and in particularly we are working in the scene context, in the situation of the person.",Understanding a person's situation helps in recognizing emotions.,8,-12.784999999999997
And the interesting thing of working in this type of context is that suddenly you can say much more about the emotion.,Analyzing context allows for a better understanding of emotions.,8,9.700000000000017
"We need to understand the context of the person and in particularly we are working in the scene context, in the situation of the person.",Recognizing emotions involves studying the person's situation and scene.,8,0.30000000000001137
"So this is the motivation of one of the projects I'm working on that started here in Barcelona and now I'm still working on it in collaboration with the effective computing group at MIT media lab and the idea behind this project is okay, we know there's a lot of information in the face, that's true, but for developing machines that accurately recognize emotions, we can just rely on the face.",This project started in Barcelona and now continues with MIT aims to use facial and situational context for accurate emotion recognition in machines.,5,14.29000000000002
And the interesting thing of working in this type of context is that suddenly you can say much more about the emotion.,"By considering context, you can understand far more about emotions.",7,35.94500000000002
"So maybe with the expression, you can say something about basic emotions, but there are some secondary emotions or social emotions that are very interesting that if you don't see the context, you cannot say anything about them. Like here, once you see the context, you might say that this person is feeling confident. When you define confidence as feeling of being certain, conviction that an outcome will be favorable, encouraged, or proud.|","Basic emotions are apparent from expressions, but secondary emotions require context to interpret. For instance, confidence, defined as certainty and pride, needs context.|",1,22.2842391304348
"So maybe with the expression, you can say something about basic emotions, but there are some secondary emotions or social emotions that are very interesting that if you don't see the context, you cannot say anything about them. Like here, once you see the context, you might say that this person is feeling confident. When you define confidence as feeling of being certain, conviction that an outcome will be favorable, encouraged, or proud.|","Basic emotions can be seen in expressions, but social emotions need context to understand. For example, confidence, meaning certainty or pride, depends on context.|",2,39.55500000000001
"So maybe with the expression, you can say something about basic emotions, but there are some secondary emotions or social emotions that are very interesting that if you don't see the context, you cannot say anything about them. Like here, once you see the context, you might say that this person is feeling confident. When you define confidence as feeling of being certain, conviction that an outcome will be favorable, encouraged, or proud.|","Expressions reveal basic emotions, but understanding social emotions needs context. Confidence, meaning certainty, pride, or optimism, is one such emotion.|",3,19.025000000000006
"So maybe with the expression, you can say something about basic emotions, but there are some secondary emotions or social emotions that are very interesting that if you don't see the context, you cannot say anything about them. Like here, once you see the context, you might say that this person is feeling confident. When you define confidence as feeling of being certain, conviction that an outcome will be favorable, encouraged, or proud.|","Expressions show basic emotions, but social emotions require context. For example, confidence, which means certainty or pride, is understood with context.|",4,31.00607142857146
"So maybe with the expression, you can say something about basic emotions, but there are some secondary emotions or social emotions that are very interesting that if you don't see the context, you cannot say anything about them. Like here, once you see the context, you might say that this person is feeling confident. When you define confidence as feeling of being certain, conviction that an outcome will be favorable, encouraged, or proud.|","Basic emotions show in expressions. Social emotions need context to understand. Confidence, meaning certainty or pride, is one such emotion.|",5,39.32833333333335
"So maybe with the expression, you can say something about basic emotions, but there are some secondary emotions or social emotions that are very interesting that if you don't see the context, you cannot say anything about them. Like here, once you see the context, you might say that this person is feeling confident. When you define confidence as feeling of being certain, conviction that an outcome will be favorable, encouraged, or proud.|","Basic emotions show in expressions. To understand social emotions, you need context. For example, confidence means certainty or pride.|",6,40.11192982456143
"So maybe with the expression, you can say something about basic emotions, but there are some secondary emotions or social emotions that are very interesting that if you don't see the context, you cannot say anything about them. Like here, once you see the context, you might say that this person is feeling confident. When you define confidence as feeling of being certain, conviction that an outcome will be favorable, encouraged, or proud.|","Basic emotions show in expressions, but you need context to understand social emotions. Confidence means certainty or pride.|",7,42.60000000000002
"So maybe with the expression, you can say something about basic emotions, but there are some secondary emotions or social emotions that are very interesting that if you don't see the context, you cannot say anything about them. Like here, once you see the context, you might say that this person is feeling confident. When you define confidence as feeling of being certain, conviction that an outcome will be favorable, encouraged, or proud.|","Basic emotions can be read from expressions, but you need context for social emotions. Confidence means being certain or proud.|",8,57.09500000000003
"So maybe with the expression, you can say something about basic emotions, but there are some secondary emotions or social emotions that are very interesting that if you don't see the context, you cannot say anything about them. Like here, once you see the context, you might say that this person is feeling confident. When you define confidence as feeling of being certain, conviction that an outcome will be favorable, encouraged, or proud.|","Basic emotions show in expressions; social emotions need context to understand. For example, confidence means being certain.|",9,29.00750000000002
"So that's the idea of the emotion recognition in context project. So what we want to do is we want to go from images like this one, so not just relating on the face and looking also at the context of the person, trying to recognize emotions, and for that, so this is a computer vision project. We know that in computer vision nowadays what is working best is deep learning models.|","The emotion recognition project uses images to identify emotions by analyzing context, not just faces, with deep learning models in computer vision.|",1,7.614090909090919
"So that's the idea of the emotion recognition in context project. So what we want to do is we want to go from images like this one, so not just relating on the face and looking also at the context of the person, trying to recognize emotions, and for that, so this is a computer vision project. We know that in computer vision nowadays what is working best is deep learning models.|","The project's idea is emotion recognition from images, focusing on context and using deep learning in computer vision.|",2,19.36500000000001
"So that's the idea of the emotion recognition in context project. So what we want to do is we want to go from images like this one, so not just relating on the face and looking also at the context of the person, trying to recognize emotions, and for that, so this is a computer vision project. We know that in computer vision nowadays what is working best is deep learning models.|","The project aims to recognize emotions by analyzing images, focusing on context, using deep learning models in computer vision.|",3,18.350000000000023
"So that's the idea of the emotion recognition in context project. So what we want to do is we want to go from images like this one, so not just relating on the face and looking also at the context of the person, trying to recognize emotions, and for that, so this is a computer vision project. We know that in computer vision nowadays what is working best is deep learning models.|","We aim to identify emotions from images by examining not just faces but also context, using deep learning models in computer vision.|",4,26.84136363636364
"So that's the idea of the emotion recognition in context project. So what we want to do is we want to go from images like this one, so not just relating on the face and looking also at the context of the person, trying to recognize emotions, and for that, so this is a computer vision project. We know that in computer vision nowadays what is working best is deep learning models.|","This project's goal is to recognize emotions from images by considering both faces and context, using deep learning models in computer vision.|",5,30.686818181818182
"So that's the idea of the emotion recognition in context project. So what we want to do is we want to go from images like this one, so not just relating on the face and looking also at the context of the person, trying to recognize emotions, and for that, so this is a computer vision project. We know that in computer vision nowadays what is working best is deep learning models.|","The goal of this project is to identify emotions from images by examining both faces and context, using deep learning methods.|",6,36.46285714285716
"So that's the idea of the emotion recognition in context project. So what we want to do is we want to go from images like this one, so not just relating on the face and looking also at the context of the person, trying to recognize emotions, and for that, so this is a computer vision project. We know that in computer vision nowadays what is working best is deep learning models.|","We aim to use images to recognize emotions by looking at faces and context, employing deep learning in computer vision.|",7,38.48500000000004
"So that's the idea of the emotion recognition in context project. So what we want to do is we want to go from images like this one, so not just relating on the face and looking also at the context of the person, trying to recognize emotions, and for that, so this is a computer vision project. We know that in computer vision nowadays what is working best is deep learning models.|","The project aims to recognize emotions in photos by looking at faces and context, using deep learning.|",8,50.2388235294118
"So that's the idea of the emotion recognition in context project. So what we want to do is we want to go from images like this one, so not just relating on the face and looking also at the context of the person, trying to recognize emotions, and for that, so this is a computer vision project. We know that in computer vision nowadays what is working best is deep learning models.|",The project identifies emotions from photos using deep learning.|,9,28.50000000000003
"So our idea was, okay, let's try to model this problem using deep learning. So first challenge that we faced, we didn't have any training data, of course, because as we said before, usually all the research on emotion recognition from images was focused on the face, so we didn't have any data set where we could see people in their context. So we were collecting a lot of images.","Our idea was to use deep learning, but our first challenge was a lack of training data, as most research focused on facial emotion recognition, not people in context, so we collected many images.",1,30.49558823529415
"So our idea was, okay, let's try to model this problem using deep learning. So first challenge that we faced, we didn't have any training data, of course, because as we said before, usually all the research on emotion recognition from images was focused on the face, so we didn't have any data set where we could see people in their context. So we were collecting a lot of images.","We thought to use deep learning but lacked training data. Most emotion recognition research focuses on faces, so we gathered images showing people in context.",2,48.63550000000001
"So our idea was, okay, let's try to model this problem using deep learning. So first challenge that we faced, we didn't have any training data, of course, because as we said before, usually all the research on emotion recognition from images was focused on the face, so we didn't have any data set where we could see people in their context. So we were collecting a lot of images.","We wanted to use deep learning, but lacked training data, as research usually focuses on facial emotions, not people in context, so we collected images.",3,32.56400000000002
"So our idea was, okay, let's try to model this problem using deep learning. So first challenge that we faced, we didn't have any training data, of course, because as we said before, usually all the research on emotion recognition from images was focused on the face, so we didn't have any data set where we could see people in their context. So we were collecting a lot of images.","We attempted to model the problem using deep learning but had no training data because most research focused on faces, so we collected images.",4,41.47500000000002
"So our idea was, okay, let's try to model this problem using deep learning. So first challenge that we faced, we didn't have any training data, of course, because as we said before, usually all the research on emotion recognition from images was focused on the face, so we didn't have any data set where we could see people in their context. So we were collecting a lot of images.","We decided to use deep learning but found no training data. Research focuses on faces, not people in context, so we gathered many images.",5,57.18000000000001
"So our idea was, okay, let's try to model this problem using deep learning. So first challenge that we faced, we didn't have any training data, of course, because as we said before, usually all the research on emotion recognition from images was focused on the face, so we didn't have any data set where we could see people in their context. So we were collecting a lot of images.","We tried deep learning but lacked training data. Research usually focuses on face emotions, so we collected images showing people in context.",6,41.8518181818182
"So our idea was, okay, let's try to model this problem using deep learning. So first challenge that we faced, we didn't have any training data, of course, because as we said before, usually all the research on emotion recognition from images was focused on the face, so we didn't have any data set where we could see people in their context. So we were collecting a lot of images.","We used deep learning but had no training data. Research mainly focuses on faces, so we collected images of people in context.",7,57.23363636363638
"So our idea was, okay, let's try to model this problem using deep learning. So first challenge that we faced, we didn't have any training data, of course, because as we said before, usually all the research on emotion recognition from images was focused on the face, so we didn't have any data set where we could see people in their context. So we were collecting a lot of images.","We decided to use deep learning but needed training data. Since research focuses on faces, we collected many images of people.",8,47.12035714285716
"So our idea was, okay, let's try to model this problem using deep learning. So first challenge that we faced, we didn't have any training data, of course, because as we said before, usually all the research on emotion recognition from images was focused on the face, so we didn't have any data set where we could see people in their context. So we were collecting a lot of images.","We used deep learning but lacked data. Emotion research focuses on faces, so we collected images of people in context.",9,52.86500000000001
"So our idea was, okay, let's try to model this problem using deep learning. So first challenge that we faced, we didn't have any training data, of course, because as we said before, usually all the research on emotion recognition from images was focused on the face, so we didn't have any data set where we could see people in their context. So we were collecting a lot of images.","We used deep learning but had no data. Emotion research focuses on faces, not context, so we collected images of people.",1,55.17750000000001
"Some of them were manually downloaded from search engines like Google, and other images came from public data sets that were already labeled with the bounding box of the person. And the images we collected are images like the ones that you see here, so people doing different things in very different situations. And what we did is we created annotation interfaces like this one that I'm showing you here.","Some images were downloaded from search engines, others from labeled data sets. Collected images show people in different situations. Annotation interfaces were created.",6,18.818550724637703
And we have another one for continuous dimensions. So there are different ways of representing emotions in a machine. Categories is one of the most common and emotional dimensions is the other one.,Another method is continuous dimensions. Various ways to show emotions in machines include categories and dimensions.,1,13.652500000000003
And we have another one for continuous dimensions. So there are different ways of representing emotions in a machine. Categories is one of the most common and emotional dimensions is the other one.,"Besides continuous dimensions, there are ways to represent emotions in machines through categories and dimensions.",2,16.77000000000001
And we have another one for continuous dimensions. So there are different ways of representing emotions in a machine. Categories is one of the most common and emotional dimensions is the other one.,We have continuous dimensions; emotions in machines can be represented through categories and dimensions.,3,11.339285714285722
And we have another one for continuous dimensions. So there are different ways of representing emotions in a machine. Categories is one of the most common and emotional dimensions is the other one.,"Continuous dimensions exist, and emotions can be represented in machines via categories and dimensions.",4,-0.7464285714285381
And we have another one for continuous dimensions. So there are different ways of representing emotions in a machine. Categories is one of the most common and emotional dimensions is the other one.,Different ways to represent emotions in machines include common categories and continuous dimensions.,5,-1.5907692307691832
And we have another one for continuous dimensions. So there are different ways of representing emotions in a machine. Categories is one of the most common and emotional dimensions is the other one.,Emotions in machines can be shown through categories and continuous dimensions.,6,26.470000000000027
And we have another one for continuous dimensions. So there are different ways of representing emotions in a machine. Categories is one of the most common and emotional dimensions is the other one.,Machines show emotion through categories and continuous dimensions.,7,-2.2099999999999795
And we have another one for continuous dimensions. So there are different ways of representing emotions in a machine. Categories is one of the most common and emotional dimensions is the other one.,Emotions can be shown as categories or continuous dimensions in machines.,8,26.470000000000027
And we have another one for continuous dimensions. So there are different ways of representing emotions in a machine. Categories is one of the most common and emotional dimensions is the other one.,Emotions in machines are shown as categories or dimensions.,9,37.900000000000034
And we have another one for continuous dimensions. So there are different ways of representing emotions in a machine. Categories is one of the most common and emotional dimensions is the other one.,Machines show emotions as categories or dimensions.,1,18.44428571428574
"Maybe it's less popular. But the idea of the continuous dimensions is to label according to valence, which is is a dimension that just measures whether someone is feeling something positive or something negative. A rousal is measuring whether someone is in calm or very ready to act, very agitated.","The idea of continuous dimensions involves labeling by valence, assessing if feelings are positive or negative. Arousal measures calmness or agitation.",9,10.863214285714292
"Maybe it's less popular. But the idea of the continuous dimensions is to label according to valence, which is is a dimension that just measures whether someone is feeling something positive or something negative. A rousal is measuring whether someone is in calm or very ready to act, very agitated.",Labeling by continuous dimensions includes valence for positive or negative feelings and arousal for calmness or readiness.,8,10.427058823529421
"Maybe it's less popular. But the idea of the continuous dimensions is to label according to valence, which is is a dimension that just measures whether someone is feeling something positive or something negative. A rousal is measuring whether someone is in calm or very ready to act, very agitated.","The idea labels feelings by valence and arousal, where valence sees positive or negative feelings, and arousal measures calmness or agitation.",7,20.34857142857146
