original_sentence,summary,level
"capacity for recognizing emotions. Why is this capacity useful for us? It's very important in our social interactions. When we interact with people, we are constantly making guesses about how.. ","To guess others' feelings in social interactions, recognizing emotions is crucial.. ",4
"capacity for recognizing emotions. Why is this capacity useful for us? It's very important in our social interactions. When we interact with people, we are constantly making guesses about how.. ",Recognizing emotions helps guess feelings in social gatherings.. ,3
"capacity for recognizing emotions. Why is this capacity useful for us? It's very important in our social interactions. When we interact with people, we are constantly making guesses about how.. ",Recognizing emotions is key to guessing feelings in social gatherings.. ,2
"capacity for recognizing emotions. Why is this capacity useful for us? It's very important in our social interactions. When we interact with people, we are constantly making guesses about how.. ",Recognize emotions to guess feelings socially.. ,1
"others feel in order to adapt the way we communicate to others' emotions. It's very important to detect people's needs as well, and also to predict people's reactions. And actually.. ",We adjust our communication based on others' emotions and predict their needs and reactions. (FRE: 90-100).. ,9
"emotions are so important in our lives and have a strong influence in a lot of our cognitive processes. So for instance, they modulate our attention mechanisms and they strongly.. ","Emotions heavily affect our lives, impacting many cognitive processes like attention.. ",1
"emotions are so important in our lives and have a strong influence in a lot of our cognitive processes. So for instance, they modulate our attention mechanisms and they strongly.. ",Emotions play a key role in life and influence many mental processes.. ,2
"emotions are so important in our lives and have a strong influence in a lot of our cognitive processes. So for instance, they modulate our attention mechanisms and they strongly.. ",Emotions deeply impact our lives and cognitive functions such as attention.. ,3
"emotions are so important in our lives and have a strong influence in a lot of our cognitive processes. So for instance, they modulate our attention mechanisms and they strongly.. ",Emotions are vital in our lives and influence many mental functions.. ,4
"emotions are so important in our lives and have a strong influence in a lot of our cognitive processes. So for instance, they modulate our attention mechanisms and they strongly.. ",Emotions are crucial and affect various cognitive processes like attention.. ,5
"emotions are so important in our lives and have a strong influence in a lot of our cognitive processes. So for instance, they modulate our attention mechanisms and they strongly.. ","Emotions influence our cognitive processes, such as attention.. ",6
"emotions are so important in our lives and have a strong influence in a lot of our cognitive processes. So for instance, they modulate our attention mechanisms and they strongly.. ","Emotions affect our cognitive processes, including attention.. ",7
"emotions are so important in our lives and have a strong influence in a lot of our cognitive processes. So for instance, they modulate our attention mechanisms and they strongly.. ",Emotions are important and affect our attention.. ,8
"emotions are so important in our lives and have a strong influence in a lot of our cognitive processes. So for instance, they modulate our attention mechanisms and they strongly.. ",Emotions impact our mental processes like attention.. ,9
"influence our memory and also our learning process. So emotions are so important in our lives. We imagine the AI of the future, so I'm going to ask how many.. ",Emotions impact memory and learning. They are crucial. We picture future AI; I will ask how many.. ,1
"influence our memory and also our learning process. So emotions are so important in our lives. We imagine the AI of the future, so I'm going to ask how many.. ",Our memory and learning are influenced by emotions. They matter in our lives. We think about future AI and I will ask how many.. ,2
"influence our memory and also our learning process. So emotions are so important in our lives. We imagine the AI of the future, so I'm going to ask how many.. ","Emotions affect both memory and learning, making them crucial in our lives. As we envision future AI, I'll ask how many.. ",3
"influence our memory and also our learning process. So emotions are so important in our lives. We imagine the AI of the future, so I'm going to ask how many.. ","Emotions shape our memory and learning, highlighting their importance. We think of future AI, so I'll pose how many.. ",4
"influence our memory and also our learning process. So emotions are so important in our lives. We imagine the AI of the future, so I'm going to ask how many.. ","Emotions have a great impact on both our memory and learning processes; hence, they are very important. Picturing future AI, I will ask how many.. ",5
"influence our memory and also our learning process. So emotions are so important in our lives. We imagine the AI of the future, so I'm going to ask how many.. ","Emotions significantly influence our memory and learning processes. Therefore, they hold great importance in our lives. As we envision the AI of the future, I will inquire how many.. ",6
"influence our memory and also our learning process. So emotions are so important in our lives. We imagine the AI of the future, so I'm going to ask how many.. ","Our emotions influence memory and learning processes considerably, underlining their profound significance in our lives. In pondering future artificial intelligence, I am inclined to question how many.. ",7
"influence our memory and also our learning process. So emotions are so important in our lives. We imagine the AI of the future, so I'm going to ask how many.. ","Our emotions considerably influence our memory and learning processes, making them profoundly important in our lives. As we visualize the AI of the future, I intend to query how many.. ",8
"influence our memory and also our learning process. So emotions are so important in our lives. We imagine the AI of the future, so I'm going to ask how many.. ","Emotions significantly impact our memory as well as our learning processes, underlining their crucial significance in our lives. As we envision the artificial intelligence of the future, it prompts me to ask a pertinent question of quantity.. ",9
"of you have seen at least one of these movies here? So most of you have seen at least one of these movies. So you know what I said, I'm.. ","Numerous viewers have watched at least one of these films, so grasp my point.. ",1
"not going to make any spoiler, but you know what I'm saying when I say that the machines that we imagine in the future, all of them have some kind.. ",The future machines we envision all have something.. ,9
"not going to make any spoiler, but you know what I'm saying when I say that the machines that we imagine in the future, all of them have some kind.. ","I'm not spoiling anything, but future machines will have something.. ",8
"not going to make any spoiler, but you know what I'm saying when I say that the machines that we imagine in the future, all of them have some kind.. ","I won't spoil anything, but future machines will have something.. ",7
"not going to make any spoiler, but you know what I'm saying when I say that the machines that we imagine in the future, all of them have some kind.. ","I won't reveal anything, but future machines will have features.. ",6
"not going to make any spoiler, but you know what I'm saying when I say that the machines that we imagine in the future, all of them have some kind.. ","I won't spoil it, but future machines will include certain features.. ",5
"not going to make any spoiler, but you know what I'm saying when I say that the machines that we imagine in the future, all of them have some kind.. ","I won't give away any spoilers, but future machines will have various features.. ",4
"not going to make any spoiler, but you know what I'm saying when I say that the machines that we imagine in the future, all of them have some kind.. ","Without giving spoilers, the machines we envision in the future will possess certain kinds of features.. ",3
"not going to make any spoiler, but you know what I'm saying when I say that the machines that we imagine in the future, all of them have some kind.. ","Avoiding spoilers, the future machines we conceive will have certain types of features.. ",2
"not going to make any spoiler, but you know what I'm saying when I say that the machines that we imagine in the future, all of them have some kind.. ","Without revealing spoilers, one can say that all envisioned future machines will have certain types.. ",1
"Of emotional intelligence. But on the other side, emotions are so complex, right? Even for us sometimes it's difficult to know how others feel. We can grasp some information about.. ",Emotions are so complex that even we struggle to grasp them fully.. ,1
"Of emotional intelligence. But on the other side, emotions are so complex, right? Even for us sometimes it's difficult to know how others feel. We can grasp some information about.. ","Even for humans, understanding others' emotions fully is hard.. ",2
"Of emotional intelligence. But on the other side, emotions are so complex, right? Even for us sometimes it's difficult to know how others feel. We can grasp some information about.. ",It's challenging for us to understand emotions completely.. ,3
"Of emotional intelligence. But on the other side, emotions are so complex, right? Even for us sometimes it's difficult to know how others feel. We can grasp some information about.. ","Sometimes, it's hard to interpret how others feel.. ",4
"Of emotional intelligence. But on the other side, emotions are so complex, right? Even for us sometimes it's difficult to know how others feel. We can grasp some information about.. ","Emotions are tough to understand, even for us.. ",5
"Of emotional intelligence. But on the other side, emotions are so complex, right? Even for us sometimes it's difficult to know how others feel. We can grasp some information about.. ",It's hard to know how others feel due to complex emotions.. ,6
"Of emotional intelligence. But on the other side, emotions are so complex, right? Even for us sometimes it's difficult to know how others feel. We can grasp some information about.. ",Understanding emotions is difficult sometimes.. ,7
"Of emotional intelligence. But on the other side, emotions are so complex, right? Even for us sometimes it's difficult to know how others feel. We can grasp some information about.. ",We struggle to understand others' emotions fully.. ,8
"Of emotional intelligence. But on the other side, emotions are so complex, right? Even for us sometimes it's difficult to know how others feel. We can grasp some information about.. ",We sometimes find it hard to understand others' feelings.. ,9
"Of emotional intelligence. But on the other side, emotions are so complex, right? Even for us sometimes it's difficult to know how others feel. We can grasp some information about.. ",Emotions are hard to grasp sometimes.. ,1
"the upper and emotional states of people, but it's complex sometimes to know how others feel or even how we feel. So how can machines do something that complex? Well,.. ",People's emotional states are hard to understand. How can machines do it?.. ,9
"the upper and emotional states of people, but it's complex sometimes to know how others feel or even how we feel. So how can machines do something that complex? Well,.. ","It can be hard to know how people feel, so how can machines do it?.. ",8
"the upper and emotional states of people, but it's complex sometimes to know how others feel or even how we feel. So how can machines do something that complex? Well,.. ","People's emotions are complex, but machines are expected to understand them.. ",7
"the upper and emotional states of people, but it's complex sometimes to know how others feel or even how we feel. So how can machines do something that complex? Well,.. ",People's emotional states are hard to interpret. How will machines manage that?.. ,6
"the upper and emotional states of people, but it's complex sometimes to know how others feel or even how we feel. So how can machines do something that complex? Well,.. ",It's hard to interpret emotions in others. How can machines handle it?.. ,5
"the upper and emotional states of people, but it's complex sometimes to know how others feel or even how we feel. So how can machines do something that complex? Well,.. ",Interpreting emotions is complex. How will machines ever do it?.. ,4
"the upper and emotional states of people, but it's complex sometimes to know how others feel or even how we feel. So how can machines do something that complex? Well,.. ",Human emotions are often hard to interpret. How can machines do it?.. ,3
"the upper and emotional states of people, but it's complex sometimes to know how others feel or even how we feel. So how can machines do something that complex? Well,.. ",It can be very difficult for people to know their own feelings. How will machines understand?.. ,2
"the upper and emotional states of people, but it's complex sometimes to know how others feel or even how we feel. So how can machines do something that complex? Well,.. ","People's emotions are hard to know, so machines understanding them is complicated.. ",1
"The thing is that when our emotions change, there are a lot of things that change in our body. So for instance, when we are nervous, usually our heart rate.. ","When emotions shift, many body aspects alter; nervousness often increases heart rate.. ",1
"increases, also our respiration rate increases, we sweat, so the electrodermal activity in our skin also changes. Our facial expression changes, our gaze patterns change, our pupil changes as well.. ","With rising stress, our breathing rate, perspiration, and skin activity change. Facial expressions, gaze, and pupils also alter.. ",8
"our blood pressure, and we have different body postures. We use different gestures depending on how we feel. Our voice can change as well, the way we write, the way.. ","Blood pressure, posture, gestures, and voice all change with feelings.. ",9
"our blood pressure, and we have different body postures. We use different gestures depending on how we feel. Our voice can change as well, the way we write, the way.. ","Factors such as blood pressure, gestures, posture, and voice alteration differ because of emotional states.. ",8
"our blood pressure, and we have different body postures. We use different gestures depending on how we feel. Our voice can change as well, the way we write, the way.. ","Our changeable blood pressure, varying postures, gestures reflecting emotions, writing, and voice changes all indicate how we feel.. ",7
"our blood pressure, and we have different body postures. We use different gestures depending on how we feel. Our voice can change as well, the way we write, the way.. ","Blood pressure, posture, gestures, and voice vary based on feelings; writing style can also change.. ",6
"our blood pressure, and we have different body postures. We use different gestures depending on how we feel. Our voice can change as well, the way we write, the way.. ","Blood pressure and body postures vary; gestures, voice, and writing change with emotions.. ",5
"our blood pressure, and we have different body postures. We use different gestures depending on how we feel. Our voice can change as well, the way we write, the way.. ","Emotional states impact blood pressure, body posture, gestures, voice, and writing style.. ",4
"our blood pressure, and we have different body postures. We use different gestures depending on how we feel. Our voice can change as well, the way we write, the way.. ","Our emotions influence blood pressure, body posture, gestures, and voice.. ",3
"our blood pressure, and we have different body postures. We use different gestures depending on how we feel. Our voice can change as well, the way we write, the way.. ","Feelings change our blood pressure, body posture, gestures, and voice.. ",2
"our blood pressure, and we have different body postures. We use different gestures depending on how we feel. Our voice can change as well, the way we write, the way.. ","Emotions change blood pressure, posture, gestures, and voice.. ",1
"our blood pressure, and we have different body postures. We use different gestures depending on how we feel. Our voice can change as well, the way we write, the way.. ","Emotions affect blood pressure, posture, gestures, and voice.. ",1
"We type in our phones, for instance. So there are a lot of signals that change with our emotions. So what we can do is all of these signals can.. ","There are many signals we send, such as when typing on phones, that vary with our emotions.. ",7
"We type in our phones, for instance. So there are a lot of signals that change with our emotions. So what we can do is all of these signals can.. ","When we use our phones, our emotions send various signals.. ",8
"We type in our phones, for instance. So there are a lot of signals that change with our emotions. So what we can do is all of these signals can.. ",Typing on our phones sends various emotional signals.. ,9
"We type in our phones, for instance. So there are a lot of signals that change with our emotions. So what we can do is all of these signals can.. ","Emotions can cause many different signals, such as when typing on phones.. ",6
"We type in our phones, for instance. So there are a lot of signals that change with our emotions. So what we can do is all of these signals can.. ","Our emotional signals vary, like when we are typing on our phones.. ",8
"We type in our phones, for instance. So there are a lot of signals that change with our emotions. So what we can do is all of these signals can.. ",Phone typing shows how signals change with our emotions.. ,7
"We type in our phones, for instance. So there are a lot of signals that change with our emotions. So what we can do is all of these signals can.. ","Emotional signals change, seen in things like typing on phones.. ",8
"We type in our phones, for instance. So there are a lot of signals that change with our emotions. So what we can do is all of these signals can.. ","Signals change by our emotions, such as when we type on phones.. ",8
"We type in our phones, for instance. So there are a lot of signals that change with our emotions. So what we can do is all of these signals can.. ","Our emotions produce many signals, noticeable while typing on phones.. ",8
"We type in our phones, for instance. So there are a lot of signals that change with our emotions. So what we can do is all of these signals can.. ","Various signals change with emotions, like when typing on phones.. ",7
"be captured with different types of sensors. And then we capture these signals, and if we have data, label data with emotions, What we can do is we can try.. ","Various sensors capture data, which we label with emotions to analyze.. ",1
"be captured with different types of sensors. And then we capture these signals, and if we have data, label data with emotions, What we can do is we can try.. ",Sensors capture data which can be labeled with emotions for analysis.. ,2
"be captured with different types of sensors. And then we capture these signals, and if we have data, label data with emotions, What we can do is we can try.. ",Signals from sensors can be labeled with emotions for examining.. ,3
"be captured with different types of sensors. And then we capture these signals, and if we have data, label data with emotions, What we can do is we can try.. ","Sensors record data, tagged with emotions, for analysis.. ",4
"be captured with different types of sensors. And then we capture these signals, and if we have data, label data with emotions, What we can do is we can try.. ",Sensor data can be emotion-labeled for further analysis.. ,5
"be captured with different types of sensors. And then we capture these signals, and if we have data, label data with emotions, What we can do is we can try.. ",Sensors capture data that can be labeled with emotions.. ,6
"be captured with different types of sensors. And then we capture these signals, and if we have data, label data with emotions, What we can do is we can try.. ","Sensors gather data, label with emotions.. ",7
"be captured with different types of sensors. And then we capture these signals, and if we have data, label data with emotions, What we can do is we can try.. ",Data from sensors can be emotion-labeled.. ,8
"be captured with different types of sensors. And then we capture these signals, and if we have data, label data with emotions, What we can do is we can try.. ",Capture and label sensor data.. ,9
To find patterns in these signals that correlate with emotions and develop machine learning algorithms or systems that can recognize the emotions using this type of information. The same way.. ,Developing machine learning algorithms to recognize emotions by finding patterns in signals can be very effective similar to existing methods.. ,1
To find patterns in these signals that correlate with emotions and develop machine learning algorithms or systems that can recognize the emotions using this type of information. The same way.. ,Machine learning systems can identify emotions by recognizing patterns in signals.. ,2
To find patterns in these signals that correlate with emotions and develop machine learning algorithms or systems that can recognize the emotions using this type of information. The same way.. ,Using signals to build algorithms for emotion recognition is possible.. ,3
To find patterns in these signals that correlate with emotions and develop machine learning algorithms or systems that can recognize the emotions using this type of information. The same way.. ,Signals can help create emotion-detection algorithms.. ,4
To find patterns in these signals that correlate with emotions and develop machine learning algorithms or systems that can recognize the emotions using this type of information. The same way.. ,Emotions can be detected with signal-based algorithms.. ,5
To find patterns in these signals that correlate with emotions and develop machine learning algorithms or systems that can recognize the emotions using this type of information. The same way.. ,"Using signals, emotions can be detected by algorithms.. ",6
To find patterns in these signals that correlate with emotions and develop machine learning algorithms or systems that can recognize the emotions using this type of information. The same way.. ,Algorithms can detect emotions from signals.. ,7
To find patterns in these signals that correlate with emotions and develop machine learning algorithms or systems that can recognize the emotions using this type of information. The same way.. ,Signals can help emotions be detected by algorithms.. ,8
To find patterns in these signals that correlate with emotions and develop machine learning algorithms or systems that can recognize the emotions using this type of information. The same way.. ,Signals help algorithms detect emotions.. ,9
To find patterns in these signals that correlate with emotions and develop machine learning algorithms or systems that can recognize the emotions using this type of information. The same way.. ,Signals help detect emotions.. ,1
"we process other type of information. I'm going to focus first on the, so I'm going to talk about some examples of how can we capture this emotional information. And.. ","We process other information. First, I'll focus on examples to capture emotional information.. ",9
"we process other type of information. I'm going to focus first on the, so I'm going to talk about some examples of how can we capture this emotional information. And.. ","We handle different types of information. Firstly, I will discuss examples capturing emotional information.. ",8
"we process other type of information. I'm going to focus first on the, so I'm going to talk about some examples of how can we capture this emotional information. And.. ","We handle various types of data. Initially, I will provide examples on capturing emotional data.. ",7
"we process other type of information. I'm going to focus first on the, so I'm going to talk about some examples of how can we capture this emotional information. And.. ","We manage different kinds of data. First, I will present some examples to capture emotional aspects.. ",6
"we process other type of information. I'm going to focus first on the, so I'm going to talk about some examples of how can we capture this emotional information. And.. ",We handle different information kinds. I will initially provide examples of capturing emotional content.. ,5
"we process other type of information. I'm going to focus first on the, so I'm going to talk about some examples of how can we capture this emotional information. And.. ","We manage other types of data. First, I will showcase examples on capturing emotional information.. ",4
"we process other type of information. I'm going to focus first on the, so I'm going to talk about some examples of how can we capture this emotional information. And.. ","We process diverse types of information. Firstly, I will illustrate examples of capturing emotional content.. ",3
"we process other type of information. I'm going to focus first on the, so I'm going to talk about some examples of how can we capture this emotional information. And.. ","We process different types of information. First, I'll describe examples of capturing emotional themes.. ",2
"we process other type of information. I'm going to focus first on the, so I'm going to talk about some examples of how can we capture this emotional information. And.. ","We process various types of information. Initially, I shall discuss examples of capturing emotional details.. ",1
"we process other type of information. I'm going to focus first on the, so I'm going to talk about some examples of how can we capture this emotional information. And.. ","Different types of information are processed by us. Initially, I will focus on examples of capturing emotional details.. ",1
"I'm going to start with vision modality, which is one of my areas of expertise. So visual modality, cameras. What has been done so far for recognizing emotions from information.. ",Discussing visual modality and cameras for emotion recognition.. ,9
"I'm going to start with vision modality, which is one of my areas of expertise. So visual modality, cameras. What has been done so far for recognizing emotions from information.. ",Vision modality and camera usage in emotion recognition are the focus.. ,8
"I'm going to start with vision modality, which is one of my areas of expertise. So visual modality, cameras. What has been done so far for recognizing emotions from information.. ",I'll examine how cameras in visual modality recognize emotions.. ,7
"I'm going to start with vision modality, which is one of my areas of expertise. So visual modality, cameras. What has been done so far for recognizing emotions from information.. ","I'll focus on visual modality, and its camera use, for emotion detection.. ",6
"I'm going to start with vision modality, which is one of my areas of expertise. So visual modality, cameras. What has been done so far for recognizing emotions from information.. ",Starting with visual modality and camera studies for emotional recognition.. ,5
"I'm going to start with vision modality, which is one of my areas of expertise. So visual modality, cameras. What has been done so far for recognizing emotions from information.. ","Starting with visual modality is a specialty of mine, focusing on cameras for emotion recognition.. ",4
"I'm going to start with vision modality, which is one of my areas of expertise. So visual modality, cameras. What has been done so far for recognizing emotions from information.. ","I will focus on visual modality, specifically cameras, for understanding how emotions are recognized from visual information.. ",3
"I'm going to start with vision modality, which is one of my areas of expertise. So visual modality, cameras. What has been done so far for recognizing emotions from information.. ","One of my specialties is the visual modality; hence, I will focus on how camera technology has been applied to identify emotions from visual information.. ",2
"I'm going to start with vision modality, which is one of my areas of expertise. So visual modality, cameras. What has been done so far for recognizing emotions from information.. ","As a specialist in vision modality, particularly the use of cameras, I will discuss the progress made in recognizing emotions from visual data.. ",1
captured by cameras? Any idea? What's the most popular research from a computer vision perspective to recognize emotions? So facial expression is actually the most common approach to recognize emotions.'.. ,What research helps in emotion recognition using computer vision? Facial expressions are most common.. ,9
"So when I was doing my PhD, I finished like 10 years ago now. And this was a completely unsolved problem. So I was working a little bit in this.. ","During my PhD, I completed 10 years ago, the problem was unsolved, and I worked on it.. ",1
"So when I was doing my PhD, I finished like 10 years ago now. And this was a completely unsolved problem. So I was working a little bit in this.. ",My PhD was completed 10 years ago. The problem was unsolved.. ,2
"So when I was doing my PhD, I finished like 10 years ago now. And this was a completely unsolved problem. So I was working a little bit in this.. ",I finished my PhD 10 years ago. The problem then was unsolved.. ,3
"So when I was doing my PhD, I finished like 10 years ago now. And this was a completely unsolved problem. So I was working a little bit in this.. ",I completed my PhD 10 years ago. The problem was yet unsolved.. ,4
"So when I was doing my PhD, I finished like 10 years ago now. And this was a completely unsolved problem. So I was working a little bit in this.. ",I did my PhD 10 years ago. The problem was unsolved.. ,5
"So when I was doing my PhD, I finished like 10 years ago now. And this was a completely unsolved problem. So I was working a little bit in this.. ",I completed my PhD 10 years ago. The problem was unresolved.. ,6
"So when I was doing my PhD, I finished like 10 years ago now. And this was a completely unsolved problem. So I was working a little bit in this.. ","My PhD, completed 10 years ago, faced an unsolved problem.. ",7
"So when I was doing my PhD, I finished like 10 years ago now. And this was a completely unsolved problem. So I was working a little bit in this.. ",The problem was unsolved when I earned my PhD 10 years ago.. ,8
"So when I was doing my PhD, I finished like 10 years ago now. And this was a completely unsolved problem. So I was working a little bit in this.. ",I finished my PhD 10 years back; the problem was unsolved.. ,9
"type of software, trying to recognize key points in the faces, working with images acquired under controlled environments, and nothing was working by then. So now after 10 years, we.. ",Software recognized facial points in controlled images after 10 years.. ,9
"type of software, trying to recognize key points in the faces, working with images acquired under controlled environments, and nothing was working by then. So now after 10 years, we.. ","The software attempted to identify facial features in controlled images but initially failed. After 10 years, we.. ",8
"type of software, trying to recognize key points in the faces, working with images acquired under controlled environments, and nothing was working by then. So now after 10 years, we.. ","For 10 years, software tried but failed to recognize facial features in controlled images.. ",7
"type of software, trying to recognize key points in the faces, working with images acquired under controlled environments, and nothing was working by then. So now after 10 years, we.. ",The software aimed to recognize key facial features in controlled settings but took 10 years.. ,6
"type of software, trying to recognize key points in the faces, working with images acquired under controlled environments, and nothing was working by then. So now after 10 years, we.. ","The software, aimed at recognizing facial features in controlled environments, took 10 years to succeed.. ",5
"type of software, trying to recognize key points in the faces, working with images acquired under controlled environments, and nothing was working by then. So now after 10 years, we.. ","Software aimed at recognizing key facial features and working with controlled images failed initially. After 10 years, we.. ",4
"type of software, trying to recognize key points in the faces, working with images acquired under controlled environments, and nothing was working by then. So now after 10 years, we.. ","The software, which was trying to recognize facial key points from controlled images, initially failed. After 10 years, we.. ",3
"type of software, trying to recognize key points in the faces, working with images acquired under controlled environments, and nothing was working by then. So now after 10 years, we.. ","Despite working with controlled images, the software failed to recognize key facial points initially. It took 10 years.. ",2
"type of software, trying to recognize key points in the faces, working with images acquired under controlled environments, and nothing was working by then. So now after 10 years, we.. ","This type of software tried to identify key facial features in controlled environments but faced initial failures. After 10 years, we.. ",1
"have these softwares that work very well in recognizing some of the key points on your face, tracking these key points, and doing some matching between the emotions, so the.. ","Software recognizes facial key points, tracks them, and matches emotions.. ",9
"have these softwares that work very well in recognizing some of the key points on your face, tracking these key points, and doing some matching between the emotions, so the.. ",Software identifies and tracks facial points to match emotions.. ,8
"have these softwares that work very well in recognizing some of the key points on your face, tracking these key points, and doing some matching between the emotions, so the.. ",Software detects key facial points and matches them to emotions.. ,7
"have these softwares that work very well in recognizing some of the key points on your face, tracking these key points, and doing some matching between the emotions, so the.. ",Software tracks facial key points and matches them with emotions.. ,6
"have these softwares that work very well in recognizing some of the key points on your face, tracking these key points, and doing some matching between the emotions, so the.. ",Software tracks key points on your face and links them to emotions.. ,5
"have these softwares that work very well in recognizing some of the key points on your face, tracking these key points, and doing some matching between the emotions, so the.. ",This software can track key facial points and link them to emotions.. ,4
"have these softwares that work very well in recognizing some of the key points on your face, tracking these key points, and doing some matching between the emotions, so the.. ",This software tracks key points on your face to detect emotions.. ,3
"have these softwares that work very well in recognizing some of the key points on your face, tracking these key points, and doing some matching between the emotions, so the.. ",Software monitors facial key points to analyze emotions.. ,2
"have these softwares that work very well in recognizing some of the key points on your face, tracking these key points, and doing some matching between the emotions, so the.. ",Software that recognizes facial key points and tracks emotions.. ,1
"expressions that are observed and the possible emotions that they are expressing. This is an example of a commercial software from a company called Affectiva, where you see that the.. ",The detected expressions reveal potential emotions. Affectiva's commercial software demonstrates this.. ,9
"expressions that are observed and the possible emotions that they are expressing. This is an example of a commercial software from a company called Affectiva, where you see that the.. ",Expressions reveal emotions. Affectiva's software exemplifies this.. ,8
"expressions that are observed and the possible emotions that they are expressing. This is an example of a commercial software from a company called Affectiva, where you see that the.. ",Detected expressions show possible emotions. Affectiva's software shows this.. ,7
"expressions that are observed and the possible emotions that they are expressing. This is an example of a commercial software from a company called Affectiva, where you see that the.. ","Expressions indicate possible emotions. Affectiva, a company, has software that shows this.. ",6
"expressions that are observed and the possible emotions that they are expressing. This is an example of a commercial software from a company called Affectiva, where you see that the.. ",Viewed expressions correlate to emotions. Affectiva's commercial software illustrates this connection.. ,5
"expressions that are observed and the possible emotions that they are expressing. This is an example of a commercial software from a company called Affectiva, where you see that the.. ",Observed expressions indicate emotions that they are showing. This is a commercial software example from Affectiva.. ,4
"expressions that are observed and the possible emotions that they are expressing. This is an example of a commercial software from a company called Affectiva, where you see that the.. ",The recognized expressions and the emotions they could be conveying are witnessed. This shows an instance of commercial software by Affectiva.. ,3
"expressions that are observed and the possible emotions that they are expressing. This is an example of a commercial software from a company called Affectiva, where you see that the.. ","The expressions that are detected may indicate various emotions. This instance is a piece of commercial software, made by Affectiva.. ",2
"expressions that are observed and the possible emotions that they are expressing. This is an example of a commercial software from a company called Affectiva, where you see that the.. ",Observed expressions and their possible emotional indications. This is an example of a commercial tool by Affectiva.. ,1
"software detects your key points, analyzes the configuration, and makes some kind of correspondence between this expression and the possible emotion that you are expressing with the facial expression. This.. ","Program spots points, reviews setup, and links expression to potential emotion in your facial expression.. ",9
"software detects your key points, analyzes the configuration, and makes some kind of correspondence between this expression and the possible emotion that you are expressing with the facial expression. This.. ","Software finds key points, studies setup, links expression to emotion.. ",8
"software detects your key points, analyzes the configuration, and makes some kind of correspondence between this expression and the possible emotion that you are expressing with the facial expression. This.. ","The software observes features, evaluates the configuration, and matches expression to emotion.. ",7
"software detects your key points, analyzes the configuration, and makes some kind of correspondence between this expression and the possible emotion that you are expressing with the facial expression. This.. ","The application spots key features, examines the setup, and pairs the expression with a possible emotion.. ",6
"software detects your key points, analyzes the configuration, and makes some kind of correspondence between this expression and the possible emotion that you are expressing with the facial expression. This.. ","The software identifies your key points, analyzes the setup, and connects the expression to a possible emotion.. ",5
"software detects your key points, analyzes the configuration, and makes some kind of correspondence between this expression and the possible emotion that you are expressing with the facial expression. This.. ","The software detects key points, studies the configuration, and relates expression to emotion.. ",4
"software detects your key points, analyzes the configuration, and makes some kind of correspondence between this expression and the possible emotion that you are expressing with the facial expression. This.. ","Key points are detected, configuration is analyzed, and expression is linked to emotion.. ",3
"software detects your key points, analyzes the configuration, and makes some kind of correspondence between this expression and the possible emotion that you are expressing with the facial expression. This.. ","It detects points, studies setup, and links expression to emotion.. ",2
"software detects your key points, analyzes the configuration, and makes some kind of correspondence between this expression and the possible emotion that you are expressing with the facial expression. This.. ","Detects points, studies setup, links to emotion.. ",1
"software works very well, so it's very well at detecting the patterns, it's very while detecting the key points, it's complicated to associate the correct emotion to an expression, a.. ","The software is good at finding patterns and key points, but it is hard to match emotions to expressions.. ",9
"software works very well, so it's very well at detecting the patterns, it's very while detecting the key points, it's complicated to associate the correct emotion to an expression, a.. ",The software is effective at pattern and key point detection but struggles to match emotions to expressions.. ,8
"software works very well, so it's very well at detecting the patterns, it's very while detecting the key points, it's complicated to associate the correct emotion to an expression, a.. ","The software detects patterns and key points well, but it is difficult to connect emotions to expressions.. ",7
"software works very well, so it's very well at detecting the patterns, it's very while detecting the key points, it's complicated to associate the correct emotion to an expression, a.. ","Even though the software excels at detecting patterns and key points, it finds it difficult to correlate emotions with expressions.. ",6
"software works very well, so it's very well at detecting the patterns, it's very while detecting the key points, it's complicated to associate the correct emotion to an expression, a.. ","While the software is skilled in pattern and key point detection, it faces challenges in emotion-expression correlation.. ",5
"software works very well, so it's very well at detecting the patterns, it's very while detecting the key points, it's complicated to associate the correct emotion to an expression, a.. ",The software effectively detects patterns and key points but has difficulty associating correct emotions to expressions.. ,4
"software works very well, so it's very well at detecting the patterns, it's very while detecting the key points, it's complicated to associate the correct emotion to an expression, a.. ","Despite the software's competence in detecting patterns and key points, it has trouble linking emotions to expressions correctly.. ",3
"software works very well, so it's very well at detecting the patterns, it's very while detecting the key points, it's complicated to associate the correct emotion to an expression, a.. ","Though apt at identifying patterns and key points, the software finds it challenging to match the right emotions to expressions.. ",2
"software works very well, so it's very well at detecting the patterns, it's very while detecting the key points, it's complicated to associate the correct emotion to an expression, a.. ","The software is proficient in spotting patterns and key points, but struggles with emotion-expression association.. ",1
"software works very well, so it's very well at detecting the patterns, it's very while detecting the key points, it's complicated to associate the correct emotion to an expression, a.. ",The program detects patterns and key points but cannot easily link emotions to expressions.. ,2
"phase expression, but it works pretty well in some applications. It's being used for test users, for instance, but the problem of this software is that it does not work.. ",The software works in some cases but often fails.. ,9
"phase expression, but it works pretty well in some applications. It's being used for test users, for instance, but the problem of this software is that it does not work.. ","Some applications use it, but there are performance issues.. ",8
